symbol,code,date,shareholding,shareholding_percent,close
600078.SH,600078,2021-07-01,"3,715",0.00,2.290
600079.SH,600079,2021-07-01,"26,719,305",1.97,27.860
600081.SH,600081,2021-07-01,"260,608",0.08,15.180
600085.SH,600085,2021-07-01,"3,274,245",0.23,41.560
600088.SH,600088,2021-07-01,"188,136",0.04,10.270
600089.SH,600089,2021-07-01,"82,224,868",2.21,12.450
600093.SH,600093,2021-07-01,"4,597,477",0.40,5.930
600094.SH,600094,2021-07-01,"48,065,043",2.11,3.760
600095.SH,600095,2021-07-01,"1,329,725",0.13,10.870
600096.SH,600096,2021-07-01,"203,687",0.01,13.390
600098.SH,600098,2021-07-01,"1,017,463",0.03,6.370
600100.SH,600100,2021-07-01,"2,269,465",0.07,5.990
600101.SH,600101,2021-07-01,"30,597",0.00,5.300
600104.SH,600104,2021-07-01,"451,968,704",3.86,21.560
600105.SH,600105,2021-07-01,"1,654,472",0.11,3.640
600106.SH,600106,2021-07-01,"1,843,320",0.13,2.500
600108.SH,600108,2021-07-01,"251,248",0.01,2.800
600109.SH,600109,2021-07-01,"57,630,537",1.90,12.060
600110.SH,600110,2021-07-01,"1,500",0.00,12.220
600111.SH,600111,2021-07-01,"97,721,827",2.68,20.040
600112.SH,600112,2021-07-01,"180,779",0.03,3.910
600113.SH,600113,2021-07-01,167,0.00,6.040
600114.SH,600114,2021-07-01,"96,467",0.01,8.170
600115.SH,600115,2021-07-01,"144,633,319",1.47,5.070
600116.SH,600116,2021-07-01,"693,304",0.05,8.310
600118.SH,600118,2021-07-01,"6,378,995",0.53,28.620
600119.SH,600119,2021-07-01,"130,051",0.04,8.140
600120.SH,600120,2021-07-01,"15,097,944",0.52,4.240
600122.SH,600122,2021-07-01,"1,724,803",0.14,1.510
600123.SH,600123,2021-07-01,"404,739",0.03,7.690
600125.SH,600125,2021-07-01,"30,939,236",2.36,4.890
600131.SH,600131,2021-07-01,"5,066,318",0.93,13.240
600132.SH,600132,2021-07-01,"36,006,538",7.43,197.200
600135.SH,600135,2021-07-01,"222,166",0.05,6.460
600136.SH,600136,2021-07-01,"901,591",0.18,5.980
600138.SH,600138,2021-07-01,"14,403,701",1.98,10.560
600141.SH,600141,2021-07-01,"25,752,569",2.74,18.500
600143.SH,600143,2021-07-01,"72,047,212",2.79,21.020
600150.SH,600150,2021-07-01,"50,686,704",2.07,16.020
600153.SH,600153,2021-07-01,"84,141,583",2.96,8.140
600155.SH,600155,2021-07-01,"18,345,091",1.05,9.980
600157.SH,600157,2021-07-01,"2,398,842",0.01,1.410
600158.SH,600158,2021-07-01,"169,481",0.02,11.470
600160.SH,600160,2021-07-01,"53,442,862",1.97,8.690
600161.SH,600161,2021-07-01,"29,458,549",2.34,34.480
600162.SH,600162,2021-07-01,"10,788,879",0.31,1.810
600166.SH,600166,2021-07-01,"2,156,001",0.03,3.360
600167.SH,600167,2021-07-01,"10,250,092",0.44,8.840
600168.SH,600168,2021-07-01,"94,520",0.01,6.620
600169.SH,600169,2021-07-01,"2,605,602",0.10,2.390
600170.SH,600170,2021-07-01,"176,261,189",1.97,2.770
600171.SH,600171,2021-07-01,"21,571,989",3.07,28.280
600172.SH,600172,2021-07-01,"799,829",0.06,6.500
600173.SH,600173,2021-07-01,"689,582",0.09,6.250
600176.SH,600176,2021-07-01,"350,794,865",8.76,15.360
600177.SH,600177,2021-07-01,"67,717,486",1.50,6.770
600179.SH,600179,2021-07-01,"6,741",0.00,4.180
600180.SH,600180,2021-07-01,"12,909,295",1.27,5.750
600183.SH,600183,2021-07-01,"138,414,485",6.04,22.710
600185.SH,600185,2021-07-01,"100,077,269",4.85,7.400
600188.SH,600188,2021-07-01,"77,427,616",2.60,14.850
600190.SH,600190,2021-07-01,"61,833",0.00,2.790
600195.SH,600195,2021-07-01,"206,783",0.02,11.660
600196.SH,600196,2021-07-01,"60,690,698",3.01,74.000
600197.SH,600197,2021-07-01,"6,261,773",1.33,30.100
600200.SH,600200,2021-07-01,"1,958,905",0.27,8.140
600201.SH,600201,2021-07-01,"189,552,579",16.92,17.310
600206.SH,600206,2021-07-01,"4,504,962",0.53,13.500
600208.SH,600208,2021-07-01,"61,521,793",0.71,3.030
600210.SH,600210,2021-07-01,"41,766,002",2.75,4.770
600211.SH,600211,2021-07-01,"872,176",0.35,64.710
600216.SH,600216,2021-07-01,"17,062,871",1.76,15.990
600219.SH,600219,2021-07-01,"344,421,021",2.88,3.520
600221.SH,600221,2021-07-01,"7,224,222",0.04,2.140
600223.SH,600223,2021-07-01,"7,748,054",0.76,16.150
600226.SH,600226,2021-07-01,"526,002",0.01,2.650
600230.SH,600230,2021-07-01,"7,965",0.00,11.920
600231.SH,600231,2021-07-01,"619,186",0.02,2.830
600233.SH,600233,2021-07-01,"59,561,944",1.88,9.920
600236.SH,600236,2021-07-01,"24,329,210",0.30,5.810
600238.SH,600238,2021-07-01,400,0.00,25.180
600239.SH,600239,2021-07-01,"416,048",0.02,2.080
600248.SH,600248,2021-07-01,"2,651",0.00,4.360
600251.SH,600251,2021-07-01,"49,423",0.00,8.570
600252.SH,600252,2021-07-01,"19,560,672",0.56,3.620
600255.SH,600255,2021-07-01,"574,897",0.03,1.990
600256.SH,600256,2021-07-01,"185,857,343",2.75,3.270
600257.SH,600257,2021-07-01,"254,537",0.05,7.110
600258.SH,600258,2021-07-01,"63,266,928",6.44,24.290
600259.SH,600259,2021-07-01,"306,600",0.10,32.890
600260.SH,600260,2021-07-01,"9,505,589",0.95,8.510
600261.SH,600261,2021-07-01,"20,403,081",1.40,3.920
600266.SH,600266,2021-07-01,"1,323,636",0.05,4.750
600267.SH,600267,2021-07-01,"621,625",0.06,14.810
600268.SH,600268,2021-07-01,"20,400",0.00,6.400
600269.SH,600269,2021-07-01,"478,552",0.02,3.330
600271.SH,600271,2021-07-01,"5,090,940",0.27,12.830
600273.SH,600273,2021-07-01,"26,709,322",1.86,8.440
600276.SH,600276,2021-07-01,"765,681,276",12.02,69.690
600277.SH,600277,2021-07-01,"4,618,275",0.16,3.280
600278.SH,600278,2021-07-01,"7,294",0.00,7.920
600280.SH,600280,2021-07-01,"107,681",0.00,3.240
600282.SH,600282,2021-07-01,"307,896,389",6.90,3.570
600284.SH,600284,2021-07-01,"7,394,214",0.76,6.860
600285.SH,600285,2021-07-01,"21,454,208",3.77,11.070
600289.SH,600289,2021-07-01,"69,611",0.01,3.650
600290.SH,600290,2021-07-01,200,0.00,2.160
600291.SH,600291,2021-07-01,"127,908",0.01,3.550
600292.SH,600292,2021-07-01,"808,638",0.10,8.330
600295.SH,600295,2021-07-01,"30,784,155",4.71,17.100
600297.SH,600297,2021-07-01,"31,673,997",0.39,2.830
600298.SH,600298,2021-07-01,"102,183,110",12.39,55.240
600299.SH,600299,2021-07-01,"5,644,169",0.21,11.920
600300.SH,600300,2021-07-01,"285,911",0.01,3.320
600305.SH,600305,2021-07-01,"63,256,797",6.30,20.020
600307.SH,600307,2021-07-01,"1,163,608",0.01,2.300
600309.SH,600309,2021-07-01,"165,850,514",11.64,106.990
600310.SH,600310,2021-07-01,"1,426,064",0.17,4.190
600312.SH,600312,2021-07-01,"5,690,717",0.41,5.770
600315.SH,600315,2021-07-01,"26,707,175",3.97,60.840
600316.SH,600316,2021-07-01,"1,696,177",0.23,35.350
600318.SH,600318,2021-07-01,"13,468",0.00,7.450
600321.SH,600321,2021-07-01,"134,400",0.00,2.070
600323.SH,600323,2021-07-01,"5,444,922",0.66,21.830
600325.SH,600325,2021-07-01,"51,141,247",2.41,6.760
600326.SH,600326,2021-07-01,"3,847,865",0.41,6.740
600327.SH,600327,2021-07-01,"311,261",0.03,8.410
600329.SH,600329,2021-07-01,"19,073,225",3.37,28.560
600332.SH,600332,2021-07-01,"23,730,612",1.68,35.570
600333.SH,600333,2021-07-01,"5,800",0.00,4.710
600335.SH,600335,2021-07-01,"1,623,244",0.15,5.750
600337.SH,600337,2021-07-01,"60,078,704",3.68,4.120
600338.SH,600338,2021-07-01,"10,413,058",1.13,13.540
600340.SH,600340,2021-07-01,"104,605,575",2.68,5.210
600343.SH,600343,2021-07-01,"534,571",0.08,9.440
600345.SH,600345,2021-07-01,"49,492",0.02,15.300
600346.SH,600346,2021-07-01,"147,154,164",2.09,26.260
600348.SH,600348,2021-07-01,"86,273,603",3.58,7.260
600350.SH,600350,2021-07-01,"42,710,461",0.88,6.110
600351.SH,600351,2021-07-01,"797,272",0.10,5.930
600352.SH,600352,2021-07-01,"79,951,611",2.45,13.470
600353.SH,600353,2021-07-01,"2,000",0.00,5.460
600362.SH,600362,2021-07-01,"34,690,452",1.67,21.950
600363.SH,600363,2021-07-01,"7,927,565",1.78,27.850
600366.SH,600366,2021-07-01,"3,756,690",0.37,6.470
600368.SH,600368,2021-07-01,"35,235,932",3.13,3.450
600369.SH,600369,2021-07-01,"75,984,133",1.34,4.870
600372.SH,600372,2021-07-01,"21,942,732",1.13,15.570
600373.SH,600373,2021-07-01,"94,879,964",7.00,9.820
600375.SH,600375,2021-07-01,"41,101",0.00,13.170
600376.SH,600376,2021-07-01,"32,300,212",1.25,5.670
600377.SH,600377,2021-07-01,"25,320,610",0.66,9.760
600378.SH,600378,2021-07-01,"2,985,343",0.83,21.020
600380.SH,600380,2021-07-01,"88,136,456",4.50,14.100
600381.SH,600381,2021-07-01,100,0.00,8.550
600382.SH,600382,2021-07-01,"2,366",0.00,4.410
600383.SH,600383,2021-07-01,"100,997,838",2.23,10.630
600386.SH,600386,2021-07-01,"489,955",0.06,3.500
600387.SH,600387,2021-07-01,"4,137,183",1.02,4.450
600388.SH,600388,2021-07-01,"10,311,033",0.96,8.540
600389.SH,600389,2021-07-01,50,0.00,33.660
600391.SH,600391,2021-07-01,"505,150",0.15,19.890
600392.SH,600392,2021-07-01,"47,682,035",2.71,16.780
600393.SH,600393,2021-07-01,"1,534,238",0.15,1.410
600395.SH,600395,2021-07-01,"28,661,761",1.73,6.960
600396.SH,600396,2021-07-01,"132,900",0.00,2.430
600397.SH,600397,2021-07-01,"486,183",0.04,2.650
600398.SH,600398,2021-07-01,"13,841,190",0.32,7.240
600399.SH,600399,2021-07-01,"38,532",0.00,17.870
600400.SH,600400,2021-07-01,"1,012,463",0.03,2.910
600403.SH,600403,2021-07-01,"62,059",0.00,3.420
600405.SH,600405,2021-07-01,"87,872",0.01,5.830
600406.SH,600406,2021-07-01,"774,843,842",14.05,23.340
600409.SH,600409,2021-07-01,"75,557,060",3.66,9.750
600410.SH,600410,2021-07-01,"936,141",0.08,7.340
600415.SH,600415,2021-07-01,"37,742,829",0.69,5.130
600416.SH,600416,2021-07-01,"356,082",0.03,14.100
600418.SH,600418,2021-07-01,"2,233,413",0.11,11.550
600420.SH,600420,2021-07-01,"7,679,160",0.74,10.140
600422.SH,600422,2021-07-01,"10,699,003",1.41,10.220
600425.SH,600425,2021-07-01,"33,873",0.00,3.490
600426.SH,600426,2021-07-01,"67,626,791",3.20,31.010
600428.SH,600428,2021-07-01,"370,640",0.01,5.730
600433.SH,600433,2021-07-01,"649,141",0.05,5.300
600435.SH,600435,2021-07-01,"799,293",0.05,7.750
600436.SH,600436,2021-07-01,"19,786,557",3.27,456.580
600438.SH,600438,2021-07-01,"243,780,018",5.41,43.200
600439.SH,600439,2021-07-01,"3,541,637",0.31,3.340
600446.SH,600446,2021-07-01,"9,173,662",1.07,14.320
600449.SH,600449,2021-07-01,"400,777",0.08,11.400
600452.SH,600452,2021-07-01,"7,965,833",1.29,14.020
600458.SH,600458,2021-07-01,"209,036",0.02,8.010
600459.SH,600459,2021-07-01,"4,367,120",0.76,23.860
600460.SH,600460,2021-07-01,"28,872,627",2.20,54.750
600466.SH,600466,2021-07-01,"26,850,062",0.88,2.990
600467.SH,600467,2021-07-01,"34,900",0.00,2.610
600468.SH,600468,2021-07-01,"666,079",0.05,4.010
600469.SH,600469,2021-07-01,300,0.00,5.000
600470.SH,600470,2021-07-01,100,0.00,4.580
600477.SH,600477,2021-07-01,"8,168,828",0.37,3.540
600478.SH,600478,2021-07-01,"21,935",0.00,5.320
600479.SH,600479,2021-07-01,"389,522",0.09,9.450
600480.SH,600480,2021-07-01,"584,532",0.07,9.310
600481.SH,600481,2021-07-01,"1,474,067",0.09,6.260
600482.SH,600482,2021-07-01,"1,627,402",0.08,16.950
600483.SH,600483,2021-07-01,"10,536,555",0.66,10.490
600486.SH,600486,2021-07-01,"8,312,196",2.68,110.160
600487.SH,600487,2021-07-01,"12,854,430",0.56,11.180
600488.SH,600488,2021-07-01,"2,530",0.00,4.660
600489.SH,600489,2021-07-01,"93,516,859",2.14,8.700
600490.SH,600490,2021-07-01,"2,324,317",0.11,3.750
600491.SH,600491,2021-07-01,"9,442,066",0.61,5.380
600495.SH,600495,2021-07-01,"617,550",0.05,3.640
600496.SH,600496,2021-07-01,"1,290,225",0.06,4.050
600497.SH,600497,2021-07-01,"3,277,809",0.06,4.230
600498.SH,600498,2021-07-01,"24,591,316",2.17,18.060
600499.SH,600499,2021-07-01,"898,683",0.05,14.790
600500.SH,600500,2021-07-01,"5,391,757",0.19,7.620
600501.SH,600501,2021-07-01,"673,361",0.15,8.660
600502.SH,600502,2021-07-01,"22,190,538",1.28,3.850
600503.SH,600503,2021-07-01,"1,423,938",0.08,3.640
600507.SH,600507,2021-07-01,"179,566,278",8.32,6.730
600508.SH,600508,2021-07-01,100,0.00,9.220
600509.SH,600509,2021-07-01,"8,525",0.00,7.000
600510.SH,600510,2021-07-01,"6,866,676",0.67,6.700
600511.SH,600511,2021-07-01,"10,241,102",1.85,33.000
600513.SH,600513,2021-07-01,"48,781",0.01,9.230
600516.SH,600516,2021-07-01,"196,382,067",5.15,7.290
600517.SH,600517,2021-07-01,"1,166,824",0.06,6.520
600518.SH,600518,2021-07-01,"1,011,492",0.02,3.000
600519.SH,600519,2021-07-01,"95,880,796",7.63,2105.000
600521.SH,600521,2021-07-01,"20,994,231",1.44,21.290
600522.SH,600522,2021-07-01,"153,047,022",4.99,9.800
600523.SH,600523,2021-07-01,"9,280",0.00,14.020
600525.SH,600525,2021-07-01,"1,654,918",0.12,6.240
600526.SH,600526,2021-07-01,"1,339,092",0.24,6.210
600527.SH,600527,2021-07-01,"3,481,754",0.20,2.460
600528.SH,600528,2021-07-01,"1,193,065",0.05,8.110
600529.SH,600529,2021-07-01,"50,864,867",8.54,33.770
600531.SH,600531,2021-07-01,"5,535,103",0.50,5.200
600532.SH,600532,2021-07-01,"37,201",0.00,16.450
600535.SH,600535,2021-07-01,"2,211,099",0.14,14.870
600536.SH,600536,2021-07-01,"10,610,706",2.14,54.610
600537.SH,600537,2021-07-01,"619,161",0.05,4.260
600545.SH,600545,2021-07-01,"2,288,483",0.12,3.050
600546.SH,600546,2021-07-01,"12,098",0.00,6.960
600547.SH,600547,2021-07-01,"68,686,549",1.94,19.400
600548.SH,600548,2021-07-01,"11,529,040",0.80,8.730
600549.SH,600549,2021-07-01,"37,417,239",2.66,20.680
600551.SH,600551,2021-07-01,"247,978",0.04,7.350
600552.SH,600552,2021-07-01,"1,643,623",0.21,6.760
600556.SH,600556,2021-07-01,"3,800,292",0.79,10.370
600557.SH,600557,2021-07-01,"1,898,009",0.32,12.360
600559.SH,600559,2021-07-01,"7,189,621",0.80,27.100
600561.SH,600561,2021-07-01,"11,900",0.00,4.120
600562.SH,600562,2021-07-01,"4,020,265",0.60,14.690
600563.SH,600563,2021-07-01,"11,107,272",4.93,158.790
600565.SH,600565,2021-07-01,"39,724,217",1.63,2.550
600566.SH,600566,2021-07-01,"9,209,795",1.03,18.360
600567.SH,600567,2021-07-01,"90,010,546",1.95,3.430
600568.SH,600568,2021-07-01,"504,541",0.03,2.040
600570.SH,600570,2021-07-01,"82,916,017",7.94,92.730
600571.SH,600571,2021-07-01,"670,445",0.15,7.090
600572.SH,600572,2021-07-01,"7,297,715",0.27,4.560
600577.SH,600577,2021-07-01,"61,925,835",3.22,6.340
600578.SH,600578,2021-07-01,"4,682,156",0.07,2.960
600580.SH,600580,2021-07-01,"30,191,051",2.30,12.660
600582.SH,600582,2021-07-01,"144,868,198",3.50,4.290
600583.SH,600583,2021-07-01,"133,957,502",3.02,4.480
600584.SH,600584,2021-07-01,"28,866,131",2.12,37.590
600585.SH,600585,2021-07-01,"335,121,875",8.37,41.640
600586.SH,600586,2021-07-01,"1,344,329",0.09,8.820
600587.SH,600587,2021-07-01,"15,913,413",3.94,20.900
600588.SH,600588,2021-07-01,"136,346,774",4.19,32.670
600589.SH,600589,2021-07-01,101,0.00,2.120
600594.SH,600594,2021-07-01,"673,364",0.08,5.870
600596.SH,600596,2021-07-01,"9,555,526",1.29,16.450
600597.SH,600597,2021-07-01,"8,780,903",0.71,14.470
600598.SH,600598,2021-07-01,"25,488,301",1.43,14.780
600600.SH,600600,2021-07-01,"19,140,727",2.75,115.000
600601.SH,600601,2021-07-01,"103,800",0.00,3.090
600604.SH,600604,2021-07-01,"10,708",0.00,5.860
600606.SH,600606,2021-07-01,"214,787,998",1.76,5.490
600611.SH,600611,2021-07-01,"10,722,340",0.68,3.490
600612.SH,600612,2021-07-01,"3,776,259",1.19,53.350
600613.SH,600613,2021-07-01,"398,145",0.08,5.900
600614.SH,600614,2021-07-01,"711,936",0.04,0.220
600616.SH,600616,2021-07-01,"4,941",0.00,8.590
600617.SH,600617,2021-07-01,"133,104",0.01,4.060
600618.SH,600618,2021-07-01,"3,200",0.00,8.650
600620.SH,600620,2021-07-01,"6,095",0.00,6.910
600621.SH,600621,2021-07-01,"3,249,932",0.30,15.070
600622.SH,600622,2021-07-01,"5,408,455",0.36,3.050
600623.SH,600623,2021-07-01,"723,322",0.03,8.400
600624.SH,600624,2021-07-01,"105,882",0.01,7.370
600626.SH,600626,2021-07-01,"1,821,547",0.22,4.160
600628.SH,600628,2021-07-01,"331,057",0.05,7.910
600629.SH,600629,2021-07-01,41,0.00,7.200
600633.SH,600633,2021-07-01,"343,505",0.02,7.180
600634.SH,600634,2021-07-01,"7,096",0.00,0.330
600635.SH,600635,2021-07-01,"8,284,177",0.34,3.510
600636.SH,600636,2021-07-01,"42,878",0.00,9.910
600637.SH,600637,2021-07-01,"28,900,847",0.84,8.230
600638.SH,600638,2021-07-01,"379,117",0.05,5.450
600639.SH,600639,2021-07-01,"12,038,024",1.41,13.730
600640.SH,600640,2021-07-01,"34,007",0.00,12.080
600641.SH,600641,2021-07-01,"33,631,510",3.51,17.900
600642.SH,600642,2021-07-01,"79,476,635",1.74,6.150
600643.SH,600643,2021-07-01,"32,292,428",1.99,6.890
600645.SH,600645,2021-07-01,"49,101",0.01,24.320
600648.SH,600648,2021-07-01,"5,279,816",0.56,14.890
600649.SH,600649,2021-07-01,"2,553,359",0.10,4.760
600650.SH,600650,2021-07-01,"332,669",0.08,9.970
600651.SH,600651,2021-07-01,"67,298",0.00,3.250
600654.SH,600654,2021-07-01,"226,931",0.03,2.080
600655.SH,600655,2021-07-01,"47,591,167",2.96,11.610
600657.SH,600657,2021-07-01,"20,662,384",1.35,3.490
600658.SH,600658,2021-07-01,91,0.00,4.210
600660.SH,600660,2021-07-01,"181,991,459",9.08,54.250
600661.SH,600661,2021-07-01,"32,126",0.01,12.180
600662.SH,600662,2021-07-01,"511,213",0.04,8.720
600663.SH,600663,2021-07-01,"13,974,036",0.47,13.530
600664.SH,600664,2021-07-01,"5,112,666",0.20,2.960
600666.SH,600666,2021-07-01,"750,861",0.09,2.180
600667.SH,600667,2021-07-01,"39,458,846",1.87,8.730
600668.SH,600668,2021-07-01,"1,523,489",0.44,12.020
600673.SH,600673,2021-07-01,"25,803,389",1.04,4.510
600674.SH,600674,2021-07-01,"136,446,765",3.09,12.330
600675.SH,600675,2021-07-01,"9,953,028",0.44,3.130
600676.SH,600676,2021-07-01,"691,790",0.06,4.090
600681.SH,600681,2021-07-01,"6,779,181",0.49,4.620
600682.SH,600682,2021-07-01,"10,784,198",0.92,10.610
600684.SH,600684,2021-07-01,"1,294,293",0.15,3.600
600685.SH,600685,2021-07-01,"3,515,445",0.42,20.150
600686.SH,600686,2021-07-01,"3,250",0.00,6.640
600688.SH,600688,2021-07-01,"112,836,694",1.53,3.720
600690.SH,600690,2021-07-01,"512,561,183",8.12,26.930
600693.SH,600693,2021-07-01,"1,950,865",0.21,4.170
600694.SH,600694,2021-07-01,"5,064,144",1.72,20.280
600697.SH,600697,2021-07-01,"1,552",0.00,13.670
600699.SH,600699,2021-07-01,"71,933,818",5.25,26.290
600702.SH,600702,2021-07-01,"90,658",0.02,229.950
600703.SH,600703,2021-07-01,"110,800,046",2.71,30.520
600704.SH,600704,2021-07-01,"143,688,592",2.83,7.420
600705.SH,600705,2021-07-01,"120,134,306",1.35,3.850
600708.SH,600708,2021-07-01,"6,757,816",0.30,2.420
600711.SH,600711,2021-07-01,"17,529,660",0.71,6.910
600715.SH,600715,2021-07-01,2,0.00,3.120
600716.SH,600716,2021-07-01,"543,120",0.05,4.060
600717.SH,600717,2021-07-01,"1,631,724",0.05,3.900
600718.SH,600718,2021-07-01,"1,140,631",0.09,9.670
600720.SH,600720,2021-07-01,"6,919,252",0.89,10.850
600724.SH,600724,2021-07-01,"6,683",0.00,3.540
600728.SH,600728,2021-07-01,"11,849,317",0.68,7.280
600729.SH,600729,2021-07-01,"10,375,328",2.55,27.230
600730.SH,600730,2021-07-01,"159,835",0.02,4.220
600733.SH,600733,2021-07-01,"4,152,744",0.22,12.980
600736.SH,600736,2021-07-01,"1,976,569",0.17,4.720
600737.SH,600737,2021-07-01,"7,148,079",0.33,9.860
600738.SH,600738,2021-07-01,"5,010,461",0.64,6.170
600739.SH,600739,2021-07-01,"23,313,242",1.52,20.700
600740.SH,600740,2021-07-01,"13,338,879",0.52,4.930
600741.SH,600741,2021-07-01,"201,992,645",6.40,25.830
600742.SH,600742,2021-07-01,"38,872,219",5.80,9.990
600743.SH,600743,2021-07-01,"2,245,938",0.09,1.960
600745.SH,600745,2021-07-01,"35,823,167",4.14,95.950
600748.SH,600748,2021-07-01,"24,519,476",1.32,4.630
600750.SH,600750,2021-07-01,"2,768,048",0.43,14.580
600754.SH,600754,2021-07-01,"54,469,507",6.79,56.660
600755.SH,600755,2021-07-01,"24,881,364",1.34,8.050
600756.SH,600756,2021-07-01,"1,949,475",0.60,13.010
600757.SH,600757,2021-07-01,"5,513",0.00,5.280
600758.SH,600758,2021-07-01,"1,308",0.00,3.300
600759.SH,600759,2021-07-01,"96,960",0.00,2.390
600760.SH,600760,2021-07-01,"17,967,669",0.91,56.180
600761.SH,600761,2021-07-01,"426,047",0.05,10.780
600763.SH,600763,2021-07-01,"10,448,688",3.25,411.820
600764.SH,600764,2021-07-01,"844,566",0.17,27.590
600765.SH,600765,2021-07-01,"21,192,642",2.47,21.660
600770.SH,600770,2021-07-01,"51,375",0.00,6.090
600771.SH,600771,2021-07-01,157,0.00,43.010
600773.SH,600773,2021-07-01,"406,136",0.05,14.290
600775.SH,600775,2021-07-01,"4,535,030",0.67,6.910
600776.SH,600776,2021-07-01,"3,423,840",0.35,12.010
600777.SH,600777,2021-07-01,"84,115,823",1.34,1.560
600778.SH,600778,2021-07-01,"54,000",0.01,4.410
600779.SH,600779,2021-07-01,"39,049,899",7.99,138.990
600780.SH,600780,2021-07-01,"26,472",0.00,3.820
