symbol,code,date,shareholding,shareholding_percent,close
600058.SH,600058,2021-02-24,"118,659",0.01,7.880
600059.SH,600059,2021-02-24,"217,608",0.02,11.530
600060.SH,600060,2021-02-24,"8,193,037",0.62,12.770
600061.SH,600061,2021-02-24,"47,880,936",1.13,12.630
600062.SH,600062,2021-02-24,"34,676,719",3.32,11.640
600063.SH,600063,2021-02-24,"1,550,641",0.08,4.490
600064.SH,600064,2021-02-24,"1,159,414",0.09,9.920
600066.SH,600066,2021-02-24,"168,835,765",7.62,15.810
600067.SH,600067,2021-02-24,"973,373",0.06,3.550
600068.SH,600068,2021-02-24,"100,490,220",2.18,6.750
600070.SH,600070,2021-02-24,"8,075,274",1.54,7.180
600072.SH,600072,2021-02-24,"3,037,764",0.41,11.600
600073.SH,600073,2021-02-24,"7,035,533",0.75,8.830
600075.SH,600075,2021-02-24,"33,911",0.00,7.460
600077.SH,600077,2021-02-24,249,0.00,2.660
600078.SH,600078,2021-02-24,"6,215",0.00,3.910
600079.SH,600079,2021-02-24,"27,185,647",2.00,29.060
600081.SH,600081,2021-02-24,"260,608",0.08,12.120
600085.SH,600085,2021-02-24,"6,884,537",0.50,26.370
600086.SH,600086,2021-02-24,"1,827",0.00,0.200
600088.SH,600088,2021-02-24,"189,696",0.04,10.200
600089.SH,600089,2021-02-24,"54,322,857",1.46,12.360
600093.SH,600093,2021-02-24,"8,359,064",0.74,8.000
600094.SH,600094,2021-02-24,"55,108,344",2.42,3.890
600096.SH,600096,2021-02-24,"203,687",0.01,9.370
600098.SH,600098,2021-02-24,"1,031,363",0.03,5.710
600100.SH,600100,2021-02-24,"2,273,965",0.07,5.640
600101.SH,600101,2021-02-24,"30,597",0.00,5.210
600104.SH,600104,2021-02-24,"495,184,595",4.23,21.310
600105.SH,600105,2021-02-24,"1,736,130",0.12,3.220
600106.SH,600106,2021-02-24,"1,843,320",0.13,2.590
600108.SH,600108,2021-02-24,"264,248",0.01,2.820
600109.SH,600109,2021-02-24,"93,284,024",3.08,13.250
600110.SH,600110,2021-02-24,"1,500",0.00,8.750
600111.SH,600111,2021-02-24,"91,402,496",2.51,20.050
600112.SH,600112,2021-02-24,"192,779",0.03,1.160
600113.SH,600113,2021-02-24,167,0.00,6.070
600114.SH,600114,2021-02-24,"96,717",0.01,8.670
600115.SH,600115,2021-02-24,"148,667,790",1.51,4.910
600116.SH,600116,2021-02-24,"695,304",0.07,9.220
600118.SH,600118,2021-02-24,"6,478,105",0.54,33.050
600119.SH,600119,2021-02-24,"130,051",0.04,7.200
600120.SH,600120,2021-02-24,"14,057,098",0.63,5.690
600122.SH,600122,2021-02-24,"1,948,303",0.16,1.130
600123.SH,600123,2021-02-24,"483,639",0.04,5.190
600125.SH,600125,2021-02-24,"36,350,915",2.78,5.200
600131.SH,600131,2021-02-24,"6,802,511",1.25,14.330
600132.SH,600132,2021-02-24,"30,883,810",6.38,139.190
600135.SH,600135,2021-02-24,"222,166",0.05,5.950
600136.SH,600136,2021-02-24,"1,077,373",0.22,6.120
600138.SH,600138,2021-02-24,"19,830,449",2.73,11.590
600141.SH,600141,2021-02-24,"11,828,900",1.38,13.960
600143.SH,600143,2021-02-24,"92,415,731",3.59,26.500
600150.SH,600150,2021-02-24,"10,327,854",0.63,15.950
600153.SH,600153,2021-02-24,"97,948,626",3.45,8.290
600155.SH,600155,2021-02-24,"7,193,081",0.41,11.490
600157.SH,600157,2021-02-24,"2,574,742",0.01,1.380
600158.SH,600158,2021-02-24,"193,381",0.02,11.600
600160.SH,600160,2021-02-24,"82,900,790",3.07,9.610
600161.SH,600161,2021-02-24,"20,786,610",1.65,36.460
600162.SH,600162,2021-02-24,"13,719,507",0.40,1.770
600166.SH,600166,2021-02-24,"2,978,401",0.04,3.730
600167.SH,600167,2021-02-24,"21,822,111",0.95,10.190
600168.SH,600168,2021-02-24,"94,720",0.01,6.480
600169.SH,600169,2021-02-24,"2,616,502",0.10,2.310
600170.SH,600170,2021-02-24,"181,741,387",2.04,2.950
600171.SH,600171,2021-02-24,"5,595,134",0.79,15.060
600172.SH,600172,2021-02-24,"1,187,929",0.09,2.870
600173.SH,600173,2021-02-24,"689,582",0.09,4.330
600176.SH,600176,2021-02-24,"267,714,273",7.64,22.650
600177.SH,600177,2021-02-24,"77,309,656",1.67,8.150
600179.SH,600179,2021-02-24,"327,041",0.00,3.910
600180.SH,600180,2021-02-24,"34,319,765",3.37,5.270
600183.SH,600183,2021-02-24,"106,204,523",4.63,24.950
600185.SH,600185,2021-02-24,"96,388,520",4.67,6.290
600188.SH,600188,2021-02-24,"68,868,808",2.32,9.510
600190.SH,600190,2021-02-24,"268,304",0.01,2.870
600195.SH,600195,2021-02-24,"210,694",0.02,14.330
600196.SH,600196,2021-02-24,"34,573,031",1.71,45.800
600197.SH,600197,2021-02-24,"696,021",0.14,20.390
600200.SH,600200,2021-02-24,"2,962,457",0.41,4.960
600201.SH,600201,2021-02-24,"211,502,373",18.88,21.830
600206.SH,600206,2021-02-24,"9,829,487",1.16,12.530
600208.SH,600208,2021-02-24,"116,184,810",1.35,3.170
600210.SH,600210,2021-02-24,"46,498,168",3.06,4.920
600211.SH,600211,2021-02-24,"1,358,317",0.54,52.620
600216.SH,600216,2021-02-24,"18,144,963",1.88,15.520
600219.SH,600219,2021-02-24,"351,076,366",2.93,4.530
600221.SH,600221,2021-02-24,"40,347,282",0.24,1.490
600223.SH,600223,2021-02-24,"2,727,928",0.27,14.460
600226.SH,600226,2021-02-24,"527,052",0.02,1.950
600230.SH,600230,2021-02-24,"8,012",0.00,14.840
600231.SH,600231,2021-02-24,"619,386",0.02,2.370
600233.SH,600233,2021-02-24,"55,832,323",1.76,11.790
600236.SH,600236,2021-02-24,"25,556,521",0.32,4.610
600238.SH,600238,2021-02-24,400,0.00,7.560
600239.SH,600239,2021-02-24,"1,086,781",0.06,2.400
600248.SH,600248,2021-02-24,"2,651",0.00,3.920
600251.SH,600251,2021-02-24,"55,423",0.00,6.290
600252.SH,600252,2021-02-24,"23,360,404",0.67,2.850
600255.SH,600255,2021-02-24,"574,897",0.03,1.950
600256.SH,600256,2021-02-24,"111,366,146",1.64,2.800
600257.SH,600257,2021-02-24,"284,737",0.05,4.720
600258.SH,600258,2021-02-24,"79,421,274",8.11,24.990
600259.SH,600259,2021-02-24,"306,600",0.10,37.770
600260.SH,600260,2021-02-24,"27,427,648",2.82,9.200
600261.SH,600261,2021-02-24,"23,200,629",1.59,3.710
600266.SH,600266,2021-02-24,"1,747,185",0.07,4.850
600267.SH,600267,2021-02-24,"720,825",0.07,17.350
600268.SH,600268,2021-02-24,"20,400",0.00,6.060
600269.SH,600269,2021-02-24,"1,575,494",0.06,3.400
600271.SH,600271,2021-02-24,"9,734,455",0.52,11.520
600273.SH,600273,2021-02-24,"29,398,389",2.05,9.190
600276.SH,600276,2021-02-24,"664,963,680",12.53,99.700
600277.SH,600277,2021-02-24,"7,767,491",0.28,3.060
600278.SH,600278,2021-02-24,"7,294",0.00,8.740
600280.SH,600280,2021-02-24,"117,881",0.01,3.040
600282.SH,600282,2021-02-24,"220,175,466",4.94,3.390
600284.SH,600284,2021-02-24,"6,509,091",0.67,5.800
600285.SH,600285,2021-02-24,"13,080,409",2.30,8.580
600289.SH,600289,2021-02-24,"69,611",0.01,3.950
600290.SH,600290,2021-02-24,200,0.00,3.240
600291.SH,600291,2021-02-24,"531,588",0.04,3.480
600292.SH,600292,2021-02-24,"829,738",0.10,6.990
600295.SH,600295,2021-02-24,"15,430,327",2.36,18.280
600297.SH,600297,2021-02-24,"38,397,410",0.47,2.600
600298.SH,600298,2021-02-24,"92,438,899",11.21,55.300
600299.SH,600299,2021-02-24,"9,597,728",0.35,14.880
600300.SH,600300,2021-02-24,"1,067,281",0.06,3.840
600305.SH,600305,2021-02-24,"49,954,683",4.98,21.830
600307.SH,600307,2021-02-24,"1,578,608",0.02,1.580
600309.SH,600309,2021-02-24,"152,900,992",10.73,128.820
600310.SH,600310,2021-02-24,"1,538,906",0.18,3.960
600312.SH,600312,2021-02-24,"11,000,774",0.81,6.520
600315.SH,600315,2021-02-24,"29,087,362",4.33,48.310
600316.SH,600316,2021-02-24,"260,546",0.03,47.520
600318.SH,600318,2021-02-24,"13,468",0.00,8.240
600321.SH,600321,2021-02-24,"134,400",0.00,1.960
600323.SH,600323,2021-02-24,"5,265,506",0.68,24.850
600325.SH,600325,2021-02-24,"39,962,515",1.89,6.210
600326.SH,600326,2021-02-24,"16,892,480",1.83,7.410
600327.SH,600327,2021-02-24,"311,261",0.03,3.920
600329.SH,600329,2021-02-24,"15,381,136",2.71,17.450
600332.SH,600332,2021-02-24,"18,941,139",1.34,28.900
600333.SH,600333,2021-02-24,"5,800",0.00,4.750
600335.SH,600335,2021-02-24,"2,223,968",0.21,5.010
600337.SH,600337,2021-02-24,"13,950,748",0.85,5.860
600338.SH,600338,2021-02-24,"10,791,232",1.18,10.430
600340.SH,600340,2021-02-24,"106,779,875",2.74,7.080
600343.SH,600343,2021-02-24,"535,571",0.08,10.820
600345.SH,600345,2021-02-24,"49,492",0.02,14.730
600346.SH,600346,2021-02-24,"135,138,658",1.91,38.570
600348.SH,600348,2021-02-24,"51,165,564",2.12,4.990
600350.SH,600350,2021-02-24,"21,930,588",0.45,6.260
600351.SH,600351,2021-02-24,"797,272",0.10,4.850
600352.SH,600352,2021-02-24,"93,264,615",2.86,17.620
600353.SH,600353,2021-02-24,"2,000",0.00,4.760
600362.SH,600362,2021-02-24,"50,964,003",2.45,28.290
600363.SH,600363,2021-02-24,"3,675,569",0.82,22.010
600366.SH,600366,2021-02-24,"9,900,469",1.00,7.250
600368.SH,600368,2021-02-24,"21,016,481",1.86,3.430
600369.SH,600369,2021-02-24,"59,098,539",1.04,4.800
600372.SH,600372,2021-02-24,"22,381,642",1.16,17.480
600373.SH,600373,2021-02-24,"60,160,531",4.43,10.030
600375.SH,600375,2021-02-24,"74,101",0.01,7.750
600376.SH,600376,2021-02-24,"23,279,594",0.90,5.720
600377.SH,600377,2021-02-24,"14,821,522",0.38,9.240
600378.SH,600378,2021-02-24,"4,751,984",1.33,20.460
600380.SH,600380,2021-02-24,"97,854,177",5.01,12.740
600381.SH,600381,2021-02-24,100,0.00,5.550
600382.SH,600382,2021-02-24,"2,366",0.00,6.200
600383.SH,600383,2021-02-24,"104,684,258",2.31,12.270
600386.SH,600386,2021-02-24,"497,355",0.06,3.380
600387.SH,600387,2021-02-24,"8,007,054",1.98,5.990
600388.SH,600388,2021-02-24,"11,264,584",1.05,8.790
600389.SH,600389,2021-02-24,50,0.00,21.090
600391.SH,600391,2021-02-24,"517,350",0.15,20.940
600392.SH,600392,2021-02-24,"38,991,926",2.22,23.260
600393.SH,600393,2021-02-24,"2,087,838",0.21,1.770
600395.SH,600395,2021-02-24,"27,034,844",1.63,7.450
600396.SH,600396,2021-02-24,"132,900",0.00,2.180
600397.SH,600397,2021-02-24,"489,383",0.04,2.470
600398.SH,600398,2021-02-24,"16,150,475",0.37,6.910
600399.SH,600399,2021-02-24,"54,637",0.00,14.390
600400.SH,600400,2021-02-24,"1,012,463",0.03,3.080
600403.SH,600403,2021-02-24,"62,059",0.00,3.570
600405.SH,600405,2021-02-24,"88,002",0.01,5.110
600406.SH,600406,2021-02-24,"587,861,705",12.82,28.790
600409.SH,600409,2021-02-24,"31,387,325",1.52,14.270
600410.SH,600410,2021-02-24,"1,173,683",0.10,7.400
600415.SH,600415,2021-02-24,"13,678,352",0.25,5.250
600416.SH,600416,2021-02-24,"358,882",0.03,19.400
600418.SH,600418,2021-02-24,"2,331,597",0.12,9.130
600420.SH,600420,2021-02-24,"6,645,611",0.64,8.790
600422.SH,600422,2021-02-24,"7,769,293",1.02,8.290
600425.SH,600425,2021-02-24,"34,473",0.00,3.760
600426.SH,600426,2021-02-24,"48,225,867",2.97,45.110
600428.SH,600428,2021-02-24,"850,949",0.03,4.060
600433.SH,600433,2021-02-24,"667,041",0.05,5.370
600435.SH,600435,2021-02-24,"1,076,895",0.07,8.110
600436.SH,600436,2021-02-24,"20,154,459",3.34,318.010
600438.SH,600438,2021-02-24,"220,640,197",5.14,47.230
600439.SH,600439,2021-02-24,"3,891,079",0.34,2.550
600446.SH,600446,2021-02-24,"18,299,268",2.13,15.890
600449.SH,600449,2021-02-24,"400,777",0.08,14.410
600452.SH,600452,2021-02-24,"3,452,366",0.78,16.200
600458.SH,600458,2021-02-24,"209,036",0.02,7.950
600459.SH,600459,2021-02-24,"4,492,227",1.02,24.000
600460.SH,600460,2021-02-24,"21,660,253",1.65,28.060
600466.SH,600466,2021-02-24,"36,697,513",1.20,4.630
600467.SH,600467,2021-02-24,"34,900",0.00,2.620
600468.SH,600468,2021-02-24,"666,079",0.05,4.170
600469.SH,600469,2021-02-24,300,0.00,5.120
600470.SH,600470,2021-02-24,100,0.00,4.380
600477.SH,600477,2021-02-24,"13,276,793",0.61,4.030
600478.SH,600478,2021-02-24,"21,935",0.00,3.960
600479.SH,600479,2021-02-24,"393,122",0.09,8.660
600480.SH,600480,2021-02-24,"584,532",0.07,8.090
600481.SH,600481,2021-02-24,"1,474,077",0.09,4.620
600482.SH,600482,2021-02-24,"1,668,403",0.19,17.470
600483.SH,600483,2021-02-24,"7,944,146",0.51,8.080
600485.SH,600485,2021-02-24,"628,734",0.03,1.390
600486.SH,600486,2021-02-24,"6,789,893",2.19,132.490
600487.SH,600487,2021-02-24,"41,088,296",2.15,13.020
600488.SH,600488,2021-02-24,"2,630",0.00,4.970
600489.SH,600489,2021-02-24,"89,133,722",2.43,9.980
600490.SH,600490,2021-02-24,"2,324,317",0.12,4.350
600491.SH,600491,2021-02-24,"11,184,269",0.73,5.270
600495.SH,600495,2021-02-24,"634,710",0.05,3.950
600496.SH,600496,2021-02-24,"1,356,225",0.08,5.520
600497.SH,600497,2021-02-24,"3,526,986",0.06,5.900
600498.SH,600498,2021-02-24,"23,598,339",2.08,19.510
600499.SH,600499,2021-02-24,"1,090,583",0.06,8.400
600500.SH,600500,2021-02-24,"6,666,356",0.24,5.320
600501.SH,600501,2021-02-24,"674,361",0.16,9.120
600502.SH,600502,2021-02-24,"11,224,923",0.65,3.740
600503.SH,600503,2021-02-24,"1,424,449",0.08,3.650
600507.SH,600507,2021-02-24,"166,591,211",7.72,7.440
600508.SH,600508,2021-02-24,100,0.00,9.040
600509.SH,600509,2021-02-24,"8,525",0.00,4.860
600510.SH,600510,2021-02-24,"2,723,378",0.26,6.560
600511.SH,600511,2021-02-24,"12,323,836",2.22,37.820
600513.SH,600513,2021-02-24,"48,781",0.01,8.550
600516.SH,600516,2021-02-24,"96,077,597",2.52,7.530
600517.SH,600517,2021-02-24,"1,166,824",0.06,5.910
600518.SH,600518,2021-02-24,"1,360,139",0.03,2.250
600519.SH,600519,2021-02-24,"99,547,302",7.92,2189.000
600521.SH,600521,2021-02-24,"21,747,145",1.49,29.050
600522.SH,600522,2021-02-24,"92,094,095",3.00,10.380
600523.SH,600523,2021-02-24,"9,280",0.00,14.330
600525.SH,600525,2021-02-24,"1,955,154",0.14,5.630
600526.SH,600526,2021-02-24,"1,343,592",0.24,4.190
600527.SH,600527,2021-02-24,"3,481,754",0.20,2.710
600528.SH,600528,2021-02-24,"1,643,875",0.07,8.750
600529.SH,600529,2021-02-24,"47,758,449",8.02,38.180
600531.SH,600531,2021-02-24,"12,537,808",1.15,6.800
600532.SH,600532,2021-02-24,"37,201",0.00,14.760
600535.SH,600535,2021-02-24,"2,555,528",0.16,14.120
600536.SH,600536,2021-02-24,"9,221,183",1.86,58.770
600537.SH,600537,2021-02-24,"626,291",0.05,4.190
600545.SH,600545,2021-02-24,"3,919,912",0.20,3.230
600546.SH,600546,2021-02-24,"12,098",0.00,6.860
600547.SH,600547,2021-02-24,"68,188,164",1.92,23.100
600548.SH,600548,2021-02-24,"6,250,760",0.43,8.540
600549.SH,600549,2021-02-24,"64,951,382",4.61,21.410
600551.SH,600551,2021-02-24,"247,978",0.04,6.990
600552.SH,600552,2021-02-24,"1,643,654",0.21,7.800
600556.SH,600556,2021-02-24,"2,452,264",0.70,12.400
600557.SH,600557,2021-02-24,"5,817,867",0.98,10.880
600559.SH,600559,2021-02-24,"15,816,094",1.80,21.890
600561.SH,600561,2021-02-24,"11,900",0.00,4.120
600562.SH,600562,2021-02-24,"2,939,802",0.44,14.800
600563.SH,600563,2021-02-24,"7,945,851",3.53,92.300
600565.SH,600565,2021-02-24,"29,484,512",1.22,2.520
600566.SH,600566,2021-02-24,"17,979,657",2.20,19.940
600567.SH,600567,2021-02-24,"170,278,081",3.70,4.050
600568.SH,600568,2021-02-24,"506,541",0.03,1.550
600570.SH,600570,2021-02-24,"84,920,684",8.13,93.200
600571.SH,600571,2021-02-24,"674,245",0.15,7.260
600572.SH,600572,2021-02-24,"10,753,952",0.40,4.430
600577.SH,600577,2021-02-24,"39,829,305",2.07,3.480
600578.SH,600578,2021-02-24,"4,743,956",0.07,2.890
600580.SH,600580,2021-02-24,"23,510,270",1.79,11.870
600582.SH,600582,2021-02-24,"180,967,599",4.37,3.160
600583.SH,600583,2021-02-24,"105,397,526",2.38,4.980
600584.SH,600584,2021-02-24,"13,133,583",0.96,40.950
600585.SH,600585,2021-02-24,"354,274,946",8.85,53.190
600586.SH,600586,2021-02-24,"1,377,329",0.09,6.870
600587.SH,600587,2021-02-24,"9,960,577",2.46,12.610
600588.SH,600588,2021-02-24,"133,137,327",4.09,39.160
600589.SH,600589,2021-02-24,101,0.00,3.000
600594.SH,600594,2021-02-24,"673,364",0.08,5.210
600596.SH,600596,2021-02-24,"7,755,230",1.10,12.320
600597.SH,600597,2021-02-24,"11,855,533",0.96,17.910
600598.SH,600598,2021-02-24,"28,140,734",1.58,16.590
600600.SH,600600,2021-02-24,"20,563,853",2.95,84.280
600601.SH,600601,2021-02-24,"1,715,472",0.07,3.590
600604.SH,600604,2021-02-24,"253,708",0.01,5.950
600606.SH,600606,2021-02-24,"248,080,847",2.03,5.470
600611.SH,600611,2021-02-24,"12,923,354",0.82,3.620
600612.SH,600612,2021-02-24,"2,920,642",0.92,51.200
600613.SH,600613,2021-02-24,"398,145",0.08,4.290
600614.SH,600614,2021-02-24,"749,936",0.04,0.740
600616.SH,600616,2021-02-24,"4,941",0.00,6.540
600617.SH,600617,2021-02-24,"133,104",0.01,3.900
600618.SH,600618,2021-02-24,"3,200",0.00,8.280
600620.SH,600620,2021-02-24,"6,095",0.00,6.400
600621.SH,600621,2021-02-24,"4,354,754",0.41,17.850
600622.SH,600622,2021-02-24,"11,861,082",0.79,3.270
600623.SH,600623,2021-02-24,"1,501,602",0.08,8.080
600624.SH,600624,2021-02-24,"106,136",0.01,7.200
600626.SH,600626,2021-02-24,"9,424,346",1.16,3.780
600628.SH,600628,2021-02-24,"331,057",0.05,8.120
600629.SH,600629,2021-02-24,41,0.00,7.000
600633.SH,600633,2021-02-24,"444,143",0.03,7.600
600634.SH,600634,2021-02-24,"7,096",0.00,0.820
600635.SH,600635,2021-02-24,"11,701,989",0.48,3.650
600636.SH,600636,2021-02-24,"42,878",0.00,11.810
600637.SH,600637,2021-02-24,"69,054,235",2.02,8.730
600638.SH,600638,2021-02-24,"379,117",0.05,5.770
600639.SH,600639,2021-02-24,"10,276,345",1.20,11.920
600640.SH,600640,2021-02-24,"34,045",0.00,11.130
600641.SH,600641,2021-02-24,"27,955,722",2.91,14.370
600642.SH,600642,2021-02-24,"69,969,328",1.53,5.220
600643.SH,600643,2021-02-24,"29,725,346",1.83,6.950
600645.SH,600645,2021-02-24,"350,101",0.08,18.890
600648.SH,600648,2021-02-24,"5,323,981",0.56,14.060
600649.SH,600649,2021-02-24,"2,553,380",0.10,4.960
600650.SH,600650,2021-02-24,"337,569",0.08,10.610
600651.SH,600651,2021-02-24,"67,298",0.00,3.410
600654.SH,600654,2021-02-24,"227,831",0.03,1.560
600655.SH,600655,2021-02-24,"59,685,097",3.71,10.270
600657.SH,600657,2021-02-24,"25,660,003",1.68,3.880
600658.SH,600658,2021-02-24,91,0.00,5.080
600660.SH,600660,2021-02-24,"161,537,456",8.06,49.130
600661.SH,600661,2021-02-24,"47,676",0.01,14.810
600662.SH,600662,2021-02-24,"513,013",0.04,8.300
600663.SH,600663,2021-02-24,"9,172,912",0.31,10.620
600664.SH,600664,2021-02-24,"5,183,875",0.20,2.730
600666.SH,600666,2021-02-24,"751,867",0.09,1.220
600667.SH,600667,2021-02-24,"65,249,553",3.09,9.210
600668.SH,600668,2021-02-24,"1,357,350",0.39,13.650
600673.SH,600673,2021-02-24,"48,863,474",1.98,5.090
600674.SH,600674,2021-02-24,"146,156,586",3.32,10.480
600675.SH,600675,2021-02-24,"28,824,076",1.28,3.400
600676.SH,600676,2021-02-24,"714,398",0.06,4.260
600677.SH,600677,2021-02-24,"4,800",0.00,3.010
600681.SH,600681,2021-02-24,"9,016,704",0.62,5.280
600682.SH,600682,2021-02-24,"11,937,058",1.02,10.000
600684.SH,600684,2021-02-24,"1,308,493",0.15,2.850
600685.SH,600685,2021-02-24,"4,742,445",0.57,27.210
600686.SH,600686,2021-02-24,"3,250",0.00,6.620
600687.SH,600687,2021-02-24,"7,834",0.00,0.300
600688.SH,600688,2021-02-24,"81,476,602",1.11,3.830
600690.SH,600690,2021-02-24,"506,457,717",8.02,30.000
600693.SH,600693,2021-02-24,"3,147,276",0.35,4.250
600694.SH,600694,2021-02-24,"6,172,554",2.10,19.260
600697.SH,600697,2021-02-24,"1,552",0.00,13.370
600699.SH,600699,2021-02-24,"122,043,570",9.86,22.400
600702.SH,600702,2021-02-24,"493,966",0.14,71.240
600703.SH,600703,2021-02-24,"130,483,280",3.19,29.190
600704.SH,600704,2021-02-24,"105,252,629",2.07,4.660
600705.SH,600705,2021-02-24,"121,486,147",1.36,4.120
600708.SH,600708,2021-02-24,"6,868,392",0.30,2.430
600711.SH,600711,2021-02-24,"31,853,353",1.31,8.920
600715.SH,600715,2021-02-24,2,0.00,2.190
600716.SH,600716,2021-02-24,"543,120",0.05,3.930
600717.SH,600717,2021-02-24,"1,694,742",0.07,4.690
600718.SH,600718,2021-02-24,"1,160,480",0.09,9.980
600720.SH,600720,2021-02-24,"20,171,229",2.59,14.920
600724.SH,600724,2021-02-24,"6,683",0.00,3.410
600728.SH,600728,2021-02-24,"15,984,798",0.92,6.870
600729.SH,600729,2021-02-24,"10,563,235",2.59,28.040
600730.SH,600730,2021-02-24,"159,935",0.02,4.210
600733.SH,600733,2021-02-24,"9,807,705",0.53,8.240
600736.SH,600736,2021-02-24,"2,284,203",0.19,4.380
600737.SH,600737,2021-02-24,"41,980,081",1.98,10.830
600738.SH,600738,2021-02-24,"1,622,624",0.21,7.040
600739.SH,600739,2021-02-24,"22,428,869",1.46,22.800
600740.SH,600740,2021-02-24,"16,658,478",1.72,6.680
600741.SH,600741,2021-02-24,"201,474,505",6.39,26.080
600742.SH,600742,2021-02-24,"15,536,275",2.32,9.490
600743.SH,600743,2021-02-24,"2,245,938",0.09,2.060
600745.SH,600745,2021-02-24,"29,365,668",3.39,107.580
600748.SH,600748,2021-02-24,"31,517,300",1.70,4.620
600750.SH,600750,2021-02-24,"4,290,942",0.68,10.670
600754.SH,600754,2021-02-24,"51,254,068",6.39,58.030
600755.SH,600755,2021-02-24,"18,588,359",1.00,6.520
600756.SH,600756,2021-02-24,"6,077,330",1.87,13.620
600757.SH,600757,2021-02-24,"199,981",0.01,5.220
600758.SH,600758,2021-02-24,"1,308",0.00,2.760
600759.SH,600759,2021-02-24,"96,960",0.00,2.000
600760.SH,600760,2021-02-24,"14,925,255",1.06,79.990
600761.SH,600761,2021-02-24,"1,545,084",0.20,14.910
600763.SH,600763,2021-02-24,"8,345,855",2.60,295.200
600764.SH,600764,2021-02-24,"1,303,681",0.26,28.110
600765.SH,600765,2021-02-24,"7,359,130",0.85,19.310
600770.SH,600770,2021-02-24,"51,975",0.00,5.240
600771.SH,600771,2021-02-24,197,0.00,18.390
600773.SH,600773,2021-02-24,"413,036",0.05,8.630
600775.SH,600775,2021-02-24,"4,354,445",0.64,6.660
600776.SH,600776,2021-02-24,"3,305,232",0.34,12.020
600777.SH,600777,2021-02-24,"81,803,751",1.31,1.530
600778.SH,600778,2021-02-24,"54,000",0.01,3.540
600779.SH,600779,2021-02-24,"31,020,497",6.35,74.330
600780.SH,600780,2021-02-24,"26,472",0.00,3.200
600781.SH,600781,2021-02-24,369,0.00,2.780
600782.SH,600782,2021-02-24,"241,136,436",7.56,4.460
600783.SH,600783,2021-02-24,"184,456",0.02,14.300
600784.SH,600784,2021-02-24,"17,188",0.00,5.490
600785.SH,600785,2021-02-24,401,0.00,10.920
600787.SH,600787,2021-02-24,"96,076,116",4.36,4.710
600790.SH,600790,2021-02-24,"669,512",0.04,3.160
600794.SH,600794,2021-02-24,"389,814",0.03,3.430
