symbol,code,date,shareholding,shareholding_percent,close
600122.SH,600122,2021-03-04,"1,942,303",0.16,1.220
600123.SH,600123,2021-03-04,"483,639",0.04,5.300
600125.SH,600125,2021-03-04,"35,294,713",2.70,5.330
600131.SH,600131,2021-03-04,"5,481,298",1.01,15.340
600132.SH,600132,2021-03-04,"34,500,536",7.12,109.070
600135.SH,600135,2021-03-04,"222,166",0.05,6.030
600136.SH,600136,2021-03-04,"1,077,373",0.22,6.190
600138.SH,600138,2021-03-04,"20,542,474",2.83,11.670
600141.SH,600141,2021-03-04,"18,495,760",2.16,14.130
600143.SH,600143,2021-03-04,"91,889,091",3.57,25.400
600150.SH,600150,2021-03-04,"10,244,364",0.62,15.630
600153.SH,600153,2021-03-04,"99,494,117",3.50,8.300
600155.SH,600155,2021-03-04,"7,362,089",0.42,10.820
600157.SH,600157,2021-03-04,"2,574,742",0.01,1.410
600158.SH,600158,2021-03-04,"193,381",0.02,11.710
600160.SH,600160,2021-03-04,"75,237,891",2.78,8.450
600161.SH,600161,2021-03-04,"20,144,407",1.60,34.930
600162.SH,600162,2021-03-04,"13,719,507",0.40,1.840
600166.SH,600166,2021-03-04,"2,978,401",0.04,3.640
600167.SH,600167,2021-03-04,"17,801,363",0.77,10.730
600168.SH,600168,2021-03-04,"94,720",0.01,6.700
600169.SH,600169,2021-03-04,"2,616,502",0.10,2.370
600170.SH,600170,2021-03-04,"189,166,175",2.12,3.000
600171.SH,600171,2021-03-04,"5,937,590",0.84,14.970
600172.SH,600172,2021-03-04,"1,187,929",0.09,3.210
600173.SH,600173,2021-03-04,"689,582",0.09,4.500
600176.SH,600176,2021-03-04,"276,942,689",7.90,21.500
600177.SH,600177,2021-03-04,"80,745,132",1.74,8.180
600179.SH,600179,2021-03-04,"327,041",0.00,3.940
600180.SH,600180,2021-03-04,"34,408,287",3.38,5.280
600183.SH,600183,2021-03-04,"111,473,874",4.86,25.300
600185.SH,600185,2021-03-04,"93,198,349",4.52,6.130
600188.SH,600188,2021-03-04,"89,009,960",3.00,12.710
600190.SH,600190,2021-03-04,"268,304",0.01,2.920
600195.SH,600195,2021-03-04,"210,694",0.02,14.240
600196.SH,600196,2021-03-04,"33,341,169",1.65,42.700
600197.SH,600197,2021-03-04,"626,615",0.13,19.380
600200.SH,600200,2021-03-04,"2,962,457",0.41,4.930
600201.SH,600201,2021-03-04,"211,806,172",18.91,21.720
600206.SH,600206,2021-03-04,"5,128,677",0.60,13.100
600208.SH,600208,2021-03-04,"115,515,319",1.34,3.120
600210.SH,600210,2021-03-04,"44,664,606",2.94,4.820
600211.SH,600211,2021-03-04,"1,065,670",0.42,50.570
600216.SH,600216,2021-03-04,"14,775,232",1.53,14.870
600219.SH,600219,2021-03-04,"348,739,903",2.91,3.760
600221.SH,600221,2021-03-04,"37,194,645",0.22,1.450
600223.SH,600223,2021-03-04,"3,266,550",0.32,12.500
600226.SH,600226,2021-03-04,"527,052",0.02,2.180
600230.SH,600230,2021-03-04,"8,012",0.00,13.730
600231.SH,600231,2021-03-04,"619,386",0.02,2.560
600233.SH,600233,2021-03-04,"51,242,437",1.62,11.410
600236.SH,600236,2021-03-04,"25,169,291",0.31,4.730
600238.SH,600238,2021-03-04,400,0.00,8.150
600239.SH,600239,2021-03-04,"1,086,781",0.06,2.320
600248.SH,600248,2021-03-04,"2,651",0.00,4.010
600251.SH,600251,2021-03-04,"55,423",0.00,6.940
600252.SH,600252,2021-03-04,"23,246,771",0.66,2.870
600255.SH,600255,2021-03-04,"574,897",0.03,2.400
600256.SH,600256,2021-03-04,"141,399,502",2.09,2.810
600257.SH,600257,2021-03-04,"284,737",0.05,5.070
600258.SH,600258,2021-03-04,"78,663,693",8.03,24.780
600259.SH,600259,2021-03-04,"306,600",0.10,47.910
600260.SH,600260,2021-03-04,"27,647,329",2.84,9.090
600261.SH,600261,2021-03-04,"22,906,451",1.57,3.880
600266.SH,600266,2021-03-04,"1,747,185",0.07,4.750
600267.SH,600267,2021-03-04,"720,825",0.07,16.390
600268.SH,600268,2021-03-04,"20,400",0.00,6.780
600269.SH,600269,2021-03-04,"1,575,494",0.06,3.430
600271.SH,600271,2021-03-04,"9,516,956",0.51,11.470
600273.SH,600273,2021-03-04,"27,859,708",1.94,9.090
600276.SH,600276,2021-03-04,"660,633,721",12.45,100.500
600277.SH,600277,2021-03-04,"7,429,391",0.27,3.210
600278.SH,600278,2021-03-04,"7,294",0.00,8.880
600280.SH,600280,2021-03-04,"117,881",0.01,3.090
600282.SH,600282,2021-03-04,"233,416,440",5.24,3.730
600284.SH,600284,2021-03-04,"7,512,492",0.77,5.930
600285.SH,600285,2021-03-04,"13,596,962",2.39,8.900
600289.SH,600289,2021-03-04,"69,611",0.01,3.750
600290.SH,600290,2021-03-04,200,0.00,3.010
600291.SH,600291,2021-03-04,"531,588",0.04,3.550
600292.SH,600292,2021-03-04,"829,738",0.10,8.110
600295.SH,600295,2021-03-04,"10,454,055",1.60,23.190
600297.SH,600297,2021-03-04,"38,156,968",0.47,2.610
600298.SH,600298,2021-03-04,"93,070,952",11.29,53.010
600299.SH,600299,2021-03-04,"7,416,508",0.27,13.580
600300.SH,600300,2021-03-04,"1,058,781",0.06,3.900
600305.SH,600305,2021-03-04,"48,488,755",4.83,20.120
600307.SH,600307,2021-03-04,"1,564,608",0.02,1.710
600309.SH,600309,2021-03-04,"164,186,785",11.53,114.320
600310.SH,600310,2021-03-04,"1,538,906",0.18,4.050
600312.SH,600312,2021-03-04,"11,226,325",0.82,6.670
600315.SH,600315,2021-03-04,"30,790,102",4.58,46.170
600316.SH,600316,2021-03-04,"260,546",0.03,44.150
600318.SH,600318,2021-03-04,"13,468",0.00,8.330
600321.SH,600321,2021-03-04,"134,400",0.00,2.080
600323.SH,600323,2021-03-04,"6,975,378",0.90,26.700
600325.SH,600325,2021-03-04,"42,930,237",2.03,6.240
600326.SH,600326,2021-03-04,"16,071,340",1.74,7.150
600327.SH,600327,2021-03-04,"311,261",0.03,4.010
600329.SH,600329,2021-03-04,"14,551,214",2.57,17.510
600332.SH,600332,2021-03-04,"17,566,423",1.24,29.460
600333.SH,600333,2021-03-04,"5,800",0.00,4.990
600335.SH,600335,2021-03-04,"2,133,968",0.20,4.930
600337.SH,600337,2021-03-04,"14,245,101",0.87,5.620
600338.SH,600338,2021-03-04,"15,834,998",1.73,10.670
600340.SH,600340,2021-03-04,"88,849,867",2.28,7.640
600343.SH,600343,2021-03-04,"535,571",0.08,11.210
600345.SH,600345,2021-03-04,"49,492",0.02,14.730
600346.SH,600346,2021-03-04,"138,818,385",1.97,35.890
600348.SH,600348,2021-03-04,"54,179,432",2.25,5.120
600350.SH,600350,2021-03-04,"24,584,695",0.51,6.360
600351.SH,600351,2021-03-04,"797,272",0.10,4.840
600352.SH,600352,2021-03-04,"86,476,826",2.65,16.140
600353.SH,600353,2021-03-04,"2,000",0.00,4.780
600362.SH,600362,2021-03-04,"43,971,840",2.11,25.500
600363.SH,600363,2021-03-04,"3,681,986",0.83,24.100
600366.SH,600366,2021-03-04,"7,741,769",0.78,8.010
600368.SH,600368,2021-03-04,"25,250,853",2.24,3.520
600369.SH,600369,2021-03-04,"57,287,179",1.01,4.730
600372.SH,600372,2021-03-04,"22,228,924",1.15,17.500
600373.SH,600373,2021-03-04,"59,097,544",4.36,10.010
600375.SH,600375,2021-03-04,"74,101",0.01,7.590
600376.SH,600376,2021-03-04,"23,305,270",0.90,5.590
600377.SH,600377,2021-03-04,"14,396,030",0.37,9.160
600378.SH,600378,2021-03-04,"6,065,828",1.70,24.100
600380.SH,600380,2021-03-04,"94,193,912",4.82,12.840
600381.SH,600381,2021-03-04,100,0.00,6.700
600382.SH,600382,2021-03-04,"2,366",0.00,6.220
600383.SH,600383,2021-03-04,"104,711,082",2.31,12.650
600386.SH,600386,2021-03-04,"497,355",0.06,3.410
600387.SH,600387,2021-03-04,"8,877,352",2.19,6.140
600388.SH,600388,2021-03-04,"9,658,786",0.90,9.300
600389.SH,600389,2021-03-04,50,0.00,21.250
600391.SH,600391,2021-03-04,"517,350",0.15,20.580
600392.SH,600392,2021-03-04,"38,250,701",2.17,23.700
600393.SH,600393,2021-03-04,"2,087,838",0.21,1.810
600395.SH,600395,2021-03-04,"25,721,553",1.55,7.780
600396.SH,600396,2021-03-04,"132,900",0.00,2.300
600397.SH,600397,2021-03-04,"489,383",0.04,2.640
600398.SH,600398,2021-03-04,"16,079,687",0.37,7.000
600399.SH,600399,2021-03-04,"54,637",0.00,13.550
600400.SH,600400,2021-03-04,"1,012,463",0.03,3.120
600403.SH,600403,2021-03-04,"62,059",0.00,3.720
600405.SH,600405,2021-03-04,"88,002",0.01,5.290
600406.SH,600406,2021-03-04,"607,281,609",13.24,28.440
600409.SH,600409,2021-03-04,"32,855,488",1.59,11.830
600410.SH,600410,2021-03-04,"1,173,583",0.10,7.560
600415.SH,600415,2021-03-04,"13,485,488",0.24,5.130
600416.SH,600416,2021-03-04,"358,882",0.03,19.550
600418.SH,600418,2021-03-04,"2,328,697",0.12,8.610
600420.SH,600420,2021-03-04,"6,814,202",0.66,8.750
600422.SH,600422,2021-03-04,"5,149,148",0.67,8.150
600425.SH,600425,2021-03-04,"34,473",0.00,3.940
600426.SH,600426,2021-03-04,"47,909,507",2.95,38.600
600428.SH,600428,2021-03-04,"850,449",0.03,3.930
600433.SH,600433,2021-03-04,"667,041",0.05,5.900
600435.SH,600435,2021-03-04,"1,056,895",0.07,8.140
600436.SH,600436,2021-03-04,"21,564,250",3.57,282.700
600438.SH,600438,2021-03-04,"214,811,668",5.00,38.790
600439.SH,600439,2021-03-04,"3,891,079",0.34,2.530
600446.SH,600446,2021-03-04,"17,910,467",2.09,15.530
600449.SH,600449,2021-03-04,"400,777",0.08,15.050
600452.SH,600452,2021-03-04,"4,199,370",0.95,18.110
600458.SH,600458,2021-03-04,"209,036",0.02,7.950
600459.SH,600459,2021-03-04,"2,791,325",0.63,22.690
600460.SH,600460,2021-03-04,"20,961,824",1.59,27.500
600466.SH,600466,2021-03-04,"33,109,017",1.09,4.420
600467.SH,600467,2021-03-04,"34,900",0.00,2.670
600468.SH,600468,2021-03-04,"666,079",0.05,4.180
600469.SH,600469,2021-03-04,300,0.00,5.430
600470.SH,600470,2021-03-04,100,0.00,4.760
600477.SH,600477,2021-03-04,"16,815,976",0.78,4.170
600478.SH,600478,2021-03-04,"21,935",0.00,4.130
600479.SH,600479,2021-03-04,"393,122",0.09,8.670
600480.SH,600480,2021-03-04,"584,532",0.07,8.130
600481.SH,600481,2021-03-04,"1,474,077",0.09,4.800
600482.SH,600482,2021-03-04,"1,656,603",0.19,17.300
600483.SH,600483,2021-03-04,"8,339,328",0.53,9.210
600485.SH,600485,2021-03-04,"628,734",0.03,1.390
600486.SH,600486,2021-03-04,"6,971,813",2.24,126.880
600487.SH,600487,2021-03-04,"45,303,406",2.37,12.960
600488.SH,600488,2021-03-04,"2,630",0.00,4.960
600489.SH,600489,2021-03-04,"86,800,884",2.37,8.940
600490.SH,600490,2021-03-04,"2,324,317",0.11,4.150
600491.SH,600491,2021-03-04,"12,342,936",0.80,5.270
600495.SH,600495,2021-03-04,"632,830",0.05,3.930
600496.SH,600496,2021-03-04,"1,356,225",0.07,5.430
600497.SH,600497,2021-03-04,"3,277,886",0.06,5.300
600498.SH,600498,2021-03-04,"22,871,930",2.02,19.070
600499.SH,600499,2021-03-04,"1,090,583",0.06,9.140
600500.SH,600500,2021-03-04,"6,384,726",0.23,5.220
600501.SH,600501,2021-03-04,"674,361",0.16,9.170
600502.SH,600502,2021-03-04,"11,178,615",0.64,3.840
600503.SH,600503,2021-03-04,"1,424,449",0.08,3.790
600507.SH,600507,2021-03-04,"193,951,008",8.99,8.510
600508.SH,600508,2021-03-04,100,0.00,9.310
600509.SH,600509,2021-03-04,"8,525",0.00,5.020
600510.SH,600510,2021-03-04,"1,894,387",0.18,6.570
600511.SH,600511,2021-03-04,"12,249,023",2.21,36.920
600513.SH,600513,2021-03-04,"48,781",0.01,8.720
600516.SH,600516,2021-03-04,"229,560,139",6.03,9.010
600517.SH,600517,2021-03-04,"1,166,824",0.06,6.880
600518.SH,600518,2021-03-04,"1,360,139",0.03,2.140
600519.SH,600519,2021-03-04,"98,024,111",7.80,2033.000
600521.SH,600521,2021-03-04,"21,389,030",1.47,27.910
600522.SH,600522,2021-03-04,"139,733,405",4.55,11.460
600523.SH,600523,2021-03-04,"9,280",0.00,15.250
600525.SH,600525,2021-03-04,"1,955,154",0.14,5.560
600526.SH,600526,2021-03-04,"1,343,592",0.24,4.510
600527.SH,600527,2021-03-04,"3,481,754",0.20,2.710
600528.SH,600528,2021-03-04,"1,640,975",0.07,8.950
600529.SH,600529,2021-03-04,"49,196,027",8.26,41.950
600531.SH,600531,2021-03-04,"7,879,171",0.72,6.060
600532.SH,600532,2021-03-04,"37,201",0.00,14.910
600535.SH,600535,2021-03-04,"2,512,391",0.16,13.900
600536.SH,600536,2021-03-04,"9,577,767",1.93,57.000
600537.SH,600537,2021-03-04,"626,291",0.05,4.060
600545.SH,600545,2021-03-04,"3,919,912",0.20,3.360
600546.SH,600546,2021-03-04,"12,098",0.00,6.920
600547.SH,600547,2021-03-04,"66,918,775",1.89,22.280
600548.SH,600548,2021-03-04,"6,368,330",0.44,8.530
600549.SH,600549,2021-03-04,"43,566,736",3.09,21.430
600551.SH,600551,2021-03-04,"247,978",0.04,6.990
600552.SH,600552,2021-03-04,"1,643,654",0.21,7.830
600556.SH,600556,2021-03-04,"1,506,986",0.43,12.320
600557.SH,600557,2021-03-04,"5,199,286",0.87,10.390
600559.SH,600559,2021-03-04,"12,888,102",1.47,20.720
600561.SH,600561,2021-03-04,"11,900",0.00,4.080
600562.SH,600562,2021-03-04,"2,686,595",0.40,14.740
600563.SH,600563,2021-03-04,"9,097,970",4.04,95.220
600565.SH,600565,2021-03-04,"31,129,804",1.29,2.550
600566.SH,600566,2021-03-04,"17,997,386",2.20,20.490
600567.SH,600567,2021-03-04,"186,987,541",4.06,3.620
600568.SH,600568,2021-03-04,"504,541",0.03,1.620
600570.SH,600570,2021-03-04,"78,662,257",7.53,87.970
600571.SH,600571,2021-03-04,"673,245",0.15,7.330
600572.SH,600572,2021-03-04,"10,215,931",0.38,4.260
600577.SH,600577,2021-03-04,"44,148,952",2.29,3.730
600578.SH,600578,2021-03-04,"4,743,956",0.07,2.940
600580.SH,600580,2021-03-04,"19,839,463",1.51,12.040
600582.SH,600582,2021-03-04,"184,993,727",4.46,3.390
600583.SH,600583,2021-03-04,"109,077,540",2.46,4.880
600584.SH,600584,2021-03-04,"13,965,069",1.02,40.530
600585.SH,600585,2021-03-04,"349,728,170",8.74,53.280
600586.SH,600586,2021-03-04,"1,377,329",0.09,7.340
600587.SH,600587,2021-03-04,"8,728,674",2.16,13.190
600588.SH,600588,2021-03-04,"120,595,892",3.70,33.830
600589.SH,600589,2021-03-04,101,0.00,3.100
600594.SH,600594,2021-03-04,"673,364",0.08,5.180
600596.SH,600596,2021-03-04,"6,978,875",0.99,13.780
600597.SH,600597,2021-03-04,"12,068,849",0.98,17.710
600598.SH,600598,2021-03-04,"27,891,962",1.56,16.700
600600.SH,600600,2021-03-04,"20,918,232",3.00,75.970
600601.SH,600601,2021-03-04,"1,715,472",0.07,3.460
600604.SH,600604,2021-03-04,"253,708",0.01,6.070
600606.SH,600606,2021-03-04,"246,848,823",2.02,5.620
600611.SH,600611,2021-03-04,"12,189,745",0.77,3.680
600612.SH,600612,2021-03-04,"2,091,948",0.65,54.620
600613.SH,600613,2021-03-04,"398,145",0.08,4.370
600614.SH,600614,2021-03-04,"749,936",0.04,0.740
600616.SH,600616,2021-03-04,"4,941",0.00,6.200
600617.SH,600617,2021-03-04,"133,104",0.01,4.010
600618.SH,600618,2021-03-04,"3,200",0.00,8.030
600620.SH,600620,2021-03-04,"6,095",0.00,6.380
600621.SH,600621,2021-03-04,"3,870,869",0.36,17.430
600622.SH,600622,2021-03-04,"12,392,890",0.82,3.260
600623.SH,600623,2021-03-04,"1,498,442",0.08,8.360
600624.SH,600624,2021-03-04,"106,136",0.01,7.100
600626.SH,600626,2021-03-04,"11,429,101",1.41,3.830
600628.SH,600628,2021-03-04,"331,057",0.05,8.330
600629.SH,600629,2021-03-04,41,0.00,7.080
600633.SH,600633,2021-03-04,"443,443",0.03,7.800
600634.SH,600634,2021-03-04,"7,096",0.00,0.820
600635.SH,600635,2021-03-04,"12,601,331",0.52,3.680
600636.SH,600636,2021-03-04,"42,878",0.00,11.620
600637.SH,600637,2021-03-04,"66,670,540",1.95,9.160
600638.SH,600638,2021-03-04,"379,117",0.05,5.790
600639.SH,600639,2021-03-04,"10,857,166",1.27,12.220
600640.SH,600640,2021-03-04,"34,045",0.00,10.780
600641.SH,600641,2021-03-04,"26,518,354",2.76,14.200
600642.SH,600642,2021-03-04,"70,618,784",1.55,5.360
600643.SH,600643,2021-03-04,"29,878,155",1.84,7.030
600645.SH,600645,2021-03-04,"350,101",0.08,17.940
600648.SH,600648,2021-03-04,"5,665,613",0.60,13.930
600649.SH,600649,2021-03-04,"2,553,380",0.10,4.840
600650.SH,600650,2021-03-04,"334,569",0.08,10.500
600651.SH,600651,2021-03-04,"67,298",0.00,3.410
600654.SH,600654,2021-03-04,"227,831",0.03,1.600
600655.SH,600655,2021-03-04,"59,028,400",3.67,10.030
600657.SH,600657,2021-03-04,"25,442,571",1.66,3.970
600658.SH,600658,2021-03-04,91,0.00,5.070
600660.SH,600660,2021-03-04,"166,869,794",8.33,49.300
600661.SH,600661,2021-03-04,"47,676",0.01,14.740
600662.SH,600662,2021-03-04,"513,013",0.04,8.680
600663.SH,600663,2021-03-04,"9,158,541",0.31,10.530
600664.SH,600664,2021-03-04,"5,183,875",0.20,2.740
600666.SH,600666,2021-03-04,"750,907",0.09,1.250
600667.SH,600667,2021-03-04,"68,121,085",3.23,9.200
600668.SH,600668,2021-03-04,"813,562",0.23,13.780
600673.SH,600673,2021-03-04,"50,972,049",2.07,5.200
600674.SH,600674,2021-03-04,"147,940,322",3.36,11.100
600675.SH,600675,2021-03-04,"27,974,786",1.24,3.370
600676.SH,600676,2021-03-04,"714,398",0.06,4.370
600677.SH,600677,2021-03-04,"4,800",0.00,3.010
600681.SH,600681,2021-03-04,"9,399,584",0.65,5.340
600682.SH,600682,2021-03-04,"11,612,775",0.99,9.890
600684.SH,600684,2021-03-04,"1,308,493",0.15,2.820
600685.SH,600685,2021-03-04,"3,344,467",0.40,26.170
600686.SH,600686,2021-03-04,"3,250",0.00,6.570
600688.SH,600688,2021-03-04,"83,390,958",1.13,3.640
600690.SH,600690,2021-03-04,"498,044,044",7.89,28.290
600693.SH,600693,2021-03-04,"2,952,265",0.32,4.190
600694.SH,600694,2021-03-04,"5,940,646",2.02,19.430
600697.SH,600697,2021-03-04,"1,552",0.00,13.420
600699.SH,600699,2021-03-04,"121,474,514",9.81,21.710
600702.SH,600702,2021-03-04,"493,966",0.14,63.560
600703.SH,600703,2021-03-04,"119,785,529",2.93,29.970
600704.SH,600704,2021-03-04,"111,753,903",2.20,4.740
600705.SH,600705,2021-03-04,"122,409,233",1.37,4.140
600708.SH,600708,2021-03-04,"6,868,392",0.30,2.470
600711.SH,600711,2021-03-04,"18,073,566",0.74,7.620
600715.SH,600715,2021-03-04,2,0.00,2.190
600716.SH,600716,2021-03-04,"543,120",0.05,4.050
600717.SH,600717,2021-03-04,"1,694,742",0.07,4.740
600718.SH,600718,2021-03-04,"1,160,480",0.09,9.710
600720.SH,600720,2021-03-04,"17,821,937",2.29,15.070
600724.SH,600724,2021-03-04,"6,683",0.00,3.420
600728.SH,600728,2021-03-04,"14,408,255",0.83,6.900
600729.SH,600729,2021-03-04,"10,132,596",2.49,29.070
600730.SH,600730,2021-03-04,"159,935",0.02,4.240
600733.SH,600733,2021-03-04,"8,737,911",0.47,9.110
600736.SH,600736,2021-03-04,"2,283,603",0.19,4.460
600737.SH,600737,2021-03-04,"38,083,540",1.80,10.430
600738.SH,600738,2021-03-04,"2,815,157",0.38,6.810
600739.SH,600739,2021-03-04,"21,415,839",1.39,21.500
600740.SH,600740,2021-03-04,"40,862,599",4.24,7.550
600741.SH,600741,2021-03-04,"196,506,842",6.23,24.670
600742.SH,600742,2021-03-04,"13,612,650",2.03,9.690
600743.SH,600743,2021-03-04,"2,245,938",0.09,2.100
600745.SH,600745,2021-03-04,"28,370,497",3.28,104.900
600748.SH,600748,2021-03-04,"29,422,696",1.59,4.670
600750.SH,600750,2021-03-04,"3,094,231",0.49,10.610
600754.SH,600754,2021-03-04,"52,177,427",6.50,49.890
600755.SH,600755,2021-03-04,"15,018,246",0.81,6.530
600756.SH,600756,2021-03-04,"6,050,986",1.86,13.310
600757.SH,600757,2021-03-04,"199,981",0.01,5.240
600758.SH,600758,2021-03-04,"1,308",0.00,2.920
600759.SH,600759,2021-03-04,"96,960",0.00,2.010
600760.SH,600760,2021-03-04,"14,068,226",1.00,80.900
600761.SH,600761,2021-03-04,"1,545,084",0.20,15.940
600763.SH,600763,2021-03-04,"10,197,700",3.18,231.920
600764.SH,600764,2021-03-04,"1,527,128",0.30,29.550
600765.SH,600765,2021-03-04,"5,643,957",0.65,18.730
600770.SH,600770,2021-03-04,"51,975",0.00,5.260
600771.SH,600771,2021-03-04,197,0.00,17.150
600773.SH,600773,2021-03-04,"413,036",0.05,9.080
600775.SH,600775,2021-03-04,"4,468,845",0.66,6.550
600776.SH,600776,2021-03-04,"3,499,968",0.36,13.290
600777.SH,600777,2021-03-04,"86,043,731",1.38,1.590
600778.SH,600778,2021-03-04,"54,000",0.01,3.710
600779.SH,600779,2021-03-04,"31,129,197",6.37,66.860
600780.SH,600780,2021-03-04,"26,472",0.00,3.290
600781.SH,600781,2021-03-04,369,0.00,2.890
600782.SH,600782,2021-03-04,"232,447,353",7.28,5.570
600783.SH,600783,2021-03-04,"184,456",0.02,13.710
600784.SH,600784,2021-03-04,"17,188",0.00,5.630
600785.SH,600785,2021-03-04,401,0.00,11.080
600787.SH,600787,2021-03-04,"100,977,154",4.59,4.840
600790.SH,600790,2021-03-04,"669,512",0.04,3.180
600794.SH,600794,2021-03-04,"389,814",0.03,3.600
600795.SH,600795,2021-03-04,"75,488,084",0.38,2.170
600797.SH,600797,2021-03-04,"7,500",0.00,6.500
