symbol,code,date,shareholding,shareholding_percent
600673.SH,600673,2021-02-08,"41,991,592",1.70
600674.SH,600674,2021-02-08,"149,828,759",3.40
600675.SH,600675,2021-02-08,"27,346,014",1.22
600676.SH,600676,2021-02-08,"714,398",0.06
600677.SH,600677,2021-02-08,"16,200",0.00
600681.SH,600681,2021-02-08,"7,864,968",0.54
600682.SH,600682,2021-02-08,"11,109,263",0.95
600684.SH,600684,2021-02-08,"1,308,493",0.15
600685.SH,600685,2021-02-08,"4,593,037",0.55
600686.SH,600686,2021-02-08,"3,250",0.00
600687.SH,600687,2021-02-08,"229,774",0.01
600688.SH,600688,2021-02-08,"77,751,692",1.06
600690.SH,600690,2021-02-08,"488,798,189",7.74
600693.SH,600693,2021-02-08,"3,147,276",0.35
600694.SH,600694,2021-02-08,"6,359,265",2.16
600697.SH,600697,2021-02-08,"1,552",0.00
600699.SH,600699,2021-02-08,"122,854,703",9.92
600702.SH,600702,2021-02-08,"493,966",0.14
600703.SH,600703,2021-02-08,"149,194,448",3.65
600704.SH,600704,2021-02-08,"100,050,130",1.97
600705.SH,600705,2021-02-08,"133,838,068",1.50
600708.SH,600708,2021-02-08,"6,876,784",0.30
600711.SH,600711,2021-02-08,"40,066,306",1.65
600715.SH,600715,2021-02-08,2,0.00
600716.SH,600716,2021-02-08,"543,120",0.05
600717.SH,600717,2021-02-08,"1,694,742",0.07
600718.SH,600718,2021-02-08,"1,160,580",0.09
600720.SH,600720,2021-02-08,"19,736,522",2.54
600724.SH,600724,2021-02-08,"6,683",0.00
600728.SH,600728,2021-02-08,"11,593,082",0.67
600729.SH,600729,2021-02-08,"9,913,595",2.43
600730.SH,600730,2021-02-08,"159,935",0.02
600733.SH,600733,2021-02-08,"12,343,454",0.67
600736.SH,600736,2021-02-08,"2,284,203",0.19
600737.SH,600737,2021-02-08,"12,625,440",0.59
600738.SH,600738,2021-02-08,"2,222,209",0.30
600739.SH,600739,2021-02-08,"25,957,053",1.69
600740.SH,600740,2021-02-08,"9,287,007",0.96
600741.SH,600741,2021-02-08,"200,914,575",6.37
600742.SH,600742,2021-02-08,"12,983,404",1.94
600743.SH,600743,2021-02-08,"2,245,938",0.09
600745.SH,600745,2021-02-08,"27,443,147",3.17
600748.SH,600748,2021-02-08,"29,482,823",1.59
600750.SH,600750,2021-02-08,"3,289,887",0.52
600754.SH,600754,2021-02-08,"52,864,053",6.59
600755.SH,600755,2021-02-08,"14,220,623",0.76
600756.SH,600756,2021-02-08,"5,595,452",1.72
600757.SH,600757,2021-02-08,"199,981",0.01
600758.SH,600758,2021-02-08,"1,308",0.00
600759.SH,600759,2021-02-08,"96,960",0.00
600760.SH,600760,2021-02-08,"16,803,646",1.20
600761.SH,600761,2021-02-08,"1,545,084",0.20
600763.SH,600763,2021-02-08,"7,933,690",2.47
600764.SH,600764,2021-02-08,"1,501,378",0.35
600765.SH,600765,2021-02-08,"15,536,626",1.81
600770.SH,600770,2021-02-08,"53,975",0.00
600771.SH,600771,2021-02-08,197,0.00
600773.SH,600773,2021-02-08,"413,036",0.05
600775.SH,600775,2021-02-08,"3,869,545",0.57
600776.SH,600776,2021-02-08,"2,770,801",0.28
600777.SH,600777,2021-02-08,"60,842,961",0.97
600778.SH,600778,2021-02-08,"54,000",0.01
600779.SH,600779,2021-02-08,"31,124,313",6.37
600780.SH,600780,2021-02-08,"26,472",0.00
600781.SH,600781,2021-02-08,369,0.00
600782.SH,600782,2021-02-08,"240,986,036",7.55
600783.SH,600783,2021-02-08,"184,456",0.02
600784.SH,600784,2021-02-08,"17,188",0.00
600785.SH,600785,2021-02-08,401,0.00
600787.SH,600787,2021-02-08,"90,655,484",4.12
600790.SH,600790,2021-02-08,"669,512",0.04
600794.SH,600794,2021-02-08,"389,814",0.03
600795.SH,600795,2021-02-08,"83,190,166",0.42
600797.SH,600797,2021-02-08,"7,500",0.00
600801.SH,600801,2021-02-08,"99,616,935",7.31
600802.SH,600802,2021-02-08,"1,341,207",0.29
600803.SH,600803,2021-02-08,"89,822,456",7.30
600804.SH,600804,2021-02-08,"13,095,039",0.91
600805.SH,600805,2021-02-08,"527,729",0.06
600807.SH,600807,2021-02-08,"65,133",0.00
600808.SH,600808,2021-02-08,"84,455,821",1.41
600809.SH,600809,2021-02-08,"26,295,875",3.03
600811.SH,600811,2021-02-08,"21,912,390",0.58
600814.SH,600814,2021-02-08,"626,203",0.08
600816.SH,600816,2021-02-08,"500,487",0.00
600818.SH,600818,2021-02-08,"218,722",0.09
600820.SH,600820,2021-02-08,"47,538,001",1.51
600823.SH,600823,2021-02-08,"77,336,363",2.06
600824.SH,600824,2021-02-08,"118,051",0.01
600825.SH,600825,2021-02-08,"872,226",0.08
600826.SH,600826,2021-02-08,"3,245,261",0.77
600827.SH,600827,2021-02-08,"18,493,307",1.15
600828.SH,600828,2021-02-08,"6,804,117",0.39
600829.SH,600829,2021-02-08,"77,414",0.01
600830.SH,600830,2021-02-08,"370,114",0.08
600831.SH,600831,2021-02-08,"475,501",0.06
600833.SH,600833,2021-02-08,"23,600",0.01
600835.SH,600835,2021-02-08,"78,791,756",9.76
600837.SH,600837,2021-02-08,"133,300,687",1.57
600838.SH,600838,2021-02-08,"280,770",0.07
600839.SH,600839,2021-02-08,"1,457,327",0.03
600845.SH,600845,2021-02-08,"32,085,593",3.82
600846.SH,600846,2021-02-08,"3,822,980",0.61
600848.SH,600848,2021-02-08,"14,704,121",1.21
600850.SH,600850,2021-02-08,"2,767,053",0.64
600856.SH,600856,2021-02-08,"1,717,956",0.12
600858.SH,600858,2021-02-08,"92,332",0.01
600859.SH,600859,2021-02-08,"12,989,263",1.67
600860.SH,600860,2021-02-08,"493,175",0.15
600862.SH,600862,2021-02-08,"14,895,248",1.06
600863.SH,600863,2021-02-08,"33,271,796",0.57
600864.SH,600864,2021-02-08,"24,347",0.00
600867.SH,600867,2021-02-08,"114,530,189",5.65
600869.SH,600869,2021-02-08,"1,045,378",0.04
600871.SH,600871,2021-02-08,"19,218,502",0.14
600872.SH,600872,2021-02-08,"97,877,083",12.28
600873.SH,600873,2021-02-08,"521,775",0.01
600874.SH,600874,2021-02-08,"8,282,254",0.76
600875.SH,600875,2021-02-08,"38,320,197",1.91
600876.SH,600876,2021-02-08,"1,242,430",0.44
600879.SH,600879,2021-02-08,"27,275,720",1.00
600880.SH,600880,2021-02-08,"431,226",0.03
600881.SH,600881,2021-02-08,"4,318,562",0.13
600884.SH,600884,2021-02-08,"3,412,459",0.20
600885.SH,600885,2021-02-08,"126,822,190",17.02
600886.SH,600886,2021-02-08,"163,047,791",2.34
600887.SH,600887,2021-02-08,"736,261,771",12.41
600888.SH,600888,2021-02-08,"659,080",0.07
600891.SH,600891,2021-02-08,"6,194",0.00
600893.SH,600893,2021-02-08,"36,501,045",1.73
600894.SH,600894,2021-02-08,"28,804",0.00
600895.SH,600895,2021-02-08,"15,371,407",0.99
600897.SH,600897,2021-02-08,"4,112,318",1.38
600900.SH,600900,2021-02-08,"1,324,584,815",5.82
600901.SH,600901,2021-02-08,"373,506",0.02
600903.SH,600903,2021-02-08,"6,669,946",0.58
600909.SH,600909,2021-02-08,"33,421,601",0.92
600917.SH,600917,2021-02-08,"1,317,118",0.08
600918.SH,600918,2021-02-08,"4,570,307",0.65
600919.SH,600919,2021-02-08,"327,962,418",2.23
600926.SH,600926,2021-02-08,"114,278,064",2.26
600928.SH,600928,2021-02-08,"2,320,773",0.20
