symbol,code,date,shareholding,shareholding_percent,close
600289.SH,600289,2021-02-25,"69,611",0.01,3.860
600290.SH,600290,2021-02-25,200,0.00,3.290
600291.SH,600291,2021-02-25,"531,588",0.04,3.610
600292.SH,600292,2021-02-25,"829,738",0.10,7.210
600295.SH,600295,2021-02-25,"11,607,599",1.77,18.540
600297.SH,600297,2021-02-25,"38,251,466",0.47,2.620
600298.SH,600298,2021-02-25,"91,957,372",11.15,55.650
600299.SH,600299,2021-02-25,"7,848,316",0.29,15.050
600300.SH,600300,2021-02-25,"1,058,781",0.06,3.860
600305.SH,600305,2021-02-25,"48,333,064",4.81,21.490
600307.SH,600307,2021-02-25,"1,578,608",0.02,1.610
600309.SH,600309,2021-02-25,"155,064,253",10.89,133.350
600310.SH,600310,2021-02-25,"1,538,906",0.18,3.950
600312.SH,600312,2021-02-25,"9,620,552",0.70,6.400
600315.SH,600315,2021-02-25,"29,692,397",4.42,47.300
600316.SH,600316,2021-02-25,"260,546",0.03,47.800
600318.SH,600318,2021-02-25,"13,468",0.00,8.110
600321.SH,600321,2021-02-25,"134,400",0.00,1.930
600323.SH,600323,2021-02-25,"5,587,725",0.72,24.690
600325.SH,600325,2021-02-25,"41,910,692",1.98,6.560
600326.SH,600326,2021-02-25,"17,938,875",1.95,7.210
600327.SH,600327,2021-02-25,"311,261",0.03,3.940
600329.SH,600329,2021-02-25,"15,124,651",2.67,17.480
600332.SH,600332,2021-02-25,"18,963,240",1.34,29.050
600333.SH,600333,2021-02-25,"5,800",0.00,4.730
600335.SH,600335,2021-02-25,"2,223,968",0.21,4.900
600337.SH,600337,2021-02-25,"19,248,361",1.18,6.280
600338.SH,600338,2021-02-25,"10,475,369",1.14,10.100
600340.SH,600340,2021-02-25,"107,359,118",2.75,7.790
600343.SH,600343,2021-02-25,"535,571",0.08,10.900
600345.SH,600345,2021-02-25,"49,492",0.02,14.610
600346.SH,600346,2021-02-25,"137,719,729",1.95,38.200
600348.SH,600348,2021-02-25,"51,434,440",2.13,5.010
600350.SH,600350,2021-02-25,"21,904,812",0.45,6.250
600351.SH,600351,2021-02-25,"797,272",0.10,4.800
600352.SH,600352,2021-02-25,"92,310,458",2.83,17.320
600353.SH,600353,2021-02-25,"2,000",0.00,4.660
600362.SH,600362,2021-02-25,"48,150,421",2.32,28.500
600363.SH,600363,2021-02-25,"3,758,915",0.84,22.550
600366.SH,600366,2021-02-25,"9,020,457",0.91,7.110
600368.SH,600368,2021-02-25,"21,400,283",1.90,3.430
600369.SH,600369,2021-02-25,"58,194,033",1.03,4.870
600372.SH,600372,2021-02-25,"22,475,972",1.16,17.600
600373.SH,600373,2021-02-25,"59,942,628",4.42,10.010
600375.SH,600375,2021-02-25,"74,101",0.01,7.900
600376.SH,600376,2021-02-25,"23,012,767",0.89,5.860
600377.SH,600377,2021-02-25,"15,269,646",0.40,9.340
600378.SH,600378,2021-02-25,"4,546,300",1.27,20.450
600380.SH,600380,2021-02-25,"96,703,344",4.95,12.370
600381.SH,600381,2021-02-25,100,0.00,5.410
600382.SH,600382,2021-02-25,"2,366",0.00,6.160
600383.SH,600383,2021-02-25,"109,043,253",2.41,13.300
600386.SH,600386,2021-02-25,"497,355",0.06,3.380
600387.SH,600387,2021-02-25,"8,152,754",2.01,5.960
600388.SH,600388,2021-02-25,"10,397,525",0.97,8.780
600389.SH,600389,2021-02-25,50,0.00,20.850
600391.SH,600391,2021-02-25,"517,350",0.15,20.550
600392.SH,600392,2021-02-25,"45,719,404",2.60,22.310
600393.SH,600393,2021-02-25,"2,087,838",0.21,1.830
600395.SH,600395,2021-02-25,"26,035,055",1.57,7.530
600396.SH,600396,2021-02-25,"132,900",0.00,2.180
600397.SH,600397,2021-02-25,"489,383",0.04,2.590
600398.SH,600398,2021-02-25,"16,118,687",0.37,6.820
600399.SH,600399,2021-02-25,"54,637",0.00,15.110
600400.SH,600400,2021-02-25,"1,012,463",0.03,3.100
600403.SH,600403,2021-02-25,"62,059",0.00,3.690
600405.SH,600405,2021-02-25,"88,002",0.01,4.980
600406.SH,600406,2021-02-25,"590,971,596",12.89,28.230
600409.SH,600409,2021-02-25,"29,835,895",1.44,14.110
600410.SH,600410,2021-02-25,"1,173,683",0.10,7.280
600415.SH,600415,2021-02-25,"11,366,492",0.20,5.200
600416.SH,600416,2021-02-25,"358,882",0.03,19.660
600418.SH,600418,2021-02-25,"2,331,597",0.12,8.880
600420.SH,600420,2021-02-25,"6,377,868",0.62,8.730
600422.SH,600422,2021-02-25,"6,562,042",0.86,8.210
600425.SH,600425,2021-02-25,"34,473",0.00,3.880
600426.SH,600426,2021-02-25,"51,017,312",3.14,43.620
600428.SH,600428,2021-02-25,"850,449",0.03,4.080
600433.SH,600433,2021-02-25,"667,041",0.05,5.720
600435.SH,600435,2021-02-25,"1,076,895",0.07,8.090
600436.SH,600436,2021-02-25,"21,078,487",3.49,309.200
600438.SH,600438,2021-02-25,"220,684,396",5.14,47.660
600439.SH,600439,2021-02-25,"3,891,079",0.34,2.540
600446.SH,600446,2021-02-25,"17,649,181",2.06,15.720
600449.SH,600449,2021-02-25,"400,777",0.08,14.670
600452.SH,600452,2021-02-25,"3,263,046",0.74,16.080
600458.SH,600458,2021-02-25,"209,036",0.02,7.760
600459.SH,600459,2021-02-25,"4,323,847",0.98,23.320
600460.SH,600460,2021-02-25,"22,877,096",1.74,27.340
600466.SH,600466,2021-02-25,"33,773,884",1.11,4.810
600467.SH,600467,2021-02-25,"34,900",0.00,2.610
600468.SH,600468,2021-02-25,"666,079",0.05,4.120
600469.SH,600469,2021-02-25,300,0.00,5.120
600470.SH,600470,2021-02-25,100,0.00,4.350
600477.SH,600477,2021-02-25,"13,555,718",0.62,4.060
600478.SH,600478,2021-02-25,"21,935",0.00,3.870
600479.SH,600479,2021-02-25,"393,122",0.09,8.660
600480.SH,600480,2021-02-25,"584,532",0.07,7.970
600481.SH,600481,2021-02-25,"1,474,077",0.09,4.370
600482.SH,600482,2021-02-25,"1,668,403",0.19,17.060
600483.SH,600483,2021-02-25,"7,974,831",0.51,8.100
600485.SH,600485,2021-02-25,"628,734",0.03,1.390
600486.SH,600486,2021-02-25,"6,649,537",2.14,134.300
600487.SH,600487,2021-02-25,"40,701,508",2.13,12.780
600488.SH,600488,2021-02-25,"2,630",0.00,4.970
600489.SH,600489,2021-02-25,"90,198,893",2.46,9.820
600490.SH,600490,2021-02-25,"2,324,317",0.12,4.280
600491.SH,600491,2021-02-25,"11,420,869",0.74,5.340
600495.SH,600495,2021-02-25,"634,710",0.05,3.940
600496.SH,600496,2021-02-25,"1,356,225",0.08,5.600
600497.SH,600497,2021-02-25,"3,526,986",0.06,5.750
600498.SH,600498,2021-02-25,"22,707,253",2.00,19.280
600499.SH,600499,2021-02-25,"1,090,583",0.06,8.260
600500.SH,600500,2021-02-25,"6,659,456",0.24,5.490
600501.SH,600501,2021-02-25,"674,361",0.16,9.030
600502.SH,600502,2021-02-25,"11,143,103",0.64,3.770
600503.SH,600503,2021-02-25,"1,424,449",0.08,3.760
600507.SH,600507,2021-02-25,"170,431,510",7.90,7.640
600508.SH,600508,2021-02-25,100,0.00,9.090
600509.SH,600509,2021-02-25,"8,525",0.00,4.680
600510.SH,600510,2021-02-25,"2,269,424",0.21,6.760
600511.SH,600511,2021-02-25,"11,960,200",2.16,38.000
600513.SH,600513,2021-02-25,"48,781",0.01,8.370
600516.SH,600516,2021-02-25,"106,702,245",2.80,8.140
600517.SH,600517,2021-02-25,"1,166,824",0.06,6.040
600518.SH,600518,2021-02-25,"1,360,139",0.03,2.190
600519.SH,600519,2021-02-25,"99,224,529",7.89,2150.000
600521.SH,600521,2021-02-25,"21,423,280",1.47,29.490
600522.SH,600522,2021-02-25,"92,937,941",3.03,10.210
600523.SH,600523,2021-02-25,"9,280",0.00,14.490
600525.SH,600525,2021-02-25,"1,955,154",0.14,5.590
600526.SH,600526,2021-02-25,"1,343,592",0.24,4.120
600527.SH,600527,2021-02-25,"3,481,754",0.20,2.690
600528.SH,600528,2021-02-25,"1,643,875",0.07,8.900
600529.SH,600529,2021-02-25,"47,643,004",8.00,37.340
600531.SH,600531,2021-02-25,"13,218,759",1.21,6.660
600532.SH,600532,2021-02-25,"37,201",0.00,14.530
600535.SH,600535,2021-02-25,"2,514,553",0.16,14.000
600536.SH,600536,2021-02-25,"9,213,686",1.86,58.290
600537.SH,600537,2021-02-25,"626,291",0.05,4.080
600545.SH,600545,2021-02-25,"3,919,912",0.20,3.210
600546.SH,600546,2021-02-25,"12,098",0.00,6.700
600547.SH,600547,2021-02-25,"67,239,960",1.90,22.790
600548.SH,600548,2021-02-25,"6,252,184",0.43,8.670
600549.SH,600549,2021-02-25,"67,315,159",4.78,20.670
600551.SH,600551,2021-02-25,"247,978",0.04,6.950
600552.SH,600552,2021-02-25,"1,643,654",0.21,7.620
600556.SH,600556,2021-02-25,"2,480,674",0.71,12.710
600557.SH,600557,2021-02-25,"5,645,760",0.95,10.520
600559.SH,600559,2021-02-25,"15,383,566",1.75,21.470
600561.SH,600561,2021-02-25,"11,900",0.00,4.170
600562.SH,600562,2021-02-25,"2,909,788",0.44,15.120
600563.SH,600563,2021-02-25,"7,979,366",3.54,91.170
600565.SH,600565,2021-02-25,"28,182,812",1.17,2.570
600566.SH,600566,2021-02-25,"17,659,818",2.16,19.950
600567.SH,600567,2021-02-25,"187,100,515",4.07,3.950
600568.SH,600568,2021-02-25,"506,541",0.03,1.550
600570.SH,600570,2021-02-25,"82,910,422",7.94,91.500
600571.SH,600571,2021-02-25,"673,245",0.15,7.130
600572.SH,600572,2021-02-25,"10,467,315",0.39,4.410
600577.SH,600577,2021-02-25,"42,440,995",2.20,3.470
600578.SH,600578,2021-02-25,"4,743,956",0.07,2.890
600580.SH,600580,2021-02-25,"22,910,707",1.75,11.770
600582.SH,600582,2021-02-25,"182,358,899",4.40,3.160
600583.SH,600583,2021-02-25,"110,182,155",2.49,5.010
600584.SH,600584,2021-02-25,"13,697,105",1.00,39.600
600585.SH,600585,2021-02-25,"354,299,747",8.85,54.550
600586.SH,600586,2021-02-25,"1,377,329",0.09,7.000
600587.SH,600587,2021-02-25,"9,672,652",2.39,12.440
600588.SH,600588,2021-02-25,"132,946,292",4.08,38.000
600589.SH,600589,2021-02-25,101,0.00,2.900
600594.SH,600594,2021-02-25,"673,364",0.08,5.180
600596.SH,600596,2021-02-25,"7,434,717",1.06,11.900
600597.SH,600597,2021-02-25,"11,795,968",0.96,17.600
600598.SH,600598,2021-02-25,"28,192,515",1.58,16.590
600600.SH,600600,2021-02-25,"21,279,222",3.05,81.880
600601.SH,600601,2021-02-25,"1,715,472",0.07,3.530
600604.SH,600604,2021-02-25,"253,708",0.01,6.320
600606.SH,600606,2021-02-25,"245,039,575",2.01,6.000
600611.SH,600611,2021-02-25,"13,127,754",0.83,3.650
600612.SH,600612,2021-02-25,"2,814,452",0.88,52.200
600613.SH,600613,2021-02-25,"398,145",0.08,4.280
600614.SH,600614,2021-02-25,"749,936",0.04,0.740
600616.SH,600616,2021-02-25,"4,941",0.00,6.390
600617.SH,600617,2021-02-25,"133,104",0.01,3.840
600618.SH,600618,2021-02-25,"3,200",0.00,8.350
600620.SH,600620,2021-02-25,"6,095",0.00,6.520
600621.SH,600621,2021-02-25,"3,793,146",0.35,17.570
600622.SH,600622,2021-02-25,"11,257,284",0.75,3.360
600623.SH,600623,2021-02-25,"1,501,602",0.08,8.090
600624.SH,600624,2021-02-25,"106,136",0.01,7.110
600626.SH,600626,2021-02-25,"9,717,214",1.20,3.760
600628.SH,600628,2021-02-25,"331,057",0.05,8.140
600629.SH,600629,2021-02-25,41,0.00,7.000
600633.SH,600633,2021-02-25,"444,143",0.03,7.600
600634.SH,600634,2021-02-25,"7,096",0.00,0.820
600635.SH,600635,2021-02-25,"11,375,339",0.47,3.690
600636.SH,600636,2021-02-25,"42,878",0.00,11.680
600637.SH,600637,2021-02-25,"67,842,811",1.98,8.710
600638.SH,600638,2021-02-25,"379,117",0.05,5.950
600639.SH,600639,2021-02-25,"10,464,929",1.23,12.140
600640.SH,600640,2021-02-25,"34,045",0.00,11.090
600641.SH,600641,2021-02-25,"27,227,231",2.84,14.400
600642.SH,600642,2021-02-25,"69,438,845",1.52,5.230
600643.SH,600643,2021-02-25,"29,680,530",1.83,6.980
600645.SH,600645,2021-02-25,"350,101",0.08,18.310
600648.SH,600648,2021-02-25,"5,696,894",0.60,14.250
600649.SH,600649,2021-02-25,"2,553,380",0.10,4.970
600650.SH,600650,2021-02-25,"337,569",0.08,10.500
600651.SH,600651,2021-02-25,"67,298",0.00,3.380
600654.SH,600654,2021-02-25,"227,831",0.03,1.570
600655.SH,600655,2021-02-25,"60,503,499",3.76,10.290
600657.SH,600657,2021-02-25,"25,233,607",1.65,4.080
600658.SH,600658,2021-02-25,91,0.00,5.170
600660.SH,600660,2021-02-25,"161,192,905",8.04,50.060
600661.SH,600661,2021-02-25,"47,676",0.01,14.670
600662.SH,600662,2021-02-25,"513,013",0.04,8.350
600663.SH,600663,2021-02-25,"9,727,257",0.33,10.830
600664.SH,600664,2021-02-25,"5,183,875",0.20,2.720
600666.SH,600666,2021-02-25,"751,867",0.09,1.270
600667.SH,600667,2021-02-25,"65,440,956",3.10,9.080
600668.SH,600668,2021-02-25,"1,228,450",0.35,13.770
600673.SH,600673,2021-02-25,"48,770,787",1.98,5.090
600674.SH,600674,2021-02-25,"146,256,382",3.32,10.670
600675.SH,600675,2021-02-25,"27,633,834",1.23,3.480
600676.SH,600676,2021-02-25,"714,398",0.06,4.200
600677.SH,600677,2021-02-25,"4,800",0.00,3.010
600681.SH,600681,2021-02-25,"9,017,024",0.62,5.220
600682.SH,600682,2021-02-25,"11,621,565",0.99,10.130
600684.SH,600684,2021-02-25,"1,308,493",0.15,2.940
600685.SH,600685,2021-02-25,"4,702,283",0.57,26.980
600686.SH,600686,2021-02-25,"3,250",0.00,6.470
600687.SH,600687,2021-02-25,"7,834",0.00,0.300
600688.SH,600688,2021-02-25,"80,268,177",1.09,3.820
600690.SH,600690,2021-02-25,"507,513,768",8.04,30.100
600693.SH,600693,2021-02-25,"3,147,276",0.35,4.230
600694.SH,600694,2021-02-25,"6,022,421",2.05,19.270
600697.SH,600697,2021-02-25,"1,552",0.00,13.380
600699.SH,600699,2021-02-25,"121,002,604",9.77,21.880
600702.SH,600702,2021-02-25,"493,966",0.14,70.240
600703.SH,600703,2021-02-25,"123,546,344",3.02,29.330
600704.SH,600704,2021-02-25,"105,130,622",2.07,4.740
600705.SH,600705,2021-02-25,"122,550,309",1.37,4.150
600708.SH,600708,2021-02-25,"6,868,392",0.30,2.480
600711.SH,600711,2021-02-25,"28,425,533",1.17,8.620
600715.SH,600715,2021-02-25,2,0.00,2.160
600716.SH,600716,2021-02-25,"543,120",0.05,4.030
600717.SH,600717,2021-02-25,"1,694,742",0.07,4.720
600718.SH,600718,2021-02-25,"1,160,480",0.09,9.770
600720.SH,600720,2021-02-25,"19,029,810",2.45,15.000
600724.SH,600724,2021-02-25,"6,683",0.00,3.420
600728.SH,600728,2021-02-25,"13,979,149",0.80,6.950
600729.SH,600729,2021-02-25,"10,609,826",2.61,28.510
600730.SH,600730,2021-02-25,"159,935",0.02,4.170
600733.SH,600733,2021-02-25,"9,182,111",0.50,7.980
600736.SH,600736,2021-02-25,"2,283,603",0.19,4.460
600737.SH,600737,2021-02-25,"43,489,538",2.06,10.780
600738.SH,600738,2021-02-25,"2,530,004",0.34,7.220
600739.SH,600739,2021-02-25,"21,939,977",1.43,22.500
600740.SH,600740,2021-02-25,"17,066,464",1.77,6.420
600741.SH,600741,2021-02-25,"200,291,106",6.35,26.110
600742.SH,600742,2021-02-25,"14,987,606",2.23,9.380
600743.SH,600743,2021-02-25,"2,245,938",0.09,2.140
600745.SH,600745,2021-02-25,"30,562,509",3.53,103.240
600748.SH,600748,2021-02-25,"29,545,512",1.60,4.830
600750.SH,600750,2021-02-25,"4,124,672",0.65,10.610
600754.SH,600754,2021-02-25,"51,510,160",6.42,59.840
600755.SH,600755,2021-02-25,"17,574,558",0.94,6.600
600756.SH,600756,2021-02-25,"6,128,680",1.89,13.530
600757.SH,600757,2021-02-25,"199,981",0.01,5.210
600758.SH,600758,2021-02-25,"1,308",0.00,2.740
600759.SH,600759,2021-02-25,"96,960",0.00,2.010
600760.SH,600760,2021-02-25,"14,950,915",1.06,84.800
600761.SH,600761,2021-02-25,"1,545,084",0.20,15.000
600763.SH,600763,2021-02-25,"8,319,042",2.59,290.790
600764.SH,600764,2021-02-25,"1,274,802",0.25,27.900
600765.SH,600765,2021-02-25,"6,256,571",0.72,19.320
600770.SH,600770,2021-02-25,"51,975",0.00,5.170
600771.SH,600771,2021-02-25,197,0.00,17.960
600773.SH,600773,2021-02-25,"413,036",0.05,8.620
600775.SH,600775,2021-02-25,"4,222,945",0.62,6.670
600776.SH,600776,2021-02-25,"3,335,993",0.34,13.220
600777.SH,600777,2021-02-25,"86,036,851",1.38,1.540
600778.SH,600778,2021-02-25,"54,000",0.01,3.510
600779.SH,600779,2021-02-25,"31,200,503",6.38,72.100
600780.SH,600780,2021-02-25,"26,472",0.00,3.210
600781.SH,600781,2021-02-25,369,0.00,2.820
600782.SH,600782,2021-02-25,"241,619,907",7.57,4.550
600783.SH,600783,2021-02-25,"184,456",0.02,14.380
600784.SH,600784,2021-02-25,"17,188",0.00,5.410
600785.SH,600785,2021-02-25,401,0.00,10.910
600787.SH,600787,2021-02-25,"97,387,836",4.42,4.800
600790.SH,600790,2021-02-25,"669,512",0.04,3.170
600794.SH,600794,2021-02-25,"389,814",0.03,3.610
