symbol,code,date,shareholding,shareholding_percent
600353.SH,600353,2021-02-03,"2,000",0.00
600362.SH,600362,2021-02-03,"44,698,528",2.15
600363.SH,600363,2021-02-03,"5,946,204",1.34
600366.SH,600366,2021-02-03,"11,689,388",1.18
600368.SH,600368,2021-02-03,"15,909,560",1.41
600369.SH,600369,2021-02-03,"67,602,516",1.19
600372.SH,600372,2021-02-03,"29,821,786",1.54
600373.SH,600373,2021-02-03,"61,944,832",4.57
600375.SH,600375,2021-02-03,"74,101",0.01
600376.SH,600376,2021-02-03,"22,561,864",0.87
600377.SH,600377,2021-02-03,"12,394,790",0.32
600378.SH,600378,2021-02-03,"5,970,874",1.67
600380.SH,600380,2021-02-03,"98,369,192",5.03
600381.SH,600381,2021-02-03,100,0.00
600382.SH,600382,2021-02-03,"2,366",0.00
600383.SH,600383,2021-02-03,"124,114,726",2.74
600386.SH,600386,2021-02-03,"497,355",0.06
600387.SH,600387,2021-02-03,"4,155,416",1.02
600388.SH,600388,2021-02-03,"11,997,844",1.12
600389.SH,600389,2021-02-03,50,0.00
600391.SH,600391,2021-02-03,"517,350",0.15
600392.SH,600392,2021-02-03,"37,323,742",2.12
600393.SH,600393,2021-02-03,"2,087,838",0.21
600395.SH,600395,2021-02-03,"26,208,850",1.58
600396.SH,600396,2021-02-03,"132,900",0.00
600397.SH,600397,2021-02-03,"489,383",0.04
600398.SH,600398,2021-02-03,"16,431,275",0.38
600399.SH,600399,2021-02-03,"55,137",0.00
600400.SH,600400,2021-02-03,"1,012,463",0.03
600403.SH,600403,2021-02-03,"62,159",0.00
600405.SH,600405,2021-02-03,"88,002",0.01
600406.SH,600406,2021-02-03,"580,497,159",12.66
600409.SH,600409,2021-02-03,"29,284,174",1.41
600410.SH,600410,2021-02-03,"1,173,683",0.10
600415.SH,600415,2021-02-03,"16,020,863",0.29
600416.SH,600416,2021-02-03,"358,882",0.03
600418.SH,600418,2021-02-03,"2,337,197",0.12
600420.SH,600420,2021-02-03,"6,651,472",0.64
600422.SH,600422,2021-02-03,"7,946,914",1.04
600425.SH,600425,2021-02-03,"34,473",0.00
600426.SH,600426,2021-02-03,"54,741,756",3.37
600428.SH,600428,2021-02-03,"850,949",0.03
600433.SH,600433,2021-02-03,"667,041",0.05
600435.SH,600435,2021-02-03,"1,076,895",0.07
600436.SH,600436,2021-02-03,"19,365,664",3.20
600438.SH,600438,2021-02-03,"221,125,853",5.15
600439.SH,600439,2021-02-03,"3,891,079",0.34
600446.SH,600446,2021-02-03,"14,847,606",1.73
600449.SH,600449,2021-02-03,"400,777",0.08
600452.SH,600452,2021-02-03,"3,442,956",0.78
600458.SH,600458,2021-02-03,"209,036",0.02
600459.SH,600459,2021-02-03,"3,012,543",0.68
600460.SH,600460,2021-02-03,"37,644,195",2.86
600466.SH,600466,2021-02-03,"31,427,919",1.03
600467.SH,600467,2021-02-03,"34,900",0.00
600468.SH,600468,2021-02-03,"673,979",0.06
600469.SH,600469,2021-02-03,300,0.00
600470.SH,600470,2021-02-03,100,0.00
600477.SH,600477,2021-02-03,"8,525,155",0.39
600478.SH,600478,2021-02-03,"21,935",0.00
600479.SH,600479,2021-02-03,"393,122",0.09
600480.SH,600480,2021-02-03,"584,532",0.07
600481.SH,600481,2021-02-03,"1,477,577",0.09
600482.SH,600482,2021-02-03,"1,680,403",0.19
600483.SH,600483,2021-02-03,"7,472,301",0.48
600485.SH,600485,2021-02-03,"628,734",0.03
600486.SH,600486,2021-02-03,"6,748,510",2.17
600487.SH,600487,2021-02-03,"37,710,845",1.97
600488.SH,600488,2021-02-03,"2,630",0.00
600489.SH,600489,2021-02-03,"64,677,164",1.87
600490.SH,600490,2021-02-03,"2,324,317",0.13
600491.SH,600491,2021-02-03,"9,462,469",0.61
600495.SH,600495,2021-02-03,"644,310",0.05
600496.SH,600496,2021-02-03,"1,356,225",0.08
600497.SH,600497,2021-02-03,"4,146,385",0.08
600498.SH,600498,2021-02-03,"23,198,952",2.05
600499.SH,600499,2021-02-03,"1,091,883",0.06
600500.SH,600500,2021-02-03,"7,032,222",0.25
600501.SH,600501,2021-02-03,"674,361",0.16
600502.SH,600502,2021-02-03,"8,578,811",0.49
600503.SH,600503,2021-02-03,"1,424,449",0.08
600507.SH,600507,2021-02-03,"163,793,701",7.59
600508.SH,600508,2021-02-03,100,0.00
600509.SH,600509,2021-02-03,"8,725",0.00
600510.SH,600510,2021-02-03,"1,820,467",0.17
600511.SH,600511,2021-02-03,"12,647,745",2.28
600513.SH,600513,2021-02-03,"48,781",0.01
600516.SH,600516,2021-02-03,"86,337,905",2.26
600517.SH,600517,2021-02-03,"1,166,824",0.06
600518.SH,600518,2021-02-03,"1,362,539",0.03
600519.SH,600519,2021-02-03,"100,861,177",8.02
600521.SH,600521,2021-02-03,"24,503,854",1.68
600522.SH,600522,2021-02-03,"83,241,067",2.71
600523.SH,600523,2021-02-03,"9,280",0.00
600525.SH,600525,2021-02-03,"1,965,654",0.15
600526.SH,600526,2021-02-03,"1,343,592",0.24
600527.SH,600527,2021-02-03,"3,481,754",0.20
600528.SH,600528,2021-02-03,"1,665,884",0.07
600529.SH,600529,2021-02-03,"34,483,526",5.79
600531.SH,600531,2021-02-03,"8,302,302",0.76
600532.SH,600532,2021-02-03,"37,201",0.00
600535.SH,600535,2021-02-03,"2,996,150",0.19
600536.SH,600536,2021-02-03,"9,792,462",1.98
600537.SH,600537,2021-02-03,"626,291",0.05
600545.SH,600545,2021-02-03,"4,005,312",0.21
600546.SH,600546,2021-02-03,"12,098",0.00
600547.SH,600547,2021-02-03,"67,977,085",1.92
600548.SH,600548,2021-02-03,"6,397,557",0.44
600549.SH,600549,2021-02-03,"36,061,983",2.56
600551.SH,600551,2021-02-03,"247,978",0.04
600552.SH,600552,2021-02-03,"1,705,654",0.22
600556.SH,600556,2021-02-03,"1,915,164",0.54
600557.SH,600557,2021-02-03,"7,990,416",1.34
600559.SH,600559,2021-02-03,"9,249,498",1.05
600561.SH,600561,2021-02-03,"11,900",0.00
600562.SH,600562,2021-02-03,"1,763,458",0.26
600563.SH,600563,2021-02-03,"7,045,994",3.13
600565.SH,600565,2021-02-03,"26,163,346",1.08
600566.SH,600566,2021-02-03,"16,744,961",2.05
600567.SH,600567,2021-02-03,"91,496,919",1.99
600568.SH,600568,2021-02-03,"506,541",0.03
600570.SH,600570,2021-02-03,"84,162,072",8.06
600571.SH,600571,2021-02-03,"674,245",0.15
600572.SH,600572,2021-02-03,"11,435,103",0.42
600577.SH,600577,2021-02-03,"26,435,479",1.37
600578.SH,600578,2021-02-03,"4,743,956",0.07
600580.SH,600580,2021-02-03,"22,899,704",1.75
600582.SH,600582,2021-02-03,"159,511,076",3.85
600583.SH,600583,2021-02-03,"79,864,579",1.80
600584.SH,600584,2021-02-03,"10,006,194",0.73
600585.SH,600585,2021-02-03,"364,673,116",9.11
600586.SH,600586,2021-02-03,"1,379,929",0.09
600587.SH,600587,2021-02-03,"9,193,760",2.27
600588.SH,600588,2021-02-03,"117,970,308",3.62
600589.SH,600589,2021-02-03,101,0.00
600594.SH,600594,2021-02-03,"723,564",0.09
600596.SH,600596,2021-02-03,"12,605,987",1.80
600597.SH,600597,2021-02-03,"20,367,816",1.66
600598.SH,600598,2021-02-03,"29,384,633",1.65
600600.SH,600600,2021-02-03,"19,869,073",2.85
600601.SH,600601,2021-02-03,"1,715,472",0.07
600604.SH,600604,2021-02-03,"253,708",0.01
600606.SH,600606,2021-02-03,"240,586,925",1.97
600611.SH,600611,2021-02-03,"11,138,828",0.71
600612.SH,600612,2021-02-03,"2,655,600",0.83
600613.SH,600613,2021-02-03,"398,145",0.08
600614.SH,600614,2021-02-03,"749,936",0.04
600616.SH,600616,2021-02-03,"4,941",0.00
600617.SH,600617,2021-02-03,"133,104",0.01
600618.SH,600618,2021-02-03,"3,200",0.00
600620.SH,600620,2021-02-03,"6,095",0.00
600621.SH,600621,2021-02-03,"3,608,582",0.34
600622.SH,600622,2021-02-03,"8,208,603",0.54
600623.SH,600623,2021-02-03,"2,768,494",0.14
600624.SH,600624,2021-02-03,"106,136",0.01
600626.SH,600626,2021-02-03,"4,912,714",0.60
600628.SH,600628,2021-02-03,"331,057",0.05
600629.SH,600629,2021-02-03,41,0.00
600633.SH,600633,2021-02-03,"446,547",0.03
600634.SH,600634,2021-02-03,"7,096",0.00
600635.SH,600635,2021-02-03,"8,161,606",0.33
600636.SH,600636,2021-02-03,"42,878",0.00
600637.SH,600637,2021-02-03,"64,858,115",1.89
600638.SH,600638,2021-02-03,"379,117",0.05
600639.SH,600639,2021-02-03,"9,004,283",1.05
600640.SH,600640,2021-02-03,"34,045",0.00
600641.SH,600641,2021-02-03,"26,842,167",2.80
600642.SH,600642,2021-02-03,"70,173,609",1.54
600643.SH,600643,2021-02-03,"28,273,350",1.74
600645.SH,600645,2021-02-03,"350,101",0.08
600648.SH,600648,2021-02-03,"5,341,102",0.57
600649.SH,600649,2021-02-03,"2,553,380",0.10
600650.SH,600650,2021-02-03,"337,569",0.08
600651.SH,600651,2021-02-03,"67,298",0.00
600654.SH,600654,2021-02-03,"227,831",0.03
600655.SH,600655,2021-02-03,"67,727,156",4.21
600657.SH,600657,2021-02-03,"22,375,252",1.46
600658.SH,600658,2021-02-03,91,0.00
600660.SH,600660,2021-02-03,"154,772,285",7.72
600661.SH,600661,2021-02-03,"47,676",0.01
600662.SH,600662,2021-02-03,"513,013",0.04
600663.SH,600663,2021-02-03,"8,726,680",0.29
600664.SH,600664,2021-02-03,"5,188,975",0.20
600666.SH,600666,2021-02-03,"751,867",0.09
600667.SH,600667,2021-02-03,"47,881,874",2.27
600668.SH,600668,2021-02-03,"714,801",0.20
600673.SH,600673,2021-02-03,"41,411,490",1.68
600674.SH,600674,2021-02-03,"147,654,661",3.35
600675.SH,600675,2021-02-03,"26,030,392",1.16
600676.SH,600676,2021-02-03,"714,398",0.06
600677.SH,600677,2021-02-03,"16,200",0.00
600681.SH,600681,2021-02-03,"7,888,414",0.54
600682.SH,600682,2021-02-03,"10,918,863",0.93
600684.SH,600684,2021-02-03,"1,308,493",0.15
600685.SH,600685,2021-02-03,"4,581,055",0.55
600686.SH,600686,2021-02-03,"3,250",0.00
600687.SH,600687,2021-02-03,"229,774",0.01
600688.SH,600688,2021-02-03,"78,513,156",1.07
600690.SH,600690,2021-02-03,"503,973,927",7.98
600693.SH,600693,2021-02-03,"3,147,276",0.35
600694.SH,600694,2021-02-03,"6,118,764",2.08
600697.SH,600697,2021-02-03,"1,552",0.00
600699.SH,600699,2021-02-03,"122,056,570",9.86
600702.SH,600702,2021-02-03,"493,966",0.14
600703.SH,600703,2021-02-03,"140,339,759",3.44
600704.SH,600704,2021-02-03,"76,974,424",1.52
600705.SH,600705,2021-02-03,"138,299,290",1.55
600708.SH,600708,2021-02-03,"6,931,684",0.31
600711.SH,600711,2021-02-03,"26,156,488",1.08
600715.SH,600715,2021-02-03,2,0.00
600716.SH,600716,2021-02-03,"543,120",0.05
600717.SH,600717,2021-02-03,"1,695,418",0.07
600718.SH,600718,2021-02-03,"1,161,180",0.09
600720.SH,600720,2021-02-03,"17,949,990",2.31
600724.SH,600724,2021-02-03,"6,683",0.00
600728.SH,600728,2021-02-03,"10,102,054",0.58
600729.SH,600729,2021-02-03,"9,541,116",2.34
600730.SH,600730,2021-02-03,"159,935",0.02
600733.SH,600733,2021-02-03,"12,349,754",0.67
600736.SH,600736,2021-02-03,"2,307,703",0.20
600737.SH,600737,2021-02-03,"12,583,495",0.59
600738.SH,600738,2021-02-03,"2,160,373",0.29
600739.SH,600739,2021-02-03,"27,883,727",1.82
600740.SH,600740,2021-02-03,"12,738,498",1.32
600741.SH,600741,2021-02-03,"203,032,213",6.43
600742.SH,600742,2021-02-03,"13,116,747",1.96
600743.SH,600743,2021-02-03,"2,245,938",0.09
600745.SH,600745,2021-02-03,"27,379,965",3.16
600748.SH,600748,2021-02-03,"28,731,455",1.55
600750.SH,600750,2021-02-03,"3,193,944",0.50
600754.SH,600754,2021-02-03,"51,595,732",6.43
600755.SH,600755,2021-02-03,"13,818,112",0.74
600756.SH,600756,2021-02-03,"5,383,584",1.66
600757.SH,600757,2021-02-03,"199,981",0.01
600758.SH,600758,2021-02-03,"1,308",0.00
600759.SH,600759,2021-02-03,"96,960",0.00
600760.SH,600760,2021-02-03,"15,919,484",1.13
600761.SH,600761,2021-02-03,"1,545,084",0.20
600763.SH,600763,2021-02-03,"8,467,019",2.64
600764.SH,600764,2021-02-03,"1,460,065",0.35
600765.SH,600765,2021-02-03,"13,890,644",1.62
600770.SH,600770,2021-02-03,"53,975",0.00
600771.SH,600771,2021-02-03,197,0.00
600773.SH,600773,2021-02-03,"413,036",0.05
600775.SH,600775,2021-02-03,"3,504,145",0.52
600776.SH,600776,2021-02-03,"2,544,642",0.26
600777.SH,600777,2021-02-03,"58,293,406",0.93
600778.SH,600778,2021-02-03,"54,000",0.01
600779.SH,600779,2021-02-03,"30,894,083",6.32
600780.SH,600780,2021-02-03,"26,472",0.00
600781.SH,600781,2021-02-03,369,0.00
600782.SH,600782,2021-02-03,"248,203,812",7.78
600783.SH,600783,2021-02-03,"184,456",0.02
600784.SH,600784,2021-02-03,"17,188",0.00
600785.SH,600785,2021-02-03,401,0.00
600787.SH,600787,2021-02-03,"90,428,691",4.11
600790.SH,600790,2021-02-03,"669,512",0.04
600794.SH,600794,2021-02-03,"389,814",0.03
600795.SH,600795,2021-02-03,"84,081,757",0.42
600797.SH,600797,2021-02-03,"7,500",0.00
600801.SH,600801,2021-02-03,"98,442,409",7.22
600802.SH,600802,2021-02-03,"1,049,692",0.22
600803.SH,600803,2021-02-03,"89,726,164",7.29
600804.SH,600804,2021-02-03,"13,097,339",0.91
600805.SH,600805,2021-02-03,"527,729",0.06
600807.SH,600807,2021-02-03,"65,133",0.00
600808.SH,600808,2021-02-03,"83,337,747",1.39
600809.SH,600809,2021-02-03,"26,862,593",3.10
600811.SH,600811,2021-02-03,"20,846,231",0.56
600814.SH,600814,2021-02-03,"626,203",0.08
600816.SH,600816,2021-02-03,"500,487",0.00
600818.SH,600818,2021-02-03,"218,722",0.09
600820.SH,600820,2021-02-03,"45,054,819",1.43
600823.SH,600823,2021-02-03,"81,089,489",2.16
600824.SH,600824,2021-02-03,"118,051",0.01
600825.SH,600825,2021-02-03,"888,826",0.08
600826.SH,600826,2021-02-03,"3,245,261",0.77
600827.SH,600827,2021-02-03,"17,323,000",1.07
600828.SH,600828,2021-02-03,"6,867,717",0.39
600829.SH,600829,2021-02-03,"77,414",0.01
600830.SH,600830,2021-02-03,"370,114",0.08
600831.SH,600831,2021-02-03,"475,501",0.06
600833.SH,600833,2021-02-03,"23,600",0.01
600835.SH,600835,2021-02-03,"77,809,698",9.64
600837.SH,600837,2021-02-03,"128,717,854",1.59
600838.SH,600838,2021-02-03,"280,770",0.07
600839.SH,600839,2021-02-03,"1,457,327",0.03
600845.SH,600845,2021-02-03,"32,258,477",3.84
600846.SH,600846,2021-02-03,"4,375,115",0.70
600848.SH,600848,2021-02-03,"14,494,189",1.19
600850.SH,600850,2021-02-03,"2,575,467",0.60
600856.SH,600856,2021-02-03,"1,717,956",0.12
600858.SH,600858,2021-02-03,"92,332",0.01
600859.SH,600859,2021-02-03,"10,782,832",1.38
600860.SH,600860,2021-02-03,"493,175",0.15
600862.SH,600862,2021-02-03,"11,982,218",0.86
600863.SH,600863,2021-02-03,"31,981,706",0.55
600864.SH,600864,2021-02-03,"24,347",0.00
600867.SH,600867,2021-02-03,"115,214,945",5.68
600869.SH,600869,2021-02-03,"1,045,378",0.04
600871.SH,600871,2021-02-03,"20,814,102",0.15
600872.SH,600872,2021-02-03,"97,372,406",12.22
600873.SH,600873,2021-02-03,"530,975",0.01
600874.SH,600874,2021-02-03,"7,682,594",0.70
600875.SH,600875,2021-02-03,"33,852,383",1.69
600876.SH,600876,2021-02-03,"1,153,796",0.41
600879.SH,600879,2021-02-03,"29,760,654",1.09
600880.SH,600880,2021-02-03,"431,226",0.03
600881.SH,600881,2021-02-03,"4,318,601",0.13
600884.SH,600884,2021-02-03,"3,420,755",0.21
600885.SH,600885,2021-02-03,"113,524,128",15.24
600886.SH,600886,2021-02-03,"159,690,387",2.29
600887.SH,600887,2021-02-03,"740,905,642",12.49
600888.SH,600888,2021-02-03,"659,080",0.07
600891.SH,600891,2021-02-03,"6,194",0.00
600893.SH,600893,2021-02-03,"35,372,122",1.67
600894.SH,600894,2021-02-03,"28,804",0.00
600895.SH,600895,2021-02-03,"15,131,505",0.97
600897.SH,600897,2021-02-03,"4,002,843",1.34
600900.SH,600900,2021-02-03,"1,314,258,765",5.77
600901.SH,600901,2021-02-03,"373,506",0.02
600903.SH,600903,2021-02-03,"6,600,340",0.57
600909.SH,600909,2021-02-03,"32,039,361",0.88
600917.SH,600917,2021-02-03,"1,665,718",0.10
600918.SH,600918,2021-02-03,"3,029,457",0.43
600919.SH,600919,2021-02-03,"326,576,888",2.22
600926.SH,600926,2021-02-03,"122,107,901",2.42
600928.SH,600928,2021-02-03,"2,343,573",0.20
