symbol,code,date,shareholding,shareholding_percent,close
600030.SH,600030,2021-03-03,"313,477,829",3.19,25.370
600031.SH,600031,2021-03-03,"792,678,894",9.34,43.250
600033.SH,600033,2021-03-03,"819,091",0.02,2.630
600036.SH,600036,2021-03-03,"1,201,205,455",5.82,52.770
600037.SH,600037,2021-03-03,"453,875",0.03,8.820
600038.SH,600038,2021-03-03,"12,088,188",2.05,52.030
600039.SH,600039,2021-03-03,"45,207,180",1.25,5.410
600048.SH,600048,2021-03-03,"536,006,851",4.47,16.080
600050.SH,600050,2021-03-03,"77,383,893",0.25,4.440
600053.SH,600053,2021-03-03,"6,659,290",1.53,17.300
600054.SH,600054,2021-03-03,"1,142,780",0.22,10.950
600056.SH,600056,2021-03-03,"12,409,798",1.16,13.780
600057.SH,600057,2021-03-03,"39,172,684",1.83,6.430
600058.SH,600058,2021-03-03,"118,659",0.01,8.180
600059.SH,600059,2021-03-03,"217,608",0.02,11.830
600060.SH,600060,2021-03-03,"8,086,337",0.61,13.400
600061.SH,600061,2021-03-03,"47,511,845",1.12,12.430
600062.SH,600062,2021-03-03,"35,319,228",3.38,11.700
600063.SH,600063,2021-03-03,"1,550,641",0.08,4.660
600064.SH,600064,2021-03-03,"1,159,414",0.09,10.250
600066.SH,600066,2021-03-03,"165,938,556",7.49,15.850
600067.SH,600067,2021-03-03,"973,373",0.06,3.520
600068.SH,600068,2021-03-03,"96,465,217",2.09,6.830
600070.SH,600070,2021-03-03,"8,839,602",1.69,7.220
600072.SH,600072,2021-03-03,"3,215,586",0.43,11.580
600073.SH,600073,2021-03-03,"5,863,894",0.62,8.760
600075.SH,600075,2021-03-03,"33,911",0.00,7.900
600077.SH,600077,2021-03-03,249,0.00,2.700
600078.SH,600078,2021-03-03,"6,215",0.00,3.830
600079.SH,600079,2021-03-03,"25,941,829",1.91,28.590
600081.SH,600081,2021-03-03,"260,608",0.08,12.300
600085.SH,600085,2021-03-03,"6,555,113",0.47,26.540
600086.SH,600086,2021-03-03,27,0.00,0.180
600088.SH,600088,2021-03-03,"189,696",0.04,9.920
600089.SH,600089,2021-03-03,"64,845,888",1.74,12.560
600093.SH,600093,2021-03-03,"7,618,319",0.67,8.190
600094.SH,600094,2021-03-03,"51,765,194",2.27,3.900
600096.SH,600096,2021-03-03,"203,687",0.01,8.440
600098.SH,600098,2021-03-03,"1,031,363",0.03,5.860
600100.SH,600100,2021-03-03,"2,273,965",0.07,5.820
600101.SH,600101,2021-03-03,"30,597",0.00,5.420
600104.SH,600104,2021-03-03,"480,003,576",4.10,21.170
600105.SH,600105,2021-03-03,"1,736,130",0.12,3.310
600106.SH,600106,2021-03-03,"1,843,320",0.13,2.620
600108.SH,600108,2021-03-03,"264,248",0.01,2.890
600109.SH,600109,2021-03-03,"87,475,473",2.89,12.860
600110.SH,600110,2021-03-03,"1,500",0.00,8.820
600111.SH,600111,2021-03-03,"87,032,434",2.39,23.820
600112.SH,600112,2021-03-03,"192,779",0.03,1.440
600113.SH,600113,2021-03-03,167,0.00,6.160
600114.SH,600114,2021-03-03,"96,717",0.01,8.590
600115.SH,600115,2021-03-03,"145,943,358",1.48,4.920
600116.SH,600116,2021-03-03,"695,304",0.07,9.080
600118.SH,600118,2021-03-03,"6,315,830",0.53,31.830
600119.SH,600119,2021-03-03,"130,051",0.04,7.070
600120.SH,600120,2021-03-03,"14,853,737",0.66,5.700
600122.SH,600122,2021-03-03,"1,942,303",0.16,1.180
600123.SH,600123,2021-03-03,"483,639",0.04,5.340
600125.SH,600125,2021-03-03,"35,148,961",2.69,5.270
600131.SH,600131,2021-03-03,"5,701,557",1.05,15.170
600132.SH,600132,2021-03-03,"34,069,642",7.03,116.070
600135.SH,600135,2021-03-03,"222,166",0.05,6.060
600136.SH,600136,2021-03-03,"1,077,373",0.22,6.240
600138.SH,600138,2021-03-03,"19,325,774",2.66,11.830
600141.SH,600141,2021-03-03,"16,990,720",1.98,14.560
600143.SH,600143,2021-03-03,"89,737,351",3.48,26.320
600150.SH,600150,2021-03-03,"10,666,505",0.65,15.630
600153.SH,600153,2021-03-03,"99,607,863",3.51,8.250
600155.SH,600155,2021-03-03,"6,870,422",0.39,11.230
600157.SH,600157,2021-03-03,"2,574,742",0.01,1.360
600158.SH,600158,2021-03-03,"193,381",0.02,11.810
600160.SH,600160,2021-03-03,"80,451,481",2.97,8.760
600161.SH,600161,2021-03-03,"20,433,786",1.62,34.820
600162.SH,600162,2021-03-03,"13,719,507",0.40,1.840
600166.SH,600166,2021-03-03,"2,978,401",0.04,3.650
600167.SH,600167,2021-03-03,"17,672,409",0.77,10.760
600168.SH,600168,2021-03-03,"94,720",0.01,6.660
600169.SH,600169,2021-03-03,"2,616,502",0.10,2.450
600170.SH,600170,2021-03-03,"188,164,602",2.11,3.000
600171.SH,600171,2021-03-03,"6,069,600",0.86,15.180
600172.SH,600172,2021-03-03,"1,187,929",0.09,2.920
600173.SH,600173,2021-03-03,"689,582",0.09,4.460
600176.SH,600176,2021-03-03,"271,952,577",7.76,23.130
600177.SH,600177,2021-03-03,"81,585,456",1.76,8.250
600179.SH,600179,2021-03-03,"327,041",0.00,3.890
600180.SH,600180,2021-03-03,"34,378,031",3.38,5.280
600183.SH,600183,2021-03-03,"113,621,769",4.95,26.730
600185.SH,600185,2021-03-03,"92,135,546",4.47,6.320
600188.SH,600188,2021-03-03,"89,185,943",3.01,12.200
600190.SH,600190,2021-03-03,"268,304",0.01,2.920
600195.SH,600195,2021-03-03,"210,694",0.02,13.980
600196.SH,600196,2021-03-03,"34,167,417",1.69,44.730
600197.SH,600197,2021-03-03,"711,060",0.15,20.180
600200.SH,600200,2021-03-03,"2,962,457",0.41,4.940
600201.SH,600201,2021-03-03,"212,355,479",18.96,21.640
600206.SH,600206,2021-03-03,"7,079,098",0.83,13.110
600208.SH,600208,2021-03-03,"116,120,118",1.35,3.130
600210.SH,600210,2021-03-03,"44,737,706",2.94,4.880
600211.SH,600211,2021-03-03,"1,601,597",0.64,52.830
600216.SH,600216,2021-03-03,"14,574,152",1.51,15.070
600219.SH,600219,2021-03-03,"363,175,417",3.03,3.890
600221.SH,600221,2021-03-03,"37,194,645",0.22,1.480
600223.SH,600223,2021-03-03,"3,844,727",0.38,12.580
600226.SH,600226,2021-03-03,"527,052",0.02,2.210
600230.SH,600230,2021-03-03,"8,012",0.00,14.830
600231.SH,600231,2021-03-03,"619,386",0.02,2.540
600233.SH,600233,2021-03-03,"51,274,809",1.62,11.560
600236.SH,600236,2021-03-03,"24,857,248",0.31,4.760
600238.SH,600238,2021-03-03,400,0.00,8.420
600239.SH,600239,2021-03-03,"1,086,781",0.06,2.330
600248.SH,600248,2021-03-03,"2,651",0.00,3.990
600251.SH,600251,2021-03-03,"55,423",0.00,6.500
600252.SH,600252,2021-03-03,"22,962,000",0.66,2.820
600255.SH,600255,2021-03-03,"574,897",0.03,2.300
600256.SH,600256,2021-03-03,"138,186,932",2.04,2.780
600257.SH,600257,2021-03-03,"284,737",0.05,5.040
600258.SH,600258,2021-03-03,"78,907,713",8.06,26.320
600259.SH,600259,2021-03-03,"306,600",0.10,47.050
600260.SH,600260,2021-03-03,"28,030,511",2.88,9.110
600261.SH,600261,2021-03-03,"22,906,451",1.57,3.770
600266.SH,600266,2021-03-03,"1,747,185",0.07,4.750
600267.SH,600267,2021-03-03,"720,825",0.07,16.730
600268.SH,600268,2021-03-03,"20,400",0.00,7.060
600269.SH,600269,2021-03-03,"1,575,494",0.06,3.430
600271.SH,600271,2021-03-03,"9,537,876",0.51,11.460
600273.SH,600273,2021-03-03,"27,983,842",1.95,9.220
600276.SH,600276,2021-03-03,"661,513,299",12.46,101.350
600277.SH,600277,2021-03-03,"7,432,591",0.27,3.260
600278.SH,600278,2021-03-03,"7,294",0.00,8.830
600280.SH,600280,2021-03-03,"117,881",0.01,3.250
600282.SH,600282,2021-03-03,"223,494,544",5.02,3.710
600284.SH,600284,2021-03-03,"7,408,512",0.76,5.940
600285.SH,600285,2021-03-03,"13,640,503",2.40,9.000
600289.SH,600289,2021-03-03,"69,611",0.01,3.850
600290.SH,600290,2021-03-03,200,0.00,3.060
600291.SH,600291,2021-03-03,"531,588",0.04,3.520
600292.SH,600292,2021-03-03,"829,738",0.10,8.550
600295.SH,600295,2021-03-03,"13,634,874",2.08,24.450
600297.SH,600297,2021-03-03,"38,235,368",0.47,2.620
600298.SH,600298,2021-03-03,"92,343,322",11.20,55.070
600299.SH,600299,2021-03-03,"7,433,438",0.27,14.330
600300.SH,600300,2021-03-03,"1,058,781",0.06,3.960
600305.SH,600305,2021-03-03,"47,177,252",4.70,20.960
600307.SH,600307,2021-03-03,"1,564,608",0.02,1.700
600309.SH,600309,2021-03-03,"157,838,944",11.08,125.850
600310.SH,600310,2021-03-03,"1,538,906",0.18,4.070
600312.SH,600312,2021-03-03,"10,597,381",0.78,6.770
600315.SH,600315,2021-03-03,"30,244,623",4.50,47.080
600316.SH,600316,2021-03-03,"260,546",0.03,45.040
600318.SH,600318,2021-03-03,"13,468",0.00,8.230
600321.SH,600321,2021-03-03,"134,400",0.00,2.050
600323.SH,600323,2021-03-03,"7,014,283",0.91,26.950
600325.SH,600325,2021-03-03,"42,963,131",2.03,6.280
600326.SH,600326,2021-03-03,"16,893,681",1.83,7.150
600327.SH,600327,2021-03-03,"311,261",0.03,3.970
600329.SH,600329,2021-03-03,"14,623,007",2.58,17.730
600332.SH,600332,2021-03-03,"17,483,631",1.24,29.670
600333.SH,600333,2021-03-03,"5,800",0.00,4.850
600335.SH,600335,2021-03-03,"2,223,968",0.21,4.960
600337.SH,600337,2021-03-03,"14,577,285",0.89,5.580
600338.SH,600338,2021-03-03,"16,154,087",1.76,10.850
600340.SH,600340,2021-03-03,"92,517,010",2.37,7.700
600343.SH,600343,2021-03-03,"535,571",0.08,11.100
600345.SH,600345,2021-03-03,"49,492",0.02,14.880
600346.SH,600346,2021-03-03,"142,161,530",2.01,36.950
600348.SH,600348,2021-03-03,"53,564,583",2.22,5.110
600350.SH,600350,2021-03-03,"22,271,694",0.46,6.300
600351.SH,600351,2021-03-03,"797,272",0.10,4.880
600352.SH,600352,2021-03-03,"85,896,938",2.64,16.760
600353.SH,600353,2021-03-03,"2,000",0.00,4.790
600362.SH,600362,2021-03-03,"44,919,418",2.16,26.850
600363.SH,600363,2021-03-03,"4,028,584",0.90,23.170
600366.SH,600366,2021-03-03,"7,744,045",0.78,7.670
600368.SH,600368,2021-03-03,"24,947,472",2.21,3.480
600369.SH,600369,2021-03-03,"58,239,879",1.03,4.780
600372.SH,600372,2021-03-03,"22,870,073",1.18,17.320
600373.SH,600373,2021-03-03,"59,185,935",4.36,10.020
600375.SH,600375,2021-03-03,"74,101",0.01,7.570
600376.SH,600376,2021-03-03,"22,622,809",0.87,5.590
600377.SH,600377,2021-03-03,"14,203,930",0.37,9.210
600378.SH,600378,2021-03-03,"5,936,628",1.66,24.240
600380.SH,600380,2021-03-03,"96,193,590",4.92,13.080
600381.SH,600381,2021-03-03,100,0.00,6.600
600382.SH,600382,2021-03-03,"2,366",0.00,6.260
600383.SH,600383,2021-03-03,"106,395,014",2.35,12.950
600386.SH,600386,2021-03-03,"497,355",0.06,3.400
600387.SH,600387,2021-03-03,"8,978,152",2.22,6.040
600388.SH,600388,2021-03-03,"10,094,243",0.94,9.360
600389.SH,600389,2021-03-03,50,0.00,21.980
600391.SH,600391,2021-03-03,"517,350",0.15,20.550
600392.SH,600392,2021-03-03,"36,883,643",2.10,22.570
600393.SH,600393,2021-03-03,"2,087,838",0.21,1.770
600395.SH,600395,2021-03-03,"26,493,850",1.60,7.720
600396.SH,600396,2021-03-03,"132,900",0.00,2.280
600397.SH,600397,2021-03-03,"489,383",0.04,2.530
600398.SH,600398,2021-03-03,"16,080,487",0.37,6.900
600399.SH,600399,2021-03-03,"54,637",0.00,14.070
600400.SH,600400,2021-03-03,"1,012,463",0.03,3.140
600403.SH,600403,2021-03-03,"62,059",0.00,3.640
600405.SH,600405,2021-03-03,"88,002",0.01,5.280
600406.SH,600406,2021-03-03,"605,568,467",13.21,29.750
600409.SH,600409,2021-03-03,"33,351,753",1.61,12.600
600410.SH,600410,2021-03-03,"1,173,583",0.10,7.630
600415.SH,600415,2021-03-03,"14,038,288",0.25,5.010
600416.SH,600416,2021-03-03,"358,882",0.03,19.820
600418.SH,600418,2021-03-03,"2,328,697",0.12,8.860
600420.SH,600420,2021-03-03,"6,901,744",0.67,8.830
600422.SH,600422,2021-03-03,"5,233,848",0.69,8.230
600425.SH,600425,2021-03-03,"34,473",0.00,3.850
600426.SH,600426,2021-03-03,"49,752,834",3.06,41.300
600428.SH,600428,2021-03-03,"850,449",0.03,3.960
600433.SH,600433,2021-03-03,"667,041",0.05,5.990
600435.SH,600435,2021-03-03,"1,076,895",0.07,8.140
600436.SH,600436,2021-03-03,"21,473,757",3.55,298.500
600438.SH,600438,2021-03-03,"215,222,408",5.01,43.100
600439.SH,600439,2021-03-03,"3,891,079",0.34,2.540
600446.SH,600446,2021-03-03,"18,225,045",2.13,15.680
600449.SH,600449,2021-03-03,"400,777",0.08,15.120
600452.SH,600452,2021-03-03,"3,928,222",0.89,17.850
600458.SH,600458,2021-03-03,"209,036",0.02,8.060
600459.SH,600459,2021-03-03,"3,008,832",0.68,23.160
600460.SH,600460,2021-03-03,"22,855,258",1.74,29.630
600466.SH,600466,2021-03-03,"32,859,422",1.08,4.380
600467.SH,600467,2021-03-03,"34,900",0.00,2.660
600468.SH,600468,2021-03-03,"666,079",0.05,4.200
600469.SH,600469,2021-03-03,300,0.00,5.440
600470.SH,600470,2021-03-03,100,0.00,4.710
600477.SH,600477,2021-03-03,"17,192,926",0.79,4.200
600478.SH,600478,2021-03-03,"21,935",0.00,4.140
600479.SH,600479,2021-03-03,"393,122",0.09,8.700
600480.SH,600480,2021-03-03,"584,532",0.07,8.050
600481.SH,600481,2021-03-03,"1,474,077",0.09,4.680
600482.SH,600482,2021-03-03,"1,666,403",0.19,17.190
600483.SH,600483,2021-03-03,"7,968,878",0.51,8.370
600485.SH,600485,2021-03-03,"628,734",0.03,1.390
600486.SH,600486,2021-03-03,"6,708,713",2.16,134.770
600487.SH,600487,2021-03-03,"44,614,103",2.34,13.230
600488.SH,600488,2021-03-03,"2,630",0.00,4.990
600489.SH,600489,2021-03-03,"89,723,193",2.45,9.150
600490.SH,600490,2021-03-03,"2,324,317",0.11,4.250
600491.SH,600491,2021-03-03,"11,765,036",0.76,5.290
600495.SH,600495,2021-03-03,"632,830",0.05,3.950
600496.SH,600496,2021-03-03,"1,356,225",0.07,5.270
600497.SH,600497,2021-03-03,"3,526,986",0.06,5.440
600498.SH,600498,2021-03-03,"23,017,315",2.03,19.520
600499.SH,600499,2021-03-03,"1,090,583",0.06,9.010
600500.SH,600500,2021-03-03,"6,384,726",0.23,5.190
600501.SH,600501,2021-03-03,"674,361",0.16,9.170
600502.SH,600502,2021-03-03,"11,339,155",0.65,3.830
600503.SH,600503,2021-03-03,"1,424,449",0.08,3.770
600507.SH,600507,2021-03-03,"175,120,930",8.12,7.940
600508.SH,600508,2021-03-03,100,0.00,9.400
600509.SH,600509,2021-03-03,"8,525",0.00,4.760
600510.SH,600510,2021-03-03,"1,732,887",0.16,6.580
600511.SH,600511,2021-03-03,"12,375,214",2.23,37.610
600513.SH,600513,2021-03-03,"48,781",0.01,8.690
600516.SH,600516,2021-03-03,"147,193,792",3.86,9.160
600517.SH,600517,2021-03-03,"1,166,824",0.06,6.970
600518.SH,600518,2021-03-03,"1,360,139",0.03,2.040
600519.SH,600519,2021-03-03,"98,621,876",7.85,2140.000
600521.SH,600521,2021-03-03,"21,124,292",1.45,29.170
600522.SH,600522,2021-03-03,"121,008,377",3.94,11.290
600523.SH,600523,2021-03-03,"9,280",0.00,15.730
600525.SH,600525,2021-03-03,"1,955,154",0.14,5.680
600526.SH,600526,2021-03-03,"1,343,592",0.24,4.380
600527.SH,600527,2021-03-03,"3,481,754",0.20,2.760
600528.SH,600528,2021-03-03,"1,640,975",0.07,8.910
600529.SH,600529,2021-03-03,"50,137,096",8.42,41.360
600531.SH,600531,2021-03-03,"9,280,384",0.85,6.220
600532.SH,600532,2021-03-03,"37,201",0.00,15.550
600535.SH,600535,2021-03-03,"2,512,556",0.16,13.860
600536.SH,600536,2021-03-03,"9,507,424",1.92,59.450
600537.SH,600537,2021-03-03,"626,291",0.05,4.140
600545.SH,600545,2021-03-03,"3,919,912",0.20,3.270
600546.SH,600546,2021-03-03,"12,098",0.00,6.980
600547.SH,600547,2021-03-03,"66,594,903",1.88,22.490
600548.SH,600548,2021-03-03,"6,378,921",0.44,8.600
600549.SH,600549,2021-03-03,"48,814,908",3.47,22.220
600551.SH,600551,2021-03-03,"247,978",0.04,7.000
600552.SH,600552,2021-03-03,"1,643,654",0.21,8.100
600556.SH,600556,2021-03-03,"1,711,355",0.49,12.320
600557.SH,600557,2021-03-03,"5,245,604",0.88,10.750
600559.SH,600559,2021-03-03,"13,770,611",1.57,21.700
600561.SH,600561,2021-03-03,"11,900",0.00,4.050
600562.SH,600562,2021-03-03,"2,572,715",0.38,14.860
600563.SH,600563,2021-03-03,"8,831,509",3.92,95.630
600565.SH,600565,2021-03-03,"30,409,264",1.26,2.570
600566.SH,600566,2021-03-03,"17,984,191",2.20,20.420
600567.SH,600567,2021-03-03,"194,013,845",4.22,3.760
600568.SH,600568,2021-03-03,"504,541",0.03,1.590
600570.SH,600570,2021-03-03,"78,544,681",7.52,92.350
600571.SH,600571,2021-03-03,"673,245",0.15,7.360
600572.SH,600572,2021-03-03,"10,456,316",0.39,4.280
600577.SH,600577,2021-03-03,"48,073,402",2.50,3.620
600578.SH,600578,2021-03-03,"4,743,956",0.07,2.920
600580.SH,600580,2021-03-03,"20,542,963",1.57,12.360
600582.SH,600582,2021-03-03,"179,712,078",4.34,3.290
600583.SH,600583,2021-03-03,"112,141,874",2.53,4.850
600584.SH,600584,2021-03-03,"13,410,616",0.98,40.800
600585.SH,600585,2021-03-03,"352,075,135",8.80,54.280
600586.SH,600586,2021-03-03,"1,377,329",0.09,7.270
600587.SH,600587,2021-03-03,"9,153,054",2.26,12.750
600588.SH,600588,2021-03-03,"120,367,464",3.70,35.800
600589.SH,600589,2021-03-03,101,0.00,3.200
600594.SH,600594,2021-03-03,"673,364",0.08,5.200
600596.SH,600596,2021-03-03,"9,104,611",1.30,13.700
600597.SH,600597,2021-03-03,"12,823,615",1.04,17.910
600598.SH,600598,2021-03-03,"27,418,152",1.54,17.180
600600.SH,600600,2021-03-03,"20,443,653",2.93,78.700
600601.SH,600601,2021-03-03,"1,715,472",0.07,3.510
600604.SH,600604,2021-03-03,"253,708",0.01,6.120
600606.SH,600606,2021-03-03,"246,567,115",2.02,5.660
600611.SH,600611,2021-03-03,"11,991,845",0.76,3.660
600612.SH,600612,2021-03-03,"2,242,010",0.70,52.980
600613.SH,600613,2021-03-03,"398,145",0.08,4.360
600614.SH,600614,2021-03-03,"749,936",0.04,0.740
600616.SH,600616,2021-03-03,"4,941",0.00,6.490
600617.SH,600617,2021-03-03,"133,104",0.01,3.950
600618.SH,600618,2021-03-03,"3,200",0.00,8.280
600620.SH,600620,2021-03-03,"6,095",0.00,6.350
600621.SH,600621,2021-03-03,"3,748,769",0.35,17.940
600622.SH,600622,2021-03-03,"11,930,560",0.79,3.260
600623.SH,600623,2021-03-03,"1,501,602",0.08,8.360
600624.SH,600624,2021-03-03,"106,136",0.01,7.140
600626.SH,600626,2021-03-03,"10,727,352",1.32,3.840
600628.SH,600628,2021-03-03,"331,057",0.05,8.240
600629.SH,600629,2021-03-03,41,0.00,7.070
600633.SH,600633,2021-03-03,"443,443",0.03,7.680
600634.SH,600634,2021-03-03,"7,096",0.00,0.820
600635.SH,600635,2021-03-03,"11,996,819",0.49,3.700
600636.SH,600636,2021-03-03,"42,878",0.00,11.840
600637.SH,600637,2021-03-03,"66,216,612",1.93,9.180
600638.SH,600638,2021-03-03,"379,117",0.05,5.830
600639.SH,600639,2021-03-03,"10,868,315",1.27,12.080
600640.SH,600640,2021-03-03,"34,045",0.00,10.930
600641.SH,600641,2021-03-03,"27,248,854",2.84,14.310
600642.SH,600642,2021-03-03,"69,493,264",1.52,5.290
600643.SH,600643,2021-03-03,"29,184,772",1.80,7.050
600645.SH,600645,2021-03-03,"350,101",0.08,18.150
600648.SH,600648,2021-03-03,"5,474,880",0.58,13.940
600649.SH,600649,2021-03-03,"2,553,380",0.10,4.830
600650.SH,600650,2021-03-03,"337,569",0.08,10.300
600651.SH,600651,2021-03-03,"67,298",0.00,3.370
600654.SH,600654,2021-03-03,"227,831",0.03,1.590
600655.SH,600655,2021-03-03,"61,591,877",3.83,10.320
600657.SH,600657,2021-03-03,"24,033,971",1.57,3.970
600658.SH,600658,2021-03-03,91,0.00,5.060
600660.SH,600660,2021-03-03,"169,044,228",8.43,52.100
600661.SH,600661,2021-03-03,"47,676",0.01,14.820
600662.SH,600662,2021-03-03,"513,013",0.04,8.800
600663.SH,600663,2021-03-03,"9,145,024",0.31,10.580
600664.SH,600664,2021-03-03,"5,183,875",0.20,2.690
600666.SH,600666,2021-03-03,"750,907",0.09,1.210
600667.SH,600667,2021-03-03,"70,436,014",3.34,9.280
600668.SH,600668,2021-03-03,"857,607",0.24,13.950
600673.SH,600673,2021-03-03,"51,266,839",2.08,5.210
600674.SH,600674,2021-03-03,"147,410,934",3.34,11.000
600675.SH,600675,2021-03-03,"27,021,026",1.20,3.380
600676.SH,600676,2021-03-03,"714,398",0.06,4.470
600677.SH,600677,2021-03-03,"4,800",0.00,3.010
600681.SH,600681,2021-03-03,"9,223,704",0.64,5.360
600682.SH,600682,2021-03-03,"11,695,265",1.00,9.940
600684.SH,600684,2021-03-03,"1,308,493",0.15,2.810
600685.SH,600685,2021-03-03,"3,592,767",0.43,26.150
600686.SH,600686,2021-03-03,"3,250",0.00,6.590
600687.SH,600687,2021-03-03,"7,834",0.00,0.300
600688.SH,600688,2021-03-03,"83,513,158",1.13,3.610
600690.SH,600690,2021-03-03,"502,714,217",7.96,29.440
600693.SH,600693,2021-03-03,"2,952,265",0.32,4.220
600694.SH,600694,2021-03-03,"5,667,145",1.92,19.550
600697.SH,600697,2021-03-03,"1,552",0.00,13.580
600699.SH,600699,2021-03-03,"120,891,337",9.77,22.090
600702.SH,600702,2021-03-03,"493,966",0.14,66.900
600703.SH,600703,2021-03-03,"122,572,773",3.00,31.820
600704.SH,600704,2021-03-03,"110,908,909",2.19,4.830
600705.SH,600705,2021-03-03,"123,109,933",1.38,4.150
600708.SH,600708,2021-03-03,"6,868,392",0.30,2.480
600711.SH,600711,2021-03-03,"23,602,973",0.97,8.160
600715.SH,600715,2021-03-03,2,0.00,2.190
600716.SH,600716,2021-03-03,"543,120",0.05,4.060
600717.SH,600717,2021-03-03,"1,694,742",0.07,4.730
600718.SH,600718,2021-03-03,"1,160,480",0.09,9.790
600720.SH,600720,2021-03-03,"18,359,437",2.36,15.210
600724.SH,600724,2021-03-03,"6,683",0.00,3.390
600728.SH,600728,2021-03-03,"14,775,835",0.85,6.930
600729.SH,600729,2021-03-03,"10,150,167",2.49,29.150
600730.SH,600730,2021-03-03,"159,935",0.02,4.250
600733.SH,600733,2021-03-03,"8,737,911",0.47,9.190
600736.SH,600736,2021-03-03,"2,283,603",0.19,4.410
600737.SH,600737,2021-03-03,"41,409,814",1.96,10.980
600738.SH,600738,2021-03-03,"3,522,600",0.47,7.000
600739.SH,600739,2021-03-03,"21,514,566",1.40,21.790
600740.SH,600740,2021-03-03,"47,854,727",4.96,7.570
600741.SH,600741,2021-03-03,"199,478,021",6.32,25.590
600742.SH,600742,2021-03-03,"13,854,850",2.07,9.680
600743.SH,600743,2021-03-03,"2,245,938",0.09,2.110
600745.SH,600745,2021-03-03,"29,679,157",3.43,107.140
600748.SH,600748,2021-03-03,"29,198,086",1.58,4.690
600750.SH,600750,2021-03-03,"3,355,460",0.53,10.720
600754.SH,600754,2021-03-03,"52,248,075",6.51,53.520
600755.SH,600755,2021-03-03,"14,632,201",0.79,6.570
600756.SH,600756,2021-03-03,"6,187,269",1.90,13.540
600757.SH,600757,2021-03-03,"199,981",0.01,5.260
600758.SH,600758,2021-03-03,"1,308",0.00,2.840
600759.SH,600759,2021-03-03,"96,960",0.00,1.950
600760.SH,600760,2021-03-03,"14,010,952",1.00,83.000
600761.SH,600761,2021-03-03,"1,545,084",0.20,16.420
600763.SH,600763,2021-03-03,"9,643,712",3.00,257.690
600764.SH,600764,2021-03-03,"1,349,128",0.27,27.860
600765.SH,600765,2021-03-03,"5,590,517",0.65,19.170
600770.SH,600770,2021-03-03,"51,975",0.00,5.270
600771.SH,600771,2021-03-03,197,0.00,17.610
600773.SH,600773,2021-03-03,"413,036",0.05,9.190
600775.SH,600775,2021-03-03,"4,437,145",0.66,6.590
600776.SH,600776,2021-03-03,"4,224,914",0.44,14.000
600777.SH,600777,2021-03-03,"87,660,831",1.40,1.530
600778.SH,600778,2021-03-03,"54,000",0.01,3.640
600779.SH,600779,2021-03-03,"31,146,761",6.37,69.890
600780.SH,600780,2021-03-03,"26,472",0.00,3.280
600781.SH,600781,2021-03-03,369,0.00,2.750
600782.SH,600782,2021-03-03,"231,197,146",7.25,5.060
600783.SH,600783,2021-03-03,"184,456",0.02,14.130
600784.SH,600784,2021-03-03,"17,188",0.00,5.730
600785.SH,600785,2021-03-03,401,0.00,11.120
600787.SH,600787,2021-03-03,"99,744,177",4.53,4.870
600790.SH,600790,2021-03-03,"669,512",0.04,3.190
600794.SH,600794,2021-03-03,"389,814",0.03,3.640
