symbol,code,date,shareholding,shareholding_percent
600201.SH,600201,2021-02-05,"204,601,115",18.26
600206.SH,600206,2021-02-05,"8,587,084",1.01
600208.SH,600208,2021-02-05,"101,897,135",1.18
600210.SH,600210,2021-02-05,"41,160,204",2.71
600211.SH,600211,2021-02-05,"361,846",0.14
600216.SH,600216,2021-02-05,"8,337,051",0.86
600219.SH,600219,2021-02-05,"313,895,872",2.62
600221.SH,600221,2021-02-05,"40,571,782",0.24
600223.SH,600223,2021-02-05,"3,732,212",0.36
600226.SH,600226,2021-02-05,"528,052",0.02
600230.SH,600230,2021-02-05,"12,012",0.00
600231.SH,600231,2021-02-05,"619,386",0.02
600233.SH,600233,2021-02-05,"53,576,439",1.69
600236.SH,600236,2021-02-05,"25,265,894",0.32
600238.SH,600238,2021-02-05,400,0.00
600239.SH,600239,2021-02-05,"1,086,781",0.06
600248.SH,600248,2021-02-05,"2,651",0.00
600251.SH,600251,2021-02-05,"55,423",0.00
600252.SH,600252,2021-02-05,"19,867,469",0.57
600255.SH,600255,2021-02-05,"574,897",0.03
600256.SH,600256,2021-02-05,"104,295,726",1.54
600257.SH,600257,2021-02-05,"286,937",0.05
600258.SH,600258,2021-02-05,"75,044,366",7.66
600259.SH,600259,2021-02-05,"306,600",0.10
600260.SH,600260,2021-02-05,"21,029,785",2.16
600261.SH,600261,2021-02-05,"23,572,560",1.62
600266.SH,600266,2021-02-05,"1,747,185",0.07
600267.SH,600267,2021-02-05,"720,925",0.07
600268.SH,600268,2021-02-05,"20,400",0.00
600269.SH,600269,2021-02-05,"1,575,494",0.06
600271.SH,600271,2021-02-05,"9,816,521",0.52
600273.SH,600273,2021-02-05,"27,053,049",1.88
600276.SH,600276,2021-02-05,"670,615,540",12.63
600277.SH,600277,2021-02-05,"8,171,191",0.29
600278.SH,600278,2021-02-05,"7,294",0.00
600280.SH,600280,2021-02-05,"117,981",0.01
600282.SH,600282,2021-02-05,"172,456,102",3.87
600284.SH,600284,2021-02-05,"6,160,965",0.63
600285.SH,600285,2021-02-05,"13,265,694",2.33
600289.SH,600289,2021-02-05,"69,611",0.01
600290.SH,600290,2021-02-05,200,0.00
600291.SH,600291,2021-02-05,"531,588",0.04
600292.SH,600292,2021-02-05,"829,738",0.10
600295.SH,600295,2021-02-05,"3,891,614",0.59
600297.SH,600297,2021-02-05,"38,496,710",0.47
600298.SH,600298,2021-02-05,"91,934,841",11.15
600299.SH,600299,2021-02-05,"11,543,574",0.43
600300.SH,600300,2021-02-05,"1,067,281",0.06
600305.SH,600305,2021-02-05,"53,142,245",5.29
600307.SH,600307,2021-02-05,"1,578,608",0.02
600309.SH,600309,2021-02-05,"150,673,887",10.58
600310.SH,600310,2021-02-05,"1,625,006",0.19
600312.SH,600312,2021-02-05,"10,911,842",0.80
600315.SH,600315,2021-02-05,"24,207,523",3.60
600316.SH,600316,2021-02-05,"260,546",0.03
600318.SH,600318,2021-02-05,"13,468",0.00
600321.SH,600321,2021-02-05,"134,400",0.00
600323.SH,600323,2021-02-05,"5,401,050",0.70
600325.SH,600325,2021-02-05,"34,614,213",1.63
600326.SH,600326,2021-02-05,"9,824,425",1.06
600327.SH,600327,2021-02-05,"315,161",0.03
600329.SH,600329,2021-02-05,"16,971,606",2.99
600332.SH,600332,2021-02-05,"19,101,145",1.35
600333.SH,600333,2021-02-05,"5,800",0.00
600335.SH,600335,2021-02-05,"2,227,803",0.21
600337.SH,600337,2021-02-05,"19,304,709",1.18
600338.SH,600338,2021-02-05,"7,097,776",0.77
600340.SH,600340,2021-02-05,"123,680,968",3.17
600343.SH,600343,2021-02-05,"535,571",0.08
600345.SH,600345,2021-02-05,"49,492",0.02
600346.SH,600346,2021-02-05,"149,631,746",3.23
600348.SH,600348,2021-02-05,"49,485,543",2.05
600350.SH,600350,2021-02-05,"22,260,801",0.46
600351.SH,600351,2021-02-05,"797,372",0.10
600352.SH,600352,2021-02-05,"86,283,560",2.65
600353.SH,600353,2021-02-05,"2,000",0.00
600362.SH,600362,2021-02-05,"43,348,816",2.08
600363.SH,600363,2021-02-05,"6,367,784",1.43
600366.SH,600366,2021-02-05,"11,381,588",1.15
600368.SH,600368,2021-02-05,"16,098,089",1.43
600369.SH,600369,2021-02-05,"66,287,561",1.17
600372.SH,600372,2021-02-05,"32,910,290",1.70
600373.SH,600373,2021-02-05,"62,016,694",4.57
600375.SH,600375,2021-02-05,"74,101",0.01
600376.SH,600376,2021-02-05,"23,119,564",0.89
600377.SH,600377,2021-02-05,"13,171,190",0.34
600378.SH,600378,2021-02-05,"5,316,347",1.49
600380.SH,600380,2021-02-05,"105,709,947",5.41
600381.SH,600381,2021-02-05,100,0.00
600382.SH,600382,2021-02-05,"2,366",0.00
600383.SH,600383,2021-02-05,"119,446,524",2.64
600386.SH,600386,2021-02-05,"497,355",0.06
600387.SH,600387,2021-02-05,"4,679,316",1.15
600388.SH,600388,2021-02-05,"11,166,117",1.04
600389.SH,600389,2021-02-05,50,0.00
600391.SH,600391,2021-02-05,"517,350",0.15
600392.SH,600392,2021-02-05,"38,734,037",2.20
600393.SH,600393,2021-02-05,"2,087,838",0.21
600395.SH,600395,2021-02-05,"24,989,096",1.50
600396.SH,600396,2021-02-05,"132,900",0.00
600397.SH,600397,2021-02-05,"489,383",0.04
600398.SH,600398,2021-02-05,"16,162,475",0.37
600399.SH,600399,2021-02-05,"55,137",0.00
600400.SH,600400,2021-02-05,"1,012,463",0.03
600403.SH,600403,2021-02-05,"62,159",0.00
600405.SH,600405,2021-02-05,"88,002",0.01
600406.SH,600406,2021-02-05,"589,723,818",12.86
600409.SH,600409,2021-02-05,"30,574,252",1.48
600410.SH,600410,2021-02-05,"1,173,683",0.10
600415.SH,600415,2021-02-05,"14,596,423",0.26
600416.SH,600416,2021-02-05,"358,882",0.03
600418.SH,600418,2021-02-05,"2,337,197",0.12
600420.SH,600420,2021-02-05,"6,679,972",0.65
600422.SH,600422,2021-02-05,"7,874,602",1.03
600425.SH,600425,2021-02-05,"34,473",0.00
600426.SH,600426,2021-02-05,"54,817,629",3.37
600428.SH,600428,2021-02-05,"850,949",0.03
600433.SH,600433,2021-02-05,"667,041",0.05
600435.SH,600435,2021-02-05,"1,076,895",0.07
600436.SH,600436,2021-02-05,"18,900,812",3.13
600438.SH,600438,2021-02-05,"213,631,626",4.98
600439.SH,600439,2021-02-05,"3,891,079",0.34
600446.SH,600446,2021-02-05,"14,615,365",1.70
600449.SH,600449,2021-02-05,"400,777",0.08
600452.SH,600452,2021-02-05,"3,136,976",0.71
600458.SH,600458,2021-02-05,"209,036",0.02
600459.SH,600459,2021-02-05,"3,099,513",0.70
600460.SH,600460,2021-02-05,"28,865,490",2.20
600466.SH,600466,2021-02-05,"34,459,653",1.13
600467.SH,600467,2021-02-05,"34,900",0.00
600468.SH,600468,2021-02-05,"673,979",0.06
600469.SH,600469,2021-02-05,300,0.00
600470.SH,600470,2021-02-05,100,0.00
600477.SH,600477,2021-02-05,"7,984,127",0.37
600478.SH,600478,2021-02-05,"21,935",0.00
600479.SH,600479,2021-02-05,"393,122",0.09
600480.SH,600480,2021-02-05,"584,532",0.07
600481.SH,600481,2021-02-05,"1,477,577",0.09
600482.SH,600482,2021-02-05,"1,678,603",0.19
600483.SH,600483,2021-02-05,"7,393,053",0.47
600485.SH,600485,2021-02-05,"628,734",0.03
600486.SH,600486,2021-02-05,"6,379,743",2.05
600487.SH,600487,2021-02-05,"39,490,038",2.07
600488.SH,600488,2021-02-05,"2,630",0.00
600489.SH,600489,2021-02-05,"62,125,747",1.80
600490.SH,600490,2021-02-05,"2,324,317",0.12
600491.SH,600491,2021-02-05,"9,223,001",0.60
600495.SH,600495,2021-02-05,"644,310",0.05
600496.SH,600496,2021-02-05,"1,356,225",0.08
600497.SH,600497,2021-02-05,"3,896,485",0.07
600498.SH,600498,2021-02-05,"23,542,871",2.08
600499.SH,600499,2021-02-05,"1,091,883",0.06
600500.SH,600500,2021-02-05,"6,716,722",0.24
600501.SH,600501,2021-02-05,"674,361",0.16
600502.SH,600502,2021-02-05,"8,585,960",0.49
600503.SH,600503,2021-02-05,"1,424,449",0.08
600507.SH,600507,2021-02-05,"160,244,155",7.43
600508.SH,600508,2021-02-05,100,0.00
600509.SH,600509,2021-02-05,"8,725",0.00
600510.SH,600510,2021-02-05,"1,841,167",0.17
600511.SH,600511,2021-02-05,"13,542,507",2.44
600513.SH,600513,2021-02-05,"48,781",0.01
600516.SH,600516,2021-02-05,"88,414,803",2.32
600517.SH,600517,2021-02-05,"1,166,824",0.06
600518.SH,600518,2021-02-05,"1,361,939",0.03
600519.SH,600519,2021-02-05,"100,971,097",8.03
600521.SH,600521,2021-02-05,"23,195,782",1.59
600522.SH,600522,2021-02-05,"88,041,923",2.87
600523.SH,600523,2021-02-05,"9,280",0.00
600525.SH,600525,2021-02-05,"1,955,154",0.14
600526.SH,600526,2021-02-05,"1,343,592",0.24
600527.SH,600527,2021-02-05,"3,481,754",0.20
600528.SH,600528,2021-02-05,"1,664,884",0.07
600529.SH,600529,2021-02-05,"40,165,158",6.75
600531.SH,600531,2021-02-05,"7,463,590",0.68
600532.SH,600532,2021-02-05,"37,201",0.00
600535.SH,600535,2021-02-05,"2,993,937",0.19
600536.SH,600536,2021-02-05,"11,195,292",2.26
600537.SH,600537,2021-02-05,"626,291",0.05
600545.SH,600545,2021-02-05,"3,919,912",0.20
600546.SH,600546,2021-02-05,"12,098",0.00
600547.SH,600547,2021-02-05,"66,954,464",1.89
600548.SH,600548,2021-02-05,"6,757,252",0.47
600549.SH,600549,2021-02-05,"38,306,075",2.72
600551.SH,600551,2021-02-05,"247,978",0.04
600552.SH,600552,2021-02-05,"1,705,654",0.22
600556.SH,600556,2021-02-05,"1,899,364",0.54
600557.SH,600557,2021-02-05,"7,553,927",1.27
600559.SH,600559,2021-02-05,"6,230,641",0.71
600561.SH,600561,2021-02-05,"11,900",0.00
600562.SH,600562,2021-02-05,"2,100,858",0.31
600563.SH,600563,2021-02-05,"7,125,149",3.16
600565.SH,600565,2021-02-05,"26,880,259",1.11
600566.SH,600566,2021-02-05,"16,739,585",2.05
600567.SH,600567,2021-02-05,"84,432,456",1.83
600568.SH,600568,2021-02-05,"506,541",0.03
600570.SH,600570,2021-02-05,"84,322,331",8.07
600571.SH,600571,2021-02-05,"674,245",0.15
600572.SH,600572,2021-02-05,"11,417,103",0.42
600577.SH,600577,2021-02-05,"25,374,468",1.32
600578.SH,600578,2021-02-05,"4,743,956",0.07
600580.SH,600580,2021-02-05,"24,333,403",1.86
600582.SH,600582,2021-02-05,"159,332,850",3.84
600583.SH,600583,2021-02-05,"87,460,252",1.97
600584.SH,600584,2021-02-05,"8,954,139",0.65
600585.SH,600585,2021-02-05,"358,788,363",8.97
600586.SH,600586,2021-02-05,"1,377,729",0.09
600587.SH,600587,2021-02-05,"9,557,281",2.36
600588.SH,600588,2021-02-05,"123,895,496",3.81
600589.SH,600589,2021-02-05,101,0.00
600594.SH,600594,2021-02-05,"723,364",0.09
600596.SH,600596,2021-02-05,"7,846,580",1.12
600597.SH,600597,2021-02-05,"17,887,563",1.46
600598.SH,600598,2021-02-05,"29,597,229",1.66
600600.SH,600600,2021-02-05,"19,886,177",2.85
600601.SH,600601,2021-02-05,"1,715,472",0.07
600604.SH,600604,2021-02-05,"253,708",0.01
600606.SH,600606,2021-02-05,"245,423,193",2.01
600611.SH,600611,2021-02-05,"11,082,891",0.70
600612.SH,600612,2021-02-05,"2,472,681",0.77
600613.SH,600613,2021-02-05,"398,145",0.08
600614.SH,600614,2021-02-05,"749,936",0.04
600616.SH,600616,2021-02-05,"4,941",0.00
600617.SH,600617,2021-02-05,"133,104",0.01
600618.SH,600618,2021-02-05,"3,200",0.00
600620.SH,600620,2021-02-05,"6,095",0.00
600621.SH,600621,2021-02-05,"4,081,724",0.38
600622.SH,600622,2021-02-05,"9,332,912",0.62
600623.SH,600623,2021-02-05,"2,768,494",0.14
600624.SH,600624,2021-02-05,"106,136",0.01
600626.SH,600626,2021-02-05,"5,201,961",0.64
600628.SH,600628,2021-02-05,"331,057",0.05
600629.SH,600629,2021-02-05,41,0.00
600633.SH,600633,2021-02-05,"446,547",0.03
600634.SH,600634,2021-02-05,"7,096",0.00
600635.SH,600635,2021-02-05,"8,790,506",0.36
600636.SH,600636,2021-02-05,"42,878",0.00
600637.SH,600637,2021-02-05,"64,562,929",1.89
600638.SH,600638,2021-02-05,"379,117",0.05
600639.SH,600639,2021-02-05,"8,903,913",1.04
600640.SH,600640,2021-02-05,"34,045",0.00
600641.SH,600641,2021-02-05,"27,266,063",2.84
600642.SH,600642,2021-02-05,"70,047,972",1.53
600643.SH,600643,2021-02-05,"27,664,732",1.70
600645.SH,600645,2021-02-05,"350,101",0.08
600648.SH,600648,2021-02-05,"5,199,587",0.55
600649.SH,600649,2021-02-05,"2,553,380",0.10
600650.SH,600650,2021-02-05,"337,569",0.08
600651.SH,600651,2021-02-05,"67,298",0.00
600654.SH,600654,2021-02-05,"227,831",0.03
600655.SH,600655,2021-02-05,"64,631,697",4.02
600657.SH,600657,2021-02-05,"22,172,321",1.45
600658.SH,600658,2021-02-05,91,0.00
600660.SH,600660,2021-02-05,"157,249,047",7.85
600661.SH,600661,2021-02-05,"47,676",0.01
600662.SH,600662,2021-02-05,"513,013",0.04
600663.SH,600663,2021-02-05,"8,626,857",0.29
600664.SH,600664,2021-02-05,"5,183,975",0.20
600666.SH,600666,2021-02-05,"751,867",0.09
600667.SH,600667,2021-02-05,"48,015,913",2.27
600668.SH,600668,2021-02-05,"709,993",0.20
600673.SH,600673,2021-02-05,"42,098,645",1.71
600674.SH,600674,2021-02-05,"149,458,392",3.39
600675.SH,600675,2021-02-05,"26,884,054",1.19
600676.SH,600676,2021-02-05,"714,398",0.06
600677.SH,600677,2021-02-05,"16,200",0.00
600681.SH,600681,2021-02-05,"7,880,794",0.54
600682.SH,600682,2021-02-05,"10,712,163",0.91
600684.SH,600684,2021-02-05,"1,308,493",0.15
600685.SH,600685,2021-02-05,"4,615,563",0.56
600686.SH,600686,2021-02-05,"3,250",0.00
600687.SH,600687,2021-02-05,"229,774",0.01
600688.SH,600688,2021-02-05,"76,141,578",1.03
600690.SH,600690,2021-02-05,"496,063,223",7.86
600693.SH,600693,2021-02-05,"3,147,276",0.35
600694.SH,600694,2021-02-05,"6,206,864",2.11
600697.SH,600697,2021-02-05,"1,552",0.00
600699.SH,600699,2021-02-05,"122,075,422",9.86
600702.SH,600702,2021-02-05,"493,966",0.14
600703.SH,600703,2021-02-05,"144,532,066",3.54
600704.SH,600704,2021-02-05,"95,354,639",1.88
600705.SH,600705,2021-02-05,"135,512,490",1.52
600708.SH,600708,2021-02-05,"6,922,684",0.31
600711.SH,600711,2021-02-05,"29,369,996",1.21
600715.SH,600715,2021-02-05,2,0.00
600716.SH,600716,2021-02-05,"543,120",0.05
600717.SH,600717,2021-02-05,"1,695,418",0.07
600718.SH,600718,2021-02-05,"1,160,680",0.09
600720.SH,600720,2021-02-05,"18,388,062",2.36
600724.SH,600724,2021-02-05,"6,683",0.00
600728.SH,600728,2021-02-05,"10,540,713",0.60
600729.SH,600729,2021-02-05,"9,798,673",2.41
600730.SH,600730,2021-02-05,"159,935",0.02
600733.SH,600733,2021-02-05,"12,344,854",0.67
600736.SH,600736,2021-02-05,"2,284,203",0.19
600737.SH,600737,2021-02-05,"12,005,030",0.56
600738.SH,600738,2021-02-05,"2,104,109",0.28
600739.SH,600739,2021-02-05,"26,169,042",1.71
600740.SH,600740,2021-02-05,"9,468,033",0.98
600741.SH,600741,2021-02-05,"200,768,334",6.36
600742.SH,600742,2021-02-05,"12,890,806",1.92
600743.SH,600743,2021-02-05,"2,245,938",0.09
600745.SH,600745,2021-02-05,"27,013,193",3.12
600748.SH,600748,2021-02-05,"29,434,123",1.59
600750.SH,600750,2021-02-05,"3,227,390",0.51
600754.SH,600754,2021-02-05,"52,183,561",6.50
600755.SH,600755,2021-02-05,"13,944,610",0.75
600756.SH,600756,2021-02-05,"5,324,252",1.64
600757.SH,600757,2021-02-05,"199,981",0.01
600758.SH,600758,2021-02-05,"1,308",0.00
600759.SH,600759,2021-02-05,"96,960",0.00
600760.SH,600760,2021-02-05,"16,456,517",1.17
600761.SH,600761,2021-02-05,"1,545,084",0.20
600763.SH,600763,2021-02-05,"8,204,891",2.55
600764.SH,600764,2021-02-05,"1,480,778",0.35
600765.SH,600765,2021-02-05,"14,286,724",1.66
600770.SH,600770,2021-02-05,"53,975",0.00
600771.SH,600771,2021-02-05,197,0.00
600773.SH,600773,2021-02-05,"413,036",0.05
600775.SH,600775,2021-02-05,"3,746,345",0.55
600776.SH,600776,2021-02-05,"2,819,009",0.29
600777.SH,600777,2021-02-05,"61,953,557",0.99
600778.SH,600778,2021-02-05,"54,000",0.01
600779.SH,600779,2021-02-05,"31,100,751",6.36
600780.SH,600780,2021-02-05,"26,472",0.00
600781.SH,600781,2021-02-05,369,0.00
600782.SH,600782,2021-02-05,"240,920,423",7.55
600783.SH,600783,2021-02-05,"184,456",0.02
600784.SH,600784,2021-02-05,"17,188",0.00
600785.SH,600785,2021-02-05,401,0.00
600787.SH,600787,2021-02-05,"90,392,721",4.10
600790.SH,600790,2021-02-05,"669,512",0.04
600794.SH,600794,2021-02-05,"389,814",0.03
600795.SH,600795,2021-02-05,"83,299,466",0.42
600797.SH,600797,2021-02-05,"7,500",0.00
600801.SH,600801,2021-02-05,"98,707,747",7.24
600802.SH,600802,2021-02-05,"974,627",0.21
600803.SH,600803,2021-02-05,"89,493,186",7.27
600804.SH,600804,2021-02-05,"13,095,039",0.91
600805.SH,600805,2021-02-05,"527,729",0.06
600807.SH,600807,2021-02-05,"65,133",0.00
600808.SH,600808,2021-02-05,"83,827,949",1.40
600809.SH,600809,2021-02-05,"26,088,748",3.01
600811.SH,600811,2021-02-05,"20,730,912",0.55
600814.SH,600814,2021-02-05,"626,203",0.08
600816.SH,600816,2021-02-05,"500,487",0.00
600818.SH,600818,2021-02-05,"218,722",0.09
600820.SH,600820,2021-02-05,"45,325,101",1.44
600823.SH,600823,2021-02-05,"80,000,823",2.13
600824.SH,600824,2021-02-05,"118,051",0.01
600825.SH,600825,2021-02-05,"872,226",0.08
600826.SH,600826,2021-02-05,"3,245,261",0.77
600827.SH,600827,2021-02-05,"17,937,086",1.11
600828.SH,600828,2021-02-05,"6,783,917",0.39
600829.SH,600829,2021-02-05,"77,414",0.01
600830.SH,600830,2021-02-05,"370,114",0.08
600831.SH,600831,2021-02-05,"475,501",0.06
600833.SH,600833,2021-02-05,"23,600",0.01
600835.SH,600835,2021-02-05,"78,238,435",9.70
600837.SH,600837,2021-02-05,"128,086,132",1.58
600838.SH,600838,2021-02-05,"280,770",0.07
600839.SH,600839,2021-02-05,"1,457,327",0.03
600845.SH,600845,2021-02-05,"31,873,292",3.79
600846.SH,600846,2021-02-05,"3,761,034",0.60
600848.SH,600848,2021-02-05,"14,668,024",1.20
600850.SH,600850,2021-02-05,"2,578,893",0.60
600856.SH,600856,2021-02-05,"1,717,956",0.12
600858.SH,600858,2021-02-05,"92,332",0.01
600859.SH,600859,2021-02-05,"11,835,763",1.52
600860.SH,600860,2021-02-05,"493,175",0.15
600862.SH,600862,2021-02-05,"13,774,599",0.98
600863.SH,600863,2021-02-05,"32,576,643",0.56
600864.SH,600864,2021-02-05,"24,347",0.00
600867.SH,600867,2021-02-05,"115,152,444",5.68
600869.SH,600869,2021-02-05,"1,045,378",0.04
600871.SH,600871,2021-02-05,"19,477,502",0.14
600872.SH,600872,2021-02-05,"97,414,771",12.22
600873.SH,600873,2021-02-05,"521,775",0.01
600874.SH,600874,2021-02-05,"8,350,644",0.76
600875.SH,600875,2021-02-05,"37,218,841",1.86
600876.SH,600876,2021-02-05,"1,294,996",0.46
600879.SH,600879,2021-02-05,"27,073,862",0.99
600880.SH,600880,2021-02-05,"431,226",0.03
600881.SH,600881,2021-02-05,"4,318,601",0.13
600884.SH,600884,2021-02-05,"3,416,809",0.20
600885.SH,600885,2021-02-05,"125,217,519",16.81
600886.SH,600886,2021-02-05,"161,973,511",2.32
600887.SH,600887,2021-02-05,"742,775,552",12.52
600888.SH,600888,2021-02-05,"659,080",0.07
600891.SH,600891,2021-02-05,"6,194",0.00
600893.SH,600893,2021-02-05,"37,864,537",1.79
600894.SH,600894,2021-02-05,"28,804",0.00
600895.SH,600895,2021-02-05,"15,254,602",0.98
600897.SH,600897,2021-02-05,"4,014,818",1.34
600900.SH,600900,2021-02-05,"1,330,985,222",5.85
600901.SH,600901,2021-02-05,"373,506",0.02
600903.SH,600903,2021-02-05,"6,709,666",0.58
600909.SH,600909,2021-02-05,"32,105,135",0.88
600917.SH,600917,2021-02-05,"1,371,418",0.08
600918.SH,600918,2021-02-05,"4,030,156",0.57
600919.SH,600919,2021-02-05,"326,418,060",2.22
600926.SH,600926,2021-02-05,"114,294,114",2.26
600928.SH,600928,2021-02-05,"2,332,173",0.20
