,name,cname,symbol
1636,Graphic Packaging Holding Co.,Graphic Packaging Holding Co.,GPK
1637,ContextLogic Inc.,ContextLogic Inc.,WISH
1638,Zhihu Inc.,知乎,ZH
1639,Global X MLP ETF,Global X MLP ETF,MLPA
1640,"Houlihan Lokey, Inc.","Houlihan Lokey, Inc.",HLI
1641,"Sterling Bancorp (Montebello, New York)","Sterling Bancorp (Montebello, New York)",STL
1642,"Ionis Pharmaceuticals, Inc.","Ionis Pharmaceuticals, Inc.",IONS
1643,"Stantec, Inc.",斯坦泰克,STN
1644,"Ballard Power Systems, Inc.",巴拉德动力系统,BLDP
1645,"Schr枚dinger, Inc.","Schr枚dinger, Inc.",SDGR
1646,"Armstrong World Industries, Inc.",阿姆斯特朗工业,AWI
1647,I-Mab,天境生物科技（上海）有限公司,IMAB
1648,"Beam Therapeutics, Inc.",金宾酒业,BEAM
1649,International Game Technology Plc,国际游戏科技公司,IGT
1650,"DST Systems, Inc.",DST系统,DST
1651,"Power Integrations, Inc.",帕沃英蒂格盛,POWI
1652,"Park Hotels & Resorts, Inc.","Park Hotels & Resorts, Inc.",PK
1653,"Hamilton Lane, Inc.","Hamilton Lane, Inc.",HLNE
1654,"Yamana Gold, Inc.","Yamana Gold, Inc.",AUY
1655,"IDACORP, Inc.","IDACORP, Inc.",IDA
1656,"Simpson Manufacturing Co., Inc.","Simpson Manufacturing Co., Inc.",SSD
1657,Schwab Intermediate-Term US Treasury ETF,Schwab Intermediate-Term US Treasury ETF,SCHR
1658,"The Hanover Insurance Group, Inc.",汉诺威保险,THG
1659,Neogen Corp.,纽尔真检测,NEOG
1660,Oscar Health  Inc.,奥斯卡健康,OSCR
1661,ALLEGRO MICROSYSTEMS INC,ALLEGRO MICROSYSTEMS INC,ALGM
1662,"The Descartes Systems Group, Inc.","The Descartes Systems Group, Inc.",DSGX
1663,"UFP Industries, Inc.","UFP Industries, Inc.",UFPI
1664,"Snyder's-Lance, Inc.",兰斯,LNCE
1665,"Spirit AeroSystems Holdings, Inc.","Spirit AeroSystems Holdings, Inc.",SPR
1666,"Intellia Therapeutics, Inc.","Intellia Therapeutics, Inc.",NTLA
1667,"LOANDEPOT, INC.","LOANDEPOT, INC.",LDI
1668,Pershing Square Tontine Holdings Ltd.,Pershing Square Tontine Holdings Ltd.,PSTH
1669,"Acacia Communications, Inc.","Acacia Communications, Inc.",ACIA
1670,MGIC Investment Corp.,MGIC Investment Corp.,MTG
1671,iShares Core MSCI Europe ETF,iShares Core MSCI Europe ETF,IEUR
1672,"PrivateBancorp, Inc.",私人银行,PVTB
1673,New Residential Investment Corp.,New Residential Investment Corp.,NRZ
1674,"Aphria, Inc.","Aphria, Inc.",APHA
1675,"TG Therapeutics, Inc.","TG Therapeutics, Inc.",TGTX
1676,Credit Suisse FI Large Cap Growth Enhanced ETN,Credit Suisse FI Large Cap Growth Enhanced ETN,FLGE
1677,"51job, Inc.",前程无忧,JOBS
1678,Vanguard Long-Term Corporate Bond Index Fund,Vanguard长期公司债指数ETF,VCLT
1679,"Novanta, Inc.","Novanta, Inc.",NOVT
1680,"RBC Bearings, Inc.",RBC轴承,ROLL
1681,"1Life Healthcare, Inc.","1Life Healthcare, Inc.",ONEM
1682,Open Lending Corp.,Open Lending Corp.,LPRO
1683,Kemper Corp.,Kemper Corp.,KMPR
1684,"Workiva, Inc.","Workiva, Inc.",WK
1685,"Colliers International Group, Inc.","Colliers International Group, Inc.",CIGI
1686,SPDR Portfolio Aggregate Bond ETF,SPDR Portfolio Aggregate Bond ETF,SPAB
1687,Starwood Waypoint Homes,Starwood Waypoint Homes,SFR
1688,ZIM Integrated Shipping Services Ltd.,ZIM Integrated Shipping Services Ltd.,ZIM
1689,Ortho Clinical Diagnostics Holdings plc,Ortho Clinical Diagnostics Holdings plc,OCDX
1690,"Eidos Therapeutics, Inc.","Eidos Therapeutics, Inc.",EIDX
1691,"Highwoods Properties, Inc.",海伍兹物业,HIW
1692,"NeoGenomics, Inc.","NeoGenomics, Inc.",NEO
1693,"Exponent, Inc.",毅博科技咨询,EXPO
1694,"Perspecta, Inc.","Perspecta, Inc.",PRSP
1695,National Fuel Gas Co.,National Fuel Gas Co.,NFG
1696,Hecla Mining Co.,赫克拉矿业,HL
1697,RLI Corp.,RLI保险,RLI
1698,"MicroStrategy, Inc.","MicroStrategy, Inc.",MSTR
1699,Enbridge Energy Partners LP,安桥能源合作伙伴,EEP
1700,"Allison Transmission Holdings, Inc.",艾里逊变速箱控股公司,ALSN
1701,Avient Corp.,Avient Corp.,AVNT
1702,"Hawaiian Electric Industries, Inc.",夏威夷电力,HE
1703,"FTI Consulting, Inc.",FTI咨询,FCN
1704,"GSX Techedu, Inc.",高途,GOTU
1705,Hexcel Corp.,赫氏,HXL
1706,"Switch, Inc. (Nevada)","Switch, Inc. (Nevada)",SWCH
1707,"Blackstone Mortgage Trust, Inc.","Blackstone Mortgage Trust, Inc.",BXMT
1708,MP MATERIALS CORP,MP MATERIALS CORP,MP
1709,"Silgan Holdings, Inc.",西尔格控股公司,SLGN
1710,"ARIAD Pharmaceuticals, Inc.",阿里阿德制药公司,ARIA
1711,Colfax Corp.,Colfax Corp.,CFXA
1712,"China Biologic Products Holdings, Inc.",泰邦生物,CBPO
1713,iShares MSCI ACWI ex U.S. ETF,iShares MSCI ACWI ex U.S. ETF,ACWX
1714,"ACI Worldwide, Inc.",ACI环球,ACIW
1715,UMB Financial Corp.,UMB金融,UMBF
1716,Abcam PLC,Abcam PLC,ABCM
1717,"Celsius Holdings, Inc.","Celsius Holdings, Inc.",CELH
1718,"eXp World Holdings, Inc.","eXp World Holdings, Inc.",EXPI
1719,Antero Midstream Corp.,美国贺卡公司,AM
1720,"Qurate Retail, Inc.","Qurate Retail, Inc.",LVNTA
1721,"Forty Seven, Inc.","Forty Seven, Inc.",FTSV
1722,"Reata Pharmaceuticals, Inc.","Reata Pharmaceuticals, Inc.",RETA
1723,Millicom International Cellular SA,Millicom International Cellular SA,TIGO
1724,Companhia Energ茅tica de Minas Gerais SA,Companhia Energ茅tica de Minas Gerais SA,CIG
1725,"Univar Solutions, Inc.","Univar Solutions, Inc.",UNVR
1726,Global-e Online Ltd.,Global-e Online Ltd.,GLBE
1727,"Watts Water Technologies, Inc.",沃茨水工业,WTS
1728,Wintrust Financial Corp.,Wintrust Financial Corp.,WTFC
1729,"The Ensign Group, Inc.",恩赛因,ENSG
1730,Xerox Holdings Corp.,施乐公司,XRX
1731,"WGL Holdings, Inc.",WGL控股,WGL
1732,KB Home,KB Home,KBH
1733,Allied Capital Corp.,联合资本,AFC
1734,MADISON SQUARE GARDEN SPORTS CO,MADISON SQUARE GARDEN SPORTS CO,MSGS
1735,"Sonos, Inc.",搜诺思公司,SONO
1736,Nuveen AMT-Free Quality Municipal Income Fund,Nuveen AMT-Free Quality Municipal Income Fund,NEA
1737,DigitalOcean Holdings  Inc.,DigitalOcean Holdings  Inc.,DOCN
1738,Cosan Ltd.,科桑,CZZ
1739,Agree Realty Corp.,美国同意房地产公司,ADC
1740,W.R. Grace & Co.,格雷斯事务所,GRA
1741,"Brighthouse Financial, Inc.","Brighthouse Financial, Inc.",BHFAP
1742,"frontdoor, Inc.","frontdoor, Inc.",FTDR
1743,Fidelity MSCI Information Technology Index ETF,富达 MSCI信息技术指数 ETF,FTEC
1744,Enel Generaci贸n Chile SA,Enel Generaci贸n Chile SA,EOCC
1745,"Selective Insurance Group, Inc.","Selective Insurance Group, Inc.",SIGI
1746,Alignment Healthcare  Inc.,Alignment Healthcare  Inc.,ALHC
1747,John Bean Technologies Corp.,约翰宾技术,JBT
1748,PAREXEL International Corp.,PAREXEL International Corp.,PRXL
1749,"H&R Block, Inc.",H & R布洛克税务公司,HRB
1750,Adient plc,Adient plc,ADNT
1751,National Beverage Corp.,National Beverage Corp.,FIZZ
1752,"Equity One, Inc.","Equity One, Inc.",EQY
1753,"Everbridge, Inc.","Everbridge, Inc.",EVBG
1754,Goodyear Tire & Rubber Co.,固特异轮胎橡胶公司,GT
1755,"CMC Materials, Inc.",卡伯特微电子,CCMP
1756,"Home Bancshares, Inc. (Arkansas)","Home Bancshares, Inc. (Arkansas)",HOMB
1757,"Tenable Holdings, Inc.","Tenable Holdings, Inc.",TENB
1758,"Sabra Health Care REIT, Inc.","Sabra Health Care REIT, Inc.",SBRAP
1759,"Carter's, Inc.",卡特,CRI
1760,AXIS Capital Holdings Ltd.,AXIS轴组公司,AXS
1761,"Cirrus Logic, Inc.",凌云半导体,CRUS
1762,"Alere, Inc.",阿勒尔公司,ALR
1763,AllianceBernstein Holding LP,联博控股,AB
1764,Radian Group Inc.,Radian Group Inc.,RDN
1765,Terreno Realty Corp.,Terreno Realty Corp.,TRNO
1766,"Legg Mason, Inc.",美盛集团,LM
1767,EQM Midstream Partners LP,EQM Midstream Partners LP,EQM
1768,Sprott Physical Gold & Silver Trust,Sprott Physical Gold & Silver Trust,CEF
1769,ATC Venture Group Inc,ATC Venture Group Inc,ATC
1770,Travel + Leisure Co.,Travel + Leisure Co.,WYND
1771,Shoals Technologies Group  Inc.,Shoals Technologies Group  Inc.,SHLS
1772,"LGI Homes, Inc.","LGI Homes, Inc.",LGIH
1773,iShares S&P Small-cap 600 Value ETF,iShares 标普小盘600价值 ETF,IJS
1774,HealthSouth Corp.,南方保健,HLS
1775,"Avnet, Inc.",安富利电子科技公司,AVT
1776,Gramercy Property Trust,Gramercy Property Trust,GPT
1777,"Synaptics, Inc.","Synaptics, Inc.",SYNA
1778,First Majestic Silver Corp.,First Majestic Silver Corp.,AG
1779,Navistar International Corp.,纳威司达,NAV
1780,"BankUnited, Inc.","BankUnited, Inc.",BKU
1781,"Ryder System, Inc.",莱德系统公司,R
1782,Hancock Holding Co.,汉考克控股银行,HBHC
1783,AdvisorShares Vice ETF,阿特维斯集团,ACT
1784,SPDR Portfolio Large Cap ETF,SPDR Portfolio Large Cap ETF,SPLG
1785,"Canada Goose Holdings, Inc.",加拿大鹅控股公司,GOOS
1786,"Innovative Industrial Properties, Inc.","Innovative Industrial Properties, Inc.",IIPR
1787,"360 DigiTech, Inc.",360金融公司,QFIN
1788,"Hudson Pacific Properties, Inc.","Hudson Pacific Properties, Inc.",HPP
1789,"ICU Medical, Inc.",ICU医疗,ICUI
1790,Madison Strategic Sector Premium Fund,Madison Strategic Sector Premium Fund,MSP
1791,"QTS Realty Trust, Inc.","QTS Realty Trust, Inc.",QTS
1792,"World Wrestling Entertainment, Inc.","World Wrestling Entertainment, Inc.",WWE
1793,"Schneider National, Inc.","Schneider National, Inc.",SNDR
1794,"SeaWorld Entertainment, Inc.","SeaWorld Entertainment, Inc.",SEAS
1795,"Healthcare Realty Trust, Inc.",医疗保健房地产信托,HR
1796,"SailPoint Technologies Holdings, Inc.","SailPoint Technologies Holdings, Inc.",SAIL
1797,"Inari Medical, Inc.","Inari Medical, Inc.",NARI
1798,iShares Core Total USD Bond Market ETF,iShares Core Total USD Bond Market ETF,IUSB
1799,Portland General Electric Co.,波特兰通用电气,POR
1800,"Community Bank System, Inc.","Community Bank System, Inc.",CBU
1801,"Rackspace Technology, Inc.","Rackspace Technology, Inc.",RXT
1802,VanEck Vectors Morningstar Wide Moat ETF,VanEck Vectors 晨星宽护城河 ETF,MOAT
1803,"Itron, Inc.",伊管,ITRI
1804,Quaker Chemical Corp.,奎克化学,KWR
1805,"PS Business Parks, Inc.","PS Business Parks, Inc.",PSB
1806,"TEGNA, Inc.","TEGNA, Inc.",TGNA
1807,Valaris Ltd.,华仕伯,VAL
1808,Hancock Whitney Corp.,Hancock Whitney Corp.,HWC
1809,"Pacific Premier Bancorp, Inc.",太平洋第一合众银行,PPBI
1810,"Premier, Inc. (North Carolina)","Premier, Inc. (North Carolina)",PINC
1811,EnLink Midstream Partners LP,EnLink Midstream Partners LP,ENLK
1812,Vanguard S&P 500 Growth ETF,Vanguard S&P 500 Growth ETF,VOOG
1813,iShares PHLX Semiconductor ETF,iShares半导体板块指数ETF,SOXX
1814,"ILG, Inc.","ILG, Inc.",ILG
1815,"Cabela's, Inc.",卡贝尔拉斯,CAB
1816,F.N.B. Corp. (Pennsylvania),F.N.B. Corp. (Pennsylvania),FNB
1817,Cushman & Wakefield Plc,Cushman & Wakefield Plc,CWK
1818,Balchem Corp.,拜切,BCPC
1819,"LogMeIn, Inc.",大家来网络,LOGM
1820,EASTERN BANKSHARES INC,EASTERN BANKSHARES INC,EBC
1821,"Pivotal Software, Inc.","Pivotal Software, Inc.",PVTL
1822,"Grand Canyon Education, Inc.",大峡谷教育,LOPE
1823,"PNM Resources, Inc.","PNM Resources, Inc.",PNM
1824,"AMN Healthcare Services, Inc.","AMN Healthcare Services, Inc.",AMN
1825,"Cotiviti Holdings, Inc.","Cotiviti Holdings, Inc.",COTV
1826,Altra Industrial Motion Corp.,奥创控股公司,AIMC
1827,JBG SMITH Properties,JBG SMITH Properties,JBGS
1828,"Amyris, Inc.",阿米瑞斯公司,AMRS
1829,Seaboard Corp.,Seaboard Corp.,SEB
1830,"Resideo Technologies, Inc.","Resideo Technologies, Inc.",REZI
1831,Hutchmed (China) Ltd.,Hutchmed (China) Ltd.,HCM
1832,SPDR Portfolio Emerging Markets ETF,SPDR Portfolio Emerging Markets ETF,SPEM
1833,UniFirst Corp.,UniFirst Corp.,UNF
1834,Frontier Group Holdings  Inc.,Frontier Group Holdings  Inc.,ULCC
1835,"Ryman Hospitality Properties, Inc.","Ryman Hospitality Properties, Inc.",RHP
1836,Vizio Holding Corp.,Vizio Holding Corp.,VZIO
1837,TURKCELL Iletisim Hizmetleri AS,土耳其移动通信,TKC
1838,Hospitality Properties Trust,HPT房产信托,HPT
1839,"Recursion Pharmaceuticals, Inc.","Recursion Pharmaceuticals, Inc.",RXRX
1840,iShares S&P Mid-Cap 400 Value ETF,iShares 标普中型400价值 ETF,IJJ
1841,CONCENTRIX CORPORATION,CONCENTRIX CORPORATION,CNXCV
1842,"TESARO, Inc.","TESARO, Inc.",TSRO
1843,Black Hills Corp.,黑山,BKH
1844,Parsons Corp.,Parsons Corp.,PSN
1845,Tribune Media Co.,Tribune Media Co.,TRCO
1846,Meritage Homes Corp.,Meritage Homes Corp.,MTH
1847,"PennyMac Financial Services, Inc.","PennyMac Financial Services, Inc.",PFSI
1848,New Jersey Resources Corp.,新泽西能源,NJR
1849,"PDC Energy, Inc.","PDC Energy, Inc.",PDCE
1850,iShares Broad USD Investment Grade Corporate Bond ETF,iShares Broad USD Investment Grade Corporate Bond ETF,USIG
1851,"Noble Energy, Inc.",诺贝尔能源,NBL
1852,Umpqua Holdings Corp.,Umpqua Holdings Corp.,UMPQ
1853,Certara  Inc.,Certara  Inc.,CERT
1854,API GROUP CORPORATION,API GROUP CORPORATION,APG
1855,Atlantica Sustainable Infrastructure Plc,Atlantica Sustainable Infrastructure Plc,AY
1856,Weingarten Realty Investors,魏因加滕房地产投资信托基金,WRI
1857,Semtech Corp.,先科电子,SMTC
1858,Genius Sports Ltd.,Genius Sports Ltd.,GENI
1859,"M.D.C. Holdings, Inc.","M.D.C. Holdings, Inc.",MDC
1860,First Trust NASDAQ-100 Technology Sector Index Fund,First Trust NASDAQ-100 Technology Sector Index Fund,QTEC
1861,Mentor Graphics Corp.,明导资讯,MENT
1862,Lions Gate Entertainment Corp.,Lions Gate Entertainment Corp.,LGF.A
1863,"Brighthouse Financial, Inc.","Brighthouse Financial, Inc.",BHF
1864,"Medallia, Inc.",Medallia,MDLA
1865,SunPower Corp.,美国太阳能公司,SPWR
1866,"The Hain Celestial Group, Inc.",海恩时富,HAIN
1867,"SSR Mining, Inc.","SSR Mining, Inc.",SSRM
1868,Allegiant Travel Co.,忠诚旅游公司,ALGT
1869,PotlatchDeltic Corp.,PotlatchDeltic Corp.,PCH
1870,"Rent-A-Center, Inc.","Rent-A-Center, Inc.",RCII
1871,LivaNova Plc,LivaNova Plc,LIVN
1872,ACV Auctions Inc.,ACV Auctions Inc.,ACVA
1873,"Artisan Partners Asset Management, Inc.","Artisan Partners Asset Management, Inc.",APAM
1874,Enstar Group Ltd.,Enstar Group Ltd.,ESGRP
1875,CONMED Corp.,CONMED Corp.,CNMD
1876,"American National Group, Inc.",美国国家保险公司,ANAT
1877,"ONE Gas, Inc.","ONE Gas, Inc.",OGS
1878,Wintrust Financial Corp.,Wintrust Financial Corp.,WTFCM
1879,"Summit Materials, Inc.","Summit Materials, Inc.",SUM
1880,Antero Resources Corp.,Antero Resources Corp.,AR
1881,"New Relic, Inc.","New Relic, Inc.",NEWR
1882,Bloom Energy Corp.,Bloom Energy Corp.,BE
1883,"CommScope Holding Co., Inc.","CommScope Holding Co., Inc.",COMM
1884,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.","Hannon Armstrong Sustainable Infrastructure Capital, Inc.",HASI
1885,Physicians Realty Trust,Physicians Realty Trust,DOC
1886,Ultrapar Participa莽oes SA,Ultrapar Participa莽oes SA,UGP
1887,"Beacon Roofing Supply, Inc.","Beacon Roofing Supply, Inc.",BECN
1888,"BigCommerce Holdings, Inc.","BigCommerce Holdings, Inc.",BIGC
1889,"Viavi Solutions, Inc.","Viavi Solutions, Inc.",VIAV
1890,"Hilton Grand Vacations, Inc.","Hilton Grand Vacations, Inc.",HGV
1891,"MACOM Technology Solutions Holdings, Inc.","MACOM Technology Solutions Holdings, Inc.",MTSI
1892,Enel Chile SA,Enel Chile SA,ENIC
1893,EnerSys,艾诺斯,ENS
1894,"Ormat Technologies, Inc.",奥玛特科技,ORA
1895,"Western Refining, Inc.","Western Refining, Inc.",WNR
1896,Sana Biotechnology  Inc.,Sana Biotechnology  Inc.,SANA
1897,Starz,Starz,STRZB
1898,Kirby Corp.,卡比海运,KEX
1899,BRF SA,BRF SA,BRFS
1900,ENSTAR GROUP LTD,ENSTAR GROUP LTD,ESGRO
1901,Acushnet Holdings Corp.,高尔史密斯国际控股,GOLF
1902,Wright Medical Group NV,Wright Medical Group NV,WMGI
1903,"Revolve Group, Inc.",Revolve,RVLV
1904,"Stericycle, Inc.","Stericycle, Inc.",SRCLP
1905,Arconic Corp.,Arconic Corp.,ARNC
1906,"Medifast, Inc.",快验保,MED
1907,ADVANTAGE SOLUTIONS INC,ADVANTAGE SOLUTIONS INC,ADV
1908,National General Holdings Corp.,National General Holdings Corp.,NGHC
1909,"Franklin Electric Co., Inc.",富兰克林电子,FELE
1910,"Magnite, Inc.","Magnite, Inc.",MGNI
1911,Lions Gate Entertainment,狮门娱乐,LGF
1912,"Spirit Airlines, Inc.","Spirit Airlines, Inc.",SAVE
1913,SLM Corp.,SLM Corp.,SLMBP
1914,ARK Innovation ETF,ARK Innovation ETF,ARKK
1915,"Aerojet Rocketdyne Holdings, Inc.","Aerojet Rocketdyne Holdings, Inc.",AJRD
1916,Olink Holding AB (publ),Olink Holding AB (publ),OLK
1917,"Southwest Gas Holdings, Inc.","Southwest Gas Holdings, Inc.",SWX
1918,Invesco S&P 500 High Dividend Low Volatility ETF,景顺 标普500高股利低波组合 ETF,SPHD
1919,Vicor Corp.,Vicor Corp.,VICR
1920,"Covetrus, Inc.","Covetrus, Inc.",CVET
1921,IBERIABANK Corp.,IBERIABANK Corp.,IBKCO
1922,"Advanced Energy Industries, Inc.",先进能源工业公司,AEIS
1923,"Spectrum Brands Holdings, Inc.","Spectrum Brands Holdings, Inc.",SPB
1924,"Qualys, Inc.",科力斯,QLYS
1925,FISKER INC.,FISKER INC.,FSR
1926,"Envestnet, Inc.","Envestnet, Inc.",ENV
1927,JFrog Ltd.,JFrog Ltd.,FROG
1928,"Shake Shack, Inc.","Shake Shack, Inc.",SHAK
1929,Taylor Morrison Home Corp.,Taylor Morrison Home Corp.,TMHC
1930,"Dana, Inc.",达纳,DAN
1931,iShares Exponential Technologies ETF,iShares 指数科技 ETF,XT
1932,First Trust Cloud Computing ETF,First Trust云计算股指数ETF,SKYY
1933,"NRG Yield, Inc.","NRG Yield, Inc.",NYLD
1934,"Sabra Health Care REIT, Inc.","Sabra Health Care REIT, Inc.",SBRA
1935,CI FINANCIAL CORP,CI FINANCIAL CORP,CIXX
1936,"Cracker Barrel Old Country Store, Inc.",CB乡村店,CBRL
1937,Piedmont Lithium Ltd.,Piedmont Lithium Ltd.,PLLL
1938,"South Jersey Industries, Inc.","South Jersey Industries, Inc.",SJIU
1939,"Asbury Automotive Group, Inc.",阿斯伯里汽车集团,ABG
1940,The Brink's Co.,布鲁克林公司,BCO
1941,SPDR Nuveen Barclays Short Term Municipal Bond ETF,SPDR 纽文彭博巴克莱短期市政债 ETF,SHM
1942,"Urban Outfitters, Inc.",都市服饰,URBN
1943,Ameris Bancorp,ABC银行,ABCB
1944,"LivePerson, Inc.","LivePerson, Inc.",LPSN
1945,"Cloudera, Inc.","Cloudera, Inc.",CLDR
1946,"Box, Inc.","Box, Inc.",BOX
1947,"Eldorado Resorts, Inc.",艾姆升,ERI
1948,"Acxiom Holdings, Inc.",阿克西鄂姆公司,ACXM
1949,The Lion Electric Co.,The Lion Electric Co.,LEV
1950,"GoHealth, Inc.","GoHealth, Inc.",GOCO
1951,Safehold Inc.,Safehold Inc.,SAFE
1952,"Arena Pharmaceuticals, Inc.",阿里那制药公司,ARNA
1953,"Applied Industrial Technologies, Inc.",应用工业技术公司,AIT
1954,First Trust Technology AlphaDEX Fund,First Trust Technology AlphaDEX Fund,FXL
1955,NewMarket Corp.,NewMarket Corp.,NEU
1956,Spire Inc.,Spire Inc.,SR
1957,"Camping World Holdings, Inc.","Camping World Holdings, Inc.",CWH
1958,"Latham Group, Inc.","Latham Group, Inc.",SWIM
1959,"Sanderson Farms, Inc.","Sanderson Farms, Inc.",SAFM
1960,Enable Midstream Partners LP,Enable Midstream Partners LP,ENBL
1961,Six Flags Entertainment Corp.,Six Flags Entertainment Corp.,SIX
1962,Nuveen AMT-Free Municipal Credit Income Fund,Nuveen AMT-Free Municipal Credit Income Fund,NVG
1963,Amsurg Corp,埃姆外科公司,AMSG
1964,White Mountains Insurance Group Ltd.,白山保险集团公司,WTM
1965,Evoqua Water Technologies Corp.,Evoqua Water Technologies Corp.,AQUA
1966,Commercial Metals Co.,美国工商五金公司,CMC
1967,Invesco S&P MidCap Low Volatility ETF,Invesco S&P MidCap Low Volatility ETF,XMLV
1968,LCI Industries,LCI Industries,LCII
1969,"Byrna Technologies, Inc.","Byrna Technologies, Inc.",BYRN
1970,TechnipFMC Plc,FMC能源设备公司,FTI
1971,Sears Holdings Corp.,西尔斯,SHLD
1972,Vanguard Long-Term Government Bond Index Fund,领航 长期国债 ETF,VGLT
1973,"Insight Enterprises, Inc.","Insight Enterprises, Inc.",NSIT
1974,"CST Brands, Inc.","CST Brands, Inc.",CST
1975,"Coca-Cola Consolidated, Inc.",可口可乐装瓶,COKE
1976,3D Systems Corp.,3D系统公司,DDD
1977,Sensient Technologies Corp.,Sensient Technologies Corp.,SXT
1978,"Mercury Systems, Inc.","Mercury Systems, Inc.",MRCY
1979,AVX Corp.,AVX,AVX
1980,"Federated Investors, Inc.",联邦投资公司,FII
1981,iShares Core 1-5 Year USD Bond ETF,iShares 核心1-5年美元债券 ETF,ISTB
1982,"Overstock.com, Inc.","Overstock.com, Inc.",OSTK
1983,WNS (Holdings) Ltd.,WNS (Holdings) Ltd.,WNS
1984,"Ambarella, Inc.",安霸股份有限公司,AMBA
1985,EPR Properties,娱乐房地产依托,EPR
1986,Esterline Technologies Corp.,埃斯特林科技,ESL
1987,Brookfield Business Partners LP,Brookfield Business Partners LP,BBU
1988,"Kontoor Brands, Inc.","Kontoor Brands, Inc.",KTB
1989,"Investors Bancorp, Inc. (New Jersey)",投资者银行,ISBC
1990,Lexington Realty Trust,莱星顿置业信托,LXP
1991,Vanguard Materials Index Fund,领航 材料 ETF,VAW
1992,"Murphy USA, Inc.","Murphy USA, Inc.",MUSA
1993,"Atkore, Inc.","Atkore, Inc.",ATKR
1994,Lions Gate Entertainment Corp.,Lions Gate Entertainment Corp.,LGF.B
1995,"ALLETE, Inc.",埃立特公司,ALE
1996,"Newegg Commerce, Inc.","Newegg Commerce, Inc.",NEGG
1997,"BMC Stock Holdings, Inc.","BMC Stock Holdings, Inc.",BMCH
1998,"Focus Financial Partners, Inc.","Focus Financial Partners, Inc.",FOCS
1999,Bank of Hawaii Corp.,夏威夷银行,BOH
2000,"Trupanion, Inc.","Trupanion, Inc.",TRUP
2001,Endesa Am茅ricas SA,Endesa Am茅ricas SA,EOCA
2002,"Alamos Gold, Inc.","Alamos Gold, Inc.",AGI
2003,IBERIABANK Corp.,IBERIABANK Corp.,IBKCN
2004,PROG HOLDINGS INC,PROG HOLDINGS INC,PRG
2005,iShares S&P Small-Cap 600 Growth ETF,iShares 标普小盘600成长 ETF,IJT
2006,"Sprout Social, Inc.","Sprout Social, Inc.",SPT
2007,"Insperity, Inc.","Insperity, Inc.",NSP
2008,"MB Financial, Inc.",MB金融,MBFI
2009,Alkermes Plc,阿克姆斯公司,ALKS
2010,Tronox Holdings Plc,Tronox Holdings Plc,TROX
2011,Equitrans Midstream Corp.,Equitrans Midstream Corp.,ETRN
2012,HSBC Holdings Plc,HSBC Holdings Plc,HSEB
2013,Southwestern Energy Co.,美国西南能源,SWN
